
[00:00:00.000 --> 00:00:03.080]   (gentle piano music)
[00:33:58.380 --> 00:34:02.440]   circumstances might seem, even though the bad guys
[00:34:02.440 --> 00:34:05.540]   are currently in power, even though winners
[00:34:05.540 --> 00:34:09.400]   are lording it over losers, even though even family members
[00:34:09.400 --> 00:34:11.160]   are rejecting you and hurting you,
[00:34:11.160 --> 00:34:15.500]   that anything that's happening right now is not permanent.
[00:34:15.500 --> 00:34:18.620]   That God is able to bring his child and his presence
[00:34:18.620 --> 00:34:21.020]   into the midst of that right here and now.
[00:34:21.020 --> 00:34:25.220]   And Emmanuel, God with us, can change everything.
[00:34:25.220 --> 00:34:30.100]   If the Christmas story is anything, it's a story of hope.
[00:34:30.100 --> 00:34:34.020]   Hope in the darkest of circumstances.
[00:34:34.020 --> 00:34:37.520]   That's a story that the world needs to hear again.
[00:34:37.520 --> 00:34:43.280]   And the church carries with it, in its heart,
[00:34:43.280 --> 00:34:46.340]   that story of hope.
[00:34:46.340 --> 00:34:49.420]   That all of us have been marked by that story,
[00:34:49.420 --> 00:34:52.280]   that we all realize that we're a dark, damp cave,
[00:34:52.280 --> 00:34:54.620]   if you will, but if Jesus can be born in Bethlehem,
[00:34:54.620 --> 00:34:57.740]   he can certainly be born in the coldness of my heart.
[00:34:57.740 --> 00:35:01.380]   That he can come and make new life and new home in me.
[00:35:01.380 --> 00:35:03.100]   That the place of that birth in me
[00:35:03.100 --> 00:35:05.900]   can make me into a living hope.
[00:35:05.900 --> 00:35:07.820]   A hope that now stands before the world
[00:35:07.820 --> 00:35:10.540]   and says the story of Jesus in his grace
[00:35:10.540 --> 00:35:12.660]   and the story of his coming in his glory
[00:35:12.660 --> 00:35:14.980]   is the story that I want my life to represent.
[00:35:14.980 --> 00:35:18.020]   No matter how difficult things might be around us,
[00:35:18.020 --> 00:35:20.660]   I want my life to speak of something better
[00:35:20.660 --> 00:35:22.940]   than what is currently seen.
[00:35:22.940 --> 00:35:26.740]   See, Jesus would go on to inaugurate his kingdom
[00:35:26.740 --> 00:35:29.100]   and he would teach what that kingdom would look like,
[00:35:29.100 --> 00:35:32.140]   turning everything upside down from the doom and gloom
[00:35:32.140 --> 00:35:33.980]   that's seen in the world.
[00:35:33.980 --> 00:35:36.520]   He would teach that the first would be last,
[00:35:36.520 --> 00:35:38.700]   that the last would be first.
[00:35:38.700 --> 00:35:42.140]   He would teach that the lowly would be lifted up
[00:35:42.140 --> 00:35:44.220]   and that the hungry would be fed.
[00:35:44.220 --> 00:35:45.700]   Isn't that beautiful?
[00:35:45.740 --> 00:35:48.500]   He taught that those who are mighty right now
[00:35:48.500 --> 00:35:50.460]   would be thrown off their thrones
[00:35:50.460 --> 00:35:54.220]   and that the proud would be scattered in their thoughts.
[00:35:54.220 --> 00:35:57.320]   He taught actually that it would be the meek
[00:35:57.320 --> 00:35:59.020]   that would inherit the earth,
[00:35:59.020 --> 00:36:01.340]   not those with guns or power.
[00:36:01.340 --> 00:36:04.100]   He said that those who are mourning right now,
[00:36:04.100 --> 00:36:06.500]   who are overwhelmed by a diagnosis,
[00:36:06.500 --> 00:36:09.300]   who are wondering when they're gonna get that job,
[00:36:09.300 --> 00:36:12.300]   who are wondering what purpose they have for being here,
[00:36:12.300 --> 00:36:14.060]   who are struggling with the depths
[00:36:14.060 --> 00:36:15.240]   of the things that are there,
[00:36:15.240 --> 00:36:16.440]   the realities of their life,
[00:36:16.440 --> 00:36:18.860]   that even those that are really struggling right now,
[00:36:18.860 --> 00:36:21.180]   they will be comforted, he said.
[00:36:21.180 --> 00:36:24.260]   And Jesus starts this story
[00:36:24.260 --> 00:36:28.660]   because he's birthing new living hope in his people
[00:36:28.660 --> 00:36:31.580]   and he wants his church to stand on behalf of that.
[00:36:31.580 --> 00:36:34.740]   You've gotta understand that this is hope.
[00:36:34.740 --> 00:36:37.660]   The idea that we believe in the coming vision
[00:36:37.660 --> 00:36:42.100]   of the kingdom to come and we live on behalf of it now.
[00:36:42.100 --> 00:36:44.740]   This is hope, that even though we're surrounded
[00:36:44.740 --> 00:36:47.800]   by some of that story of suffering and pain,
[00:36:47.800 --> 00:36:50.700]   we realize that we can bear witness today
[00:36:50.700 --> 00:36:54.120]   to the power of our God to bring salvation
[00:36:54.120 --> 00:36:56.480]   and bring justice and bring healing
[00:36:56.480 --> 00:36:59.580]   and bring liberation to those that need it.
[00:36:59.580 --> 00:37:04.160]   This is hope, that even though we're surrounded right now
[00:37:04.160 --> 00:37:07.400]   by the story of death, the story of life
[00:37:07.400 --> 00:37:09.820]   can still make its voice heard,
[00:37:09.820 --> 00:37:13.040]   that we might join with Martin Luther King Jr.
[00:37:13.040 --> 00:37:16.320]   and say that we're gonna carve a little stone of hope
[00:37:16.320 --> 00:37:18.900]   out of the mountain of despair.
[00:37:18.900 --> 00:37:23.680]   This is hope and it's hope not because we're better
[00:37:23.680 --> 00:37:26.000]   or we've done something or we've earned it,
[00:37:26.000 --> 00:37:28.420]   it's hope because it's found in the person
[00:37:28.420 --> 00:37:31.480]   that Christmas speaks of, this Jesus,
[00:37:31.480 --> 00:37:36.240]   all loving, all good, all personable, present here,
[00:37:36.240 --> 00:37:39.540]   the Emmanuel, God with us, walking beside us,
[00:37:39.540 --> 00:37:41.960]   living for us, inaugurating the kingdom,
[00:37:41.960 --> 00:37:43.280]   paying the price for our sin,
[00:37:43.280 --> 00:37:45.520]   raising from the death, coming together,
[00:37:45.520 --> 00:37:48.320]   now coming in his glory at the end of all things
[00:37:48.320 --> 00:37:50.360]   and we stand in the middle and we say,
[00:37:50.360 --> 00:37:52.640]   what a time to be alive.
[00:37:52.640 --> 00:37:55.120]   This is hope.
[00:37:55.120 --> 00:37:58.560]   We have something to offer the world
[00:37:58.560 --> 00:38:00.800]   in the pain that it's in.
[00:38:00.800 --> 00:38:05.400]   And here's what that hope should do in and for us.
[00:38:05.400 --> 00:38:09.360]   It should give us a divinely inspired urgency
[00:38:09.360 --> 00:38:11.480]   to live like Jesus.
[00:38:12.120 --> 00:38:16.000]   The hunger and thirst for righteousness,
[00:38:16.000 --> 00:38:20.560]   to decide that we're going to move out of passive comfort
[00:38:20.560 --> 00:38:24.000]   and into costly solidarity with the poor
[00:38:24.000 --> 00:38:26.040]   and the broken and the vulnerable.
[00:38:26.040 --> 00:38:30.240]   This kind of hope challenges us,
[00:38:30.240 --> 00:38:34.680]   that we should persevere when life takes a hard turn,
[00:38:34.680 --> 00:38:38.600]   when the news comes against us and the diagnosis is present
[00:38:38.600 --> 00:38:40.800]   and the job isn't there, whatever it is,
[00:38:40.800 --> 00:38:43.880]   when life is so pulling against us
[00:38:43.880 --> 00:38:46.360]   that we have this ability to persevere,
[00:38:46.360 --> 00:38:48.840]   even though we of course long for a change
[00:38:48.840 --> 00:38:51.560]   in our circumstance, that we join with Paul
[00:38:51.560 --> 00:38:54.080]   and we say, I've learned the secret of being content
[00:38:54.080 --> 00:38:56.560]   no matter what happens because my trust
[00:38:56.560 --> 00:38:58.960]   and my ultimate hope is not found
[00:38:58.960 --> 00:39:00.960]   in some change of circumstance,
[00:39:00.960 --> 00:39:02.720]   it's found in the grace and the glory
[00:39:02.720 --> 00:39:05.080]   of the one that I love.
[00:39:05.080 --> 00:39:08.400]   That I might find myself lifted out of myself
[00:39:08.400 --> 00:39:10.680]   and towards hope again.
[00:39:10.680 --> 00:39:14.680]   I think this hope teaches us that those who hope
[00:39:14.680 --> 00:39:17.360]   in the Lord will renew their strength,
[00:39:17.360 --> 00:39:19.760]   that they will rise up on wings like eagles,
[00:39:19.760 --> 00:39:22.120]   that they will run and not grow weary.
[00:39:22.120 --> 00:39:27.780]   This sort of hope shows us, teaches us, empowers us
[00:39:27.780 --> 00:39:31.560]   to understand that we can be steadfast in this life,
[00:39:31.560 --> 00:39:34.720]   that when opposition comes to the things that we believe
[00:39:34.720 --> 00:39:37.200]   and think about, that when oppression comes
[00:39:37.200 --> 00:39:39.200]   to the church body as a whole,
[00:39:39.200 --> 00:39:41.960]   that when we're facing perhaps in some years ahead here,
[00:39:41.960 --> 00:39:43.920]   some of the challenges to how we think
[00:39:43.920 --> 00:39:46.040]   or some of the challenges to what we believe,
[00:39:46.040 --> 00:39:48.880]   we can find a living hope within us
[00:39:48.880 --> 00:39:51.760]   that produces within us a steadfastness
[00:39:51.760 --> 00:39:55.960]   to stand against whatever power of oppression may come,
[00:39:55.960 --> 00:39:58.240]   that we would join with scripture and say,
[00:39:58.240 --> 00:40:00.880]   we might be hard pressed on every side,
[00:40:00.880 --> 00:40:02.760]   but we are not crushed.
[00:40:02.760 --> 00:40:05.920]   We might be perplexed, but we are not in despair.
[00:40:05.920 --> 00:40:08.520]   We might be persecuted, but we're not abandoned.
[00:40:08.520 --> 00:40:11.840]   We might be knocked down, but we are not crushed
[00:40:11.840 --> 00:40:15.120]   because there is a living hope within us.
[00:40:15.120 --> 00:40:18.320]   And I think this living hope does this.
[00:40:18.320 --> 00:40:22.300]   I think it makes us begin to reimagine a world today
[00:40:22.300 --> 00:40:24.760]   that might look like the one that is to come,
[00:40:24.760 --> 00:40:27.400]   knowing that not until when Jesus gets back
[00:40:27.400 --> 00:40:29.480]   will it ever be the way it truly should be.
[00:40:29.480 --> 00:40:31.400]   We're not gonna see perfection here
[00:40:31.400 --> 00:40:33.140]   in the right here and now,
[00:40:33.140 --> 00:40:36.160]   but we can look towards that vision and say,
[00:40:36.160 --> 00:40:40.120]   I wanna think about and begin to build a society today
[00:40:40.120 --> 00:40:42.920]   where everybody has dignity, everybody is loved,
[00:40:42.920 --> 00:40:44.920]   where everybody has right opportunity,
[00:40:44.920 --> 00:40:47.800]   where everybody feels the hope and the comfort
[00:40:47.800 --> 00:40:49.640]   and the love of an all loving father,
[00:40:49.640 --> 00:40:53.260]   where exploitation is spoken about and dealt with,
[00:40:53.260 --> 00:40:56.640]   where hate is spoken out against and dealt with,
[00:40:56.640 --> 00:40:59.240]   where we actually begin to align our values
[00:40:59.240 --> 00:41:01.440]   with the things that we know is on the heart of God
[00:41:01.440 --> 00:41:04.960]   and we produce something within us
[00:41:04.960 --> 00:41:11.260]   that says something hopeful to the world.
[00:41:11.260 --> 00:41:14.880]   That's a church I think many people
[00:41:14.880 --> 00:41:16.120]   would wanna be a part of.
[00:41:16.120 --> 00:41:20.080]   May we find our voice.
[00:41:20.080 --> 00:41:22.320]   And I wanna give you some homework
[00:41:22.320 --> 00:41:24.560]   to help you to do that in the week ahead.
[00:41:24.560 --> 00:41:28.260]   Get out your phones, take a photo of this slide right now.
[00:41:29.320 --> 00:41:31.720]   In general, would you describe yourself
[00:41:31.720 --> 00:41:33.200]   as hopeful person or not?
[00:41:33.200 --> 00:41:35.380]   Why or why not?
[00:41:35.380 --> 00:41:39.160]   Number two, where currently in your life have you lost hope?
[00:41:39.160 --> 00:41:42.000]   Why do you think this might be the case?
[00:41:42.000 --> 00:41:43.400]   Number three, biblical hope is rooted
[00:41:43.400 --> 00:41:44.500]   in both grace and glory.
[00:41:44.500 --> 00:41:46.160]   Which of these might be lacking more
[00:41:46.160 --> 00:41:48.520]   in your current understanding of hope?
[00:41:48.520 --> 00:41:49.700]   And then finally four,
[00:41:49.700 --> 00:41:51.860]   biblical hope is not only future focused,
[00:41:51.860 --> 00:41:54.100]   but a living hope that invites us to bear witness
[00:41:54.100 --> 00:41:55.920]   to God's kingdom in the here and now.
[00:41:55.920 --> 00:41:57.880]   So where do you sense the Holy Spirit
[00:41:57.880 --> 00:42:00.720]   is inviting you to do this in your life?
[00:42:00.720 --> 00:42:02.280]   And what might that look like?
[00:42:02.280 --> 00:42:06.960]   Paul writes this beautiful thing to the church in Rome
[00:42:06.960 --> 00:42:10.960]   when he's talking to them about hope and a living hope.
[00:42:10.960 --> 00:42:12.080]   He says these beautiful words.
[00:42:12.080 --> 00:42:14.400]   He says this, he says,
[00:42:14.400 --> 00:42:15.840]   and this is kind of like his prayer for the church.
[00:42:15.840 --> 00:42:19.320]   He's like, "May the hope of the Lord,
[00:42:19.320 --> 00:42:21.300]   "the Lord of all hope,
[00:42:21.300 --> 00:42:24.420]   "may he birth this joy and grace within you
[00:42:24.420 --> 00:42:26.220]   "as you trust in him,
[00:42:26.220 --> 00:42:28.900]   "so that you might overflow with hope
[00:42:28.900 --> 00:42:31.400]   "by the power of the Holy Spirit."
[00:42:31.400 --> 00:42:33.280]   And if there was ever a prayer on my heart
[00:42:33.280 --> 00:42:34.980]   for us as a church community
[00:42:34.980 --> 00:42:38.040]   at a time of hope crisis in the world,
[00:42:38.040 --> 00:42:42.680]   where despair seems to be so commonly spoken about,
[00:42:42.680 --> 00:42:47.160]   that we might actually be the ones who overflow with hope,
[00:42:47.160 --> 00:42:49.300]   because the power of the Holy Spirit.
[00:42:49.300 --> 00:42:51.120]   The hope isn't in us.
[00:42:51.120 --> 00:42:53.440]   The hope isn't in uncertainty.
[00:42:53.440 --> 00:42:56.120]   It's certainly not in some better positive thinking.
[00:42:56.120 --> 00:42:58.320]   It's certainly not in some change in circumstance.
[00:42:58.320 --> 00:43:02.900]   Our hope only is in the grace and the glory of Jesus Christ.
[00:43:02.900 --> 00:43:07.040]   I hope that's been hopeful for you.
[00:43:07.040 --> 00:43:08.240]   Can we pray?
[00:43:08.240 --> 00:43:09.080]   Let's pray.
[00:43:09.080 --> 00:43:13.400]   Father, I'm just so grateful for the people in this room
[00:43:13.400 --> 00:43:17.480]   who carry within them a living hope.
[00:43:17.480 --> 00:43:22.580]   And Lord, we recognize that the church is often quiet,
[00:43:24.640 --> 00:43:29.400]   that we do so often define hope just like society does.
[00:43:29.400 --> 00:43:30.880]   And because we define hope that way,
[00:43:30.880 --> 00:43:33.560]   we don't talk about it very much.
[00:43:33.560 --> 00:43:37.880]   Hope is an embarrassment rather than a badge of honor.
[00:43:37.880 --> 00:43:41.720]   Father, we come to you now in this moment,
[00:43:41.720 --> 00:43:45.320]   thankful that Paul and Peter and others
[00:43:45.320 --> 00:43:48.880]   can help us to reimagine and reconnect
[00:43:48.880 --> 00:43:53.120]   to what blessed hope, living hope looks like.
[00:43:53.120 --> 00:43:58.120]   A hope that's not focused on our strength,
[00:43:58.120 --> 00:44:01.640]   our goodness, having it all together.
[00:44:01.640 --> 00:44:06.580]   A hope that's untethered from the changes of circumstance
[00:44:06.580 --> 00:44:08.540]   as much as we may long for them.
[00:44:08.540 --> 00:44:13.320]   A hope that is found in the unchanging,
[00:44:13.320 --> 00:44:16.900]   loving and purposeful arms of the Father.
[00:44:16.900 --> 00:44:21.720]   Father, I pray for people in this room
[00:44:22.680 --> 00:44:25.120]   who maybe came in today and they've been weighed down
[00:44:25.120 --> 00:44:26.720]   by brokenness in their past.
[00:44:26.720 --> 00:44:32.000]   Maybe something's happened to them, no fault of their own,
[00:44:32.000 --> 00:44:33.600]   but something happened to them in their past
[00:44:33.600 --> 00:44:36.240]   and they're still carrying the trauma with that today.
[00:44:36.240 --> 00:44:38.320]   Or perhaps in their past,
[00:44:38.320 --> 00:44:39.920]   they went through some really difficult times
[00:44:39.920 --> 00:44:41.620]   because of some choices they made.
[00:44:41.620 --> 00:44:46.040]   Maybe some mistakes, things that they regret,
[00:44:46.040 --> 00:44:48.980]   perhaps even some sin that they wrestled with
[00:44:48.980 --> 00:44:50.640]   that led to some pretty poor choices
[00:44:50.640 --> 00:44:52.360]   and some harsh circumstances.
[00:44:53.360 --> 00:44:57.440]   Father, if anybody's come in today with a pain
[00:44:57.440 --> 00:44:59.560]   when it comes to their past,
[00:44:59.560 --> 00:45:02.000]   Lord, I thank you that you spoke to us of hope
[00:45:02.000 --> 00:45:03.800]   that's founded in grace today.
[00:45:03.800 --> 00:45:06.040]   And Lord, I wanna pray for anyone
[00:45:06.040 --> 00:45:08.760]   where that's a reality for them in this moment,
[00:45:08.760 --> 00:45:11.400]   that Lord, your spirit would minister them right now
[00:45:11.400 --> 00:45:12.920]   in a place of hope,
[00:45:12.920 --> 00:45:15.800]   that your grace would fall upon them again
[00:45:15.800 --> 00:45:17.800]   and that grace would remind them
[00:45:17.800 --> 00:45:19.880]   that they are forgiven from that brokenness,
[00:45:19.880 --> 00:45:21.720]   forgiven from the mistakes they made,
[00:45:21.720 --> 00:45:23.680]   forgiven from the sin of the past,
[00:45:23.680 --> 00:45:25.160]   forgiven and wiped clean
[00:45:25.160 --> 00:45:28.240]   that what was before a stain before you
[00:45:28.240 --> 00:45:29.760]   is now white as snow.
[00:45:29.760 --> 00:45:33.400]   Lord, those that are struggling from a trauma in the past
[00:45:33.400 --> 00:45:35.000]   that was not their fault,
[00:45:35.000 --> 00:45:37.400]   I pray that your grace would cover that multitude
[00:45:37.400 --> 00:45:38.360]   for them as well.
[00:45:38.360 --> 00:45:40.600]   I pray that your grace would reach into the depths
[00:45:40.600 --> 00:45:41.680]   of where they're at
[00:45:41.680 --> 00:45:46.520]   and begin that process of healing and renewal and life.
[00:45:46.520 --> 00:45:50.760]   Lord, anyone where they're broken by their past,
[00:45:50.760 --> 00:45:52.840]   Lord, we pray for the hope that is found
[00:45:52.840 --> 00:45:54.240]   in the grace of Christ.
[00:45:54.240 --> 00:45:56.480]   Lord, for those in this room
[00:45:56.480 --> 00:45:59.240]   that are really worried about the future,
[00:45:59.240 --> 00:46:03.040]   Lord, where they're anxious about what's ahead,
[00:46:03.040 --> 00:46:06.920]   maybe their health gives them a bad picture of what's ahead.
[00:46:06.920 --> 00:46:10.120]   Maybe the lack of a job and the pressures of finance
[00:46:10.120 --> 00:46:13.960]   gives them a stress and anxiety about what's ahead.
[00:46:13.960 --> 00:46:17.320]   Maybe they're looking for that full life relationship,
[00:46:17.320 --> 00:46:18.440]   that person they're gonna spend
[00:46:18.440 --> 00:46:19.480]   the rest of their life with
[00:46:19.480 --> 00:46:21.320]   and that person hasn't come along yet
[00:46:21.320 --> 00:46:23.240]   and they're wondering if it ever will.
[00:46:23.240 --> 00:46:26.040]   Father, for those in this room
[00:46:26.040 --> 00:46:28.160]   that are anxious about their future,
[00:46:28.160 --> 00:46:30.000]   Lord, I wanna pray for the hope
[00:46:30.000 --> 00:46:33.360]   that is founded in the glory of Christ Jesus.
[00:46:33.360 --> 00:46:36.440]   The hope that is found in the sure fact
[00:46:36.440 --> 00:46:38.800]   that Jesus is returning to this world again.
[00:46:38.800 --> 00:46:41.560]   And when he does, all brokenness is dealt with,
[00:46:41.560 --> 00:46:44.320]   sin is gone, death no more.
[00:46:44.320 --> 00:46:46.720]   That there is healing and restoration for all,
[00:46:46.720 --> 00:46:48.600]   that all things are made new.
[00:46:48.600 --> 00:46:52.400]   That when we live in the beauty of the glory
[00:46:52.400 --> 00:46:53.800]   of the return of Christ,
[00:46:53.800 --> 00:46:57.480]   it releases us from the anxieties of what we think is ahead
[00:46:57.480 --> 00:47:00.240]   'cause what ahead is good.
[00:47:00.240 --> 00:47:01.560]   So Lord, I pray for anyone
[00:47:01.560 --> 00:47:03.480]   who's struggling with their future,
[00:47:03.480 --> 00:47:06.960]   that the glory that is found in the living hope today
[00:47:06.960 --> 00:47:07.920]   would restore them.
[00:47:07.920 --> 00:47:10.720]   And Lord, for us in this moment,
[00:47:10.720 --> 00:47:14.080]   for us in the now that we're a part of,
[00:47:14.080 --> 00:47:16.840]   Father, would your Holy Spirit come?
[00:47:18.120 --> 00:47:23.120]   Would the God of hope bring joy and peace to this moment?
[00:47:23.120 --> 00:47:29.160]   And perhaps if you're receiving this word today
[00:47:29.160 --> 00:47:32.520]   as our eyes are closed, you just wanna open your hands.
[00:47:32.520 --> 00:47:35.640]   It's just a simple way of just symbolizing before the Lord
[00:47:35.640 --> 00:47:38.000]   that you wanna respond now
[00:47:38.000 --> 00:47:40.480]   to the ministry of the Spirit of God upon you.
[00:47:40.480 --> 00:47:43.960]   And I believe for some of you now in this moment,
[00:47:46.520 --> 00:47:49.320]   maybe it's been a while since you felt joy and peace.
[00:47:49.320 --> 00:47:54.520]   It's been a while since you felt true hope.
[00:47:54.520 --> 00:48:00.600]   I wanna pray that the God of hope
[00:48:00.600 --> 00:48:03.520]   would pour out joy and peace
[00:48:03.520 --> 00:48:06.760]   and cause you to overflow with hope
[00:48:06.760 --> 00:48:08.640]   through the power of the Holy Spirit.
[00:48:08.640 --> 00:48:10.280]   So Holy Spirit, would you come?
[00:48:10.280 --> 00:48:14.200]   And would you come and minister in this way right now?
[00:48:14.200 --> 00:48:17.880]   Lord, for those people whose hands are open before you here,
[00:48:17.880 --> 00:48:22.120]   would your Holy Spirit begin the joy and the peace
[00:48:22.120 --> 00:48:25.000]   and the renewed life that is found in the grace
[00:48:25.000 --> 00:48:26.640]   and the glory of Christ Jesus
[00:48:26.640 --> 00:48:30.200]   and the living hope that is made true now?
[00:48:30.200 --> 00:48:38.160]   I pray that you just receive the ministry of the Spirit.
[00:48:38.160 --> 00:48:41.400]   Our choir are gonna now respond and sing over us,
[00:48:41.400 --> 00:48:44.440]   but I wanna encourage you just to keep your eyes closed,
[00:48:44.440 --> 00:48:48.080]   resist the urge to film it on your camera,
[00:48:48.080 --> 00:48:52.240]   resist the urge to move from this moment.
[00:48:52.240 --> 00:48:55.640]   This is a very important moment for most of you right now.
[00:48:55.640 --> 00:49:00.280]   So as your eyes are closed, as your hands are open,
[00:49:00.280 --> 00:49:04.440]   allow the lyrics of this song and the ministry of the choir
[00:49:04.440 --> 00:49:09.960]   to facilitate what the Holy Spirit is doing in you.
[00:49:09.960 --> 00:49:12.560]   (gentle music)
[00:49:12.560 --> 00:49:16.400]   (singing in foreign language)
[00:49:16.400 --> 00:49:19.160]   ♪ It will be mine ♪
[00:49:19.160 --> 00:49:29.160]   [BLANK_AUDIO]

