
[00:00:00.000 --> 00:00:01.320]   Francesca, awesome.
[00:37:37.000 --> 00:37:39.880]   You see, Samuel could minister to Eli,
[00:37:39.880 --> 00:37:43.280]   could speak to him because the Holy Spirit was on him
[00:37:43.280 --> 00:37:46.600]   and he had a gift of, he has a prophetic gift,
[00:37:46.600 --> 00:37:49.920]   and he was operating in the gifts of the Spirit.
[00:37:49.920 --> 00:37:52.760]   So let's go back to, yes, thank you.
[00:37:52.760 --> 00:37:54.840]   Christ himself gave the apostles,
[00:37:54.840 --> 00:37:57.480]   the context was saying Christ has given the church
[00:37:57.480 --> 00:37:58.480]   a lot of gifts.
[00:37:58.480 --> 00:38:00.000]   And these are some of the gifts,
[00:38:00.000 --> 00:38:04.320]   apostles, prophets, evangelists, pastors and teachers,
[00:38:04.320 --> 00:38:06.040]   these are spiritual gifts.
[00:38:06.040 --> 00:38:09.360]   These are not just roles to be filled with a job,
[00:38:09.360 --> 00:38:12.640]   these are spiritual gifts and offices as well.
[00:38:12.640 --> 00:38:14.200]   And younger generation,
[00:38:14.200 --> 00:38:16.440]   although they may not be experienced,
[00:38:16.440 --> 00:38:18.880]   although they may not be as mature,
[00:38:18.880 --> 00:38:21.920]   but they could still operate in these kind of gifts.
[00:38:21.920 --> 00:38:24.480]   And this is how they could also come alongside
[00:38:24.480 --> 00:38:26.560]   the older generation and bless them.
[00:38:26.560 --> 00:38:30.560]   And so we see we have a lot here to bless each other, church.
[00:38:30.560 --> 00:38:33.680]   Whether you have more experience in your walk with God
[00:38:33.680 --> 00:38:37.520]   or God has given you spiritual gifts to bless his people,
[00:38:37.520 --> 00:38:39.560]   there's so many ways that we can walk together
[00:38:39.560 --> 00:38:41.560]   that we can bless one another.
[00:38:41.560 --> 00:38:47.480]   And that's why we, as generations,
[00:38:47.480 --> 00:38:50.520]   we're supposed to be walking, journeying,
[00:38:50.520 --> 00:38:52.880]   moving forward together.
[00:38:52.880 --> 00:38:54.800]   And that's the heart of this church.
[00:38:54.800 --> 00:38:56.440]   In the last two years,
[00:38:56.440 --> 00:39:00.160]   we've been building a community that's cross-cultural,
[00:39:00.160 --> 00:39:02.720]   that's cross ethnicity.
[00:39:02.720 --> 00:39:05.200]   We've been building a community like that.
[00:39:05.200 --> 00:39:08.080]   We have different ethnicity, languages,
[00:39:08.080 --> 00:39:09.760]   cultures represented here.
[00:39:09.760 --> 00:39:14.240]   But now you know the vision of the church this year.
[00:39:14.240 --> 00:39:17.920]   We want to see generations being here as well.
[00:39:17.920 --> 00:39:18.840]   But generations,
[00:39:18.840 --> 00:39:21.360]   I know I'm not just talking about the younger ones,
[00:39:21.360 --> 00:39:23.840]   of course, that's what's happening this afternoon.
[00:39:23.840 --> 00:39:25.360]   But I'm sure if anyone wants to bring
[00:39:25.360 --> 00:39:26.520]   a grandpa and grandma here,
[00:39:26.520 --> 00:39:28.040]   we would love that as well.
[00:39:28.040 --> 00:39:32.160]   Like we want all generations being represented in this body
[00:39:32.160 --> 00:39:35.000]   because that's what Jesus had made possible.
[00:39:35.000 --> 00:39:36.520]   This is what he died for,
[00:39:36.520 --> 00:39:38.280]   for a church that's like this,
[00:39:38.280 --> 00:39:41.680]   cross-cultural, ethnicity and language,
[00:39:41.680 --> 00:39:43.880]   and also multi-generational.
[00:39:43.880 --> 00:39:45.640]   This is the kind of church
[00:39:45.640 --> 00:39:48.240]   that God has called the Vineyard Long to be.
[00:39:48.240 --> 00:39:51.960]   And this is how we're gonna relate to one another.
[00:39:52.800 --> 00:39:57.240]   We're going to serve each other with our experience,
[00:39:57.240 --> 00:40:00.120]   our walk with God, with what God has taught us.
[00:40:00.120 --> 00:40:01.680]   We're also gonna serve each other
[00:40:01.680 --> 00:40:03.600]   with the gifts that God has given us.
[00:40:03.600 --> 00:40:05.680]   Can I get an amen for that?
[00:40:05.680 --> 00:40:07.080]   Okay, since you said amen,
[00:40:07.080 --> 00:40:08.760]   I'm gonna ask you to do something.
[00:40:08.760 --> 00:40:11.480]   The worship team is gonna come back up,
[00:40:11.480 --> 00:40:13.920]   and they're gonna play some music in the background.
[00:40:13.920 --> 00:40:17.200]   As a response to the word today,
[00:40:17.200 --> 00:40:20.560]   not to me, but to what you have heard from God,
[00:40:20.560 --> 00:40:24.640]   I invite you to look around this room,
[00:40:24.640 --> 00:40:29.480]   find someone you would think he or she
[00:40:29.480 --> 00:40:31.240]   is from a different generation.
[00:40:31.240 --> 00:40:33.760]   I'll leave that to you.
[00:40:33.760 --> 00:40:37.200]   Yeah, I'm not good at that.
[00:40:37.200 --> 00:40:41.200]   You all look 18 to me here, or 20, all right.
[00:40:41.200 --> 00:40:43.800]   I don't know, but I'll let you do it.
[00:40:43.800 --> 00:40:46.640]   Find someone you know there from a different generation.
[00:40:46.640 --> 00:40:48.720]   Just pray for one another, bless each other.
[00:40:48.720 --> 00:40:51.920]   And if you could, stay for the last bring your own lunch
[00:40:51.920 --> 00:40:54.240]   and share stories, that would be awesome.
[00:40:54.240 --> 00:40:55.920]   Shall we just find someone and pray for each other
[00:40:55.920 --> 00:40:56.960]   as we close right now?
[00:40:56.960 --> 00:40:58.440]   Let's do that.
[00:40:58.440 --> 00:40:59.280]   I love you all.
[00:40:59.280 --> 00:41:03.360]   Let me, yeah, Father, we're called
[00:41:03.360 --> 00:41:05.680]   to be this multi-generational, multi-ethnic,
[00:41:05.680 --> 00:41:08.480]   multi-cultural church, and Father, we love that.
[00:41:08.480 --> 00:41:09.480]   We love you.
[00:41:09.480 --> 00:41:12.040]   Bless the time, bless the relationships here,
[00:41:12.040 --> 00:41:13.920]   bless the connections in Jesus' name.
[00:41:13.920 --> 00:41:14.960]   Go ahead, church.
[00:41:14.960 --> 00:41:24.960]   [BLANK_AUDIO]

