
[00:00:00.000 --> 00:00:01.000]   and meeting you.
[00:34:55.000 --> 00:34:57.000]   or maybe it's a miscarriage
[00:34:57.000 --> 00:35:01.000]   or a journey through infertility,
[00:35:01.000 --> 00:35:03.000]   something like that.
[00:35:03.000 --> 00:35:07.000]   And you feel the grief of today.
[00:35:07.000 --> 00:35:10.000]   And so there's that side, you know.
[00:35:10.000 --> 00:35:13.000]   And others who are just walking in a grief
[00:35:13.000 --> 00:35:15.000]   that they've been holding,
[00:35:15.000 --> 00:35:17.000]   that they feel like nobody understands
[00:35:17.000 --> 00:35:20.000]   and that it's a silly thing to grieve for,
[00:35:20.000 --> 00:35:24.000]   and that, yeah, I just have to store up my tears
[00:35:24.000 --> 00:35:28.000]   and hide it from everybody.
[00:35:29.000 --> 00:35:33.000]   The word of the Scripture says this,
[00:35:33.000 --> 00:35:36.000]   "Praise to you God, the Father of our Lord Jesus Christ,
[00:35:36.000 --> 00:35:38.000]   "the Father of compassion and the God of all comfort,
[00:35:38.000 --> 00:35:41.000]   "who comforts us all in our troubles,
[00:35:41.000 --> 00:35:44.000]   "so that we can comfort those who are in any trouble
[00:35:44.000 --> 00:35:48.000]   "with the comfort ourselves have received from God."
[00:35:48.000 --> 00:35:52.000]   And one of the blessings of having a bigger church,
[00:35:52.000 --> 00:35:54.000]   at least in terms of numbers like this,
[00:35:54.000 --> 00:35:57.000]   is that there are people, I believe,
[00:35:57.000 --> 00:36:00.000]   who have walked through the path that you are currently going down.
[00:36:00.000 --> 00:36:04.000]   And there's a community here that are encouraged to comfort
[00:36:04.000 --> 00:36:08.000]   with the comfort that you've received from Jesus as well.
[00:36:08.000 --> 00:36:12.000]   And so my prayer is that the Word for you is that
[00:36:12.000 --> 00:36:15.000]   find those people who have walked through
[00:36:15.000 --> 00:36:18.000]   and find that space where you can share the grief that you're holding
[00:36:18.000 --> 00:36:20.000]   so that you don't have to--
[00:36:20.000 --> 00:36:22.000]   you know that you're not in this alone.
[00:36:22.000 --> 00:36:24.000]   God is there to comfort you.
[00:36:24.000 --> 00:36:28.000]   But I believe that there's a family,
[00:36:28.000 --> 00:36:32.000]   the body of Christ who wants to put their arms around you
[00:36:32.000 --> 00:36:35.000]   and walk with you in this journey as well.
[00:36:35.000 --> 00:36:44.000]   I feel like the Lord's saying there are maybe many people here
[00:36:44.000 --> 00:36:48.000]   struggling with a lack of identity.
[00:36:48.000 --> 00:36:50.000]   You don't know who you are.
[00:36:50.000 --> 00:36:52.000]   You're trying to figure that out.
[00:36:52.000 --> 00:36:54.000]   And because you don't know who you are,
[00:36:54.000 --> 00:36:57.000]   you don't know what you're supposed to do in this world, in this life.
[00:36:57.000 --> 00:37:00.000]   Lack of identity and lack of purpose.
[00:37:00.000 --> 00:37:05.000]   And this is an invitation to you to come to Him.
[00:37:05.000 --> 00:37:08.000]   The Father would say to you today, "Come to Me.
[00:37:08.000 --> 00:37:13.000]   I am the one that put you together in your mother's womb.
[00:37:13.000 --> 00:37:18.000]   I am the one that wrote down every day of your life
[00:37:18.000 --> 00:37:22.000]   before one of them came to pass in My books in heaven.
[00:37:22.000 --> 00:37:26.000]   If you want to know who you are and what you are to do,
[00:37:26.000 --> 00:37:29.000]   you will find the answers in Me."
[00:37:44.000 --> 00:37:49.000]   I have the sense that there's someone here, a wife perhaps,
[00:37:49.000 --> 00:37:54.000]   and you're thinking of leaving your husband.
[00:37:54.000 --> 00:38:00.000]   And I feel the Lord say there is hope in him.
[00:38:00.000 --> 00:38:05.000]   He wants to restore your marriage, your family,
[00:38:05.000 --> 00:38:09.000]   to go to God, seek his hope,
[00:38:09.000 --> 00:38:12.000]   and also, as Alison shared, speak with others around you.
[00:38:12.000 --> 00:38:16.000]   Let others in. Let God in. Let others in.
[00:38:16.000 --> 00:38:20.000]   Let God fight for your family and your marriage.
[00:38:20.000 --> 00:38:36.000]   This is a wisdom of the Holy Spirit by a congregant sharing this morning.
[00:38:36.000 --> 00:38:41.000]   It's about, yes, you have been chasing a lot of goods.
[00:38:41.000 --> 00:38:45.000]   Yeah, a lot of good things, good suggestions, good ideas,
[00:38:45.000 --> 00:38:47.000]   and you kept on fighting for this.
[00:38:47.000 --> 00:38:51.000]   But what about the right thing I've been calling you to do?
[00:38:51.000 --> 00:38:55.000]   Something that you have to give up your time, give up your efforts,
[00:38:55.000 --> 00:38:59.000]   even though that may not seem good for everybody,
[00:38:59.000 --> 00:39:01.000]   but that's the right thing.
[00:39:01.000 --> 00:39:03.000]   That's the one that I require you to do.
[00:39:03.000 --> 00:39:05.000]   And would you follow me?
[00:39:05.000 --> 00:39:09.000]   Would you put down the good stuff you think
[00:39:09.000 --> 00:39:11.000]   and be ready for that?
[00:39:11.000 --> 00:39:15.000]   I have two things.
[00:39:15.000 --> 00:39:19.000]   One, somebody here in their left ear, they have a ringing,
[00:39:19.000 --> 00:39:22.000]   which is causing them not to be able to sleep properly.
[00:39:22.000 --> 00:39:27.000]   And the other thing I saw was a spotlight shining on somebody,
[00:39:27.000 --> 00:39:30.000]   and the spotlight suddenly goes off.
[00:39:30.000 --> 00:39:32.000]   Somebody here, maybe a number of you,
[00:39:32.000 --> 00:39:36.000]   you've been in the spotlight, you've enjoyed it.
[00:39:36.000 --> 00:39:38.000]   There's been a season where the light's been shining on you,
[00:39:38.000 --> 00:39:42.000]   and it's gone dark, and you're wondering why it's gone dark,
[00:39:42.000 --> 00:39:48.000]   and you're feeling alone, you're missing the spotlight,
[00:39:48.000 --> 00:39:51.000]   you're missing what it brought to you.
[00:39:51.000 --> 00:39:53.000]   And the Lord has a word of encouragement to you
[00:39:53.000 --> 00:39:55.000]   that it's not going to be dark forever.
[00:39:55.000 --> 00:39:59.000]   He's just changing the light bulb on the spotlight,
[00:39:59.000 --> 00:40:02.000]   and a different color is about to shine on you.
[00:40:02.000 --> 00:40:04.000]   It's a new season He's moving into,
[00:40:04.000 --> 00:40:07.000]   He's stopped the previous season,
[00:40:07.000 --> 00:40:10.000]   and there's a time of waiting whilst He's changing,
[00:40:10.000 --> 00:40:12.000]   and He's about to move you into a new season
[00:40:12.000 --> 00:40:15.000]   with a new light shining on you.
[00:40:15.000 --> 00:40:20.000]   So when the Holy Spirit gives words, it's not to show off.
[00:40:20.000 --> 00:40:24.000]   When the Holy Spirit gives words, it's because He longs to act.
[00:40:24.000 --> 00:40:26.000]   This is what we see at the beginning of Genesis.
[00:40:26.000 --> 00:40:28.000]   He creates literally by His words.
[00:40:28.000 --> 00:40:30.000]   He speaks because He wants to act.
[00:40:30.000 --> 00:40:34.000]   And so if any of those words has connected with any of you in this room,
[00:40:34.000 --> 00:40:37.000]   it's because He wants to act on you right now.
[00:40:37.000 --> 00:40:39.000]   He wants to bring that transformation, that new life,
[00:40:39.000 --> 00:40:42.000]   He wants to take disorder into order, and we want to pray for you.
[00:40:42.000 --> 00:40:43.000]   So here's what we're going to do.
[00:40:43.000 --> 00:40:46.000]   We're going to ask you, Upper House, Lower House, Overflow,
[00:40:46.000 --> 00:40:49.000]   we're going to ask you to be brave if any of those words,
[00:40:49.000 --> 00:40:53.000]   and we're not going to go at them individually so that there's a bit of anonymity,
[00:40:53.000 --> 00:40:55.000]   but if any of those words spoke to you,
[00:40:55.000 --> 00:40:58.000]   we want you to be brave to put your hand in the air right now.
[00:40:58.000 --> 00:41:01.000]   Okay? Just put your hand up in the air nice and high.
[00:41:01.000 --> 00:41:05.000]   If it's any of those words, Upper House as well, Lower House here,
[00:41:05.000 --> 00:41:08.000]   Overflow as well, put your hand up in the air nice and high.
[00:41:08.000 --> 00:41:11.000]   Okay? That's a lot of people with their hands in the air.
[00:41:11.000 --> 00:41:13.000]   Anyone else? All right.
[00:41:13.000 --> 00:41:15.000]   Okay, so here's what we're going to do now.
[00:41:15.000 --> 00:41:18.000]   So keep your hand in the air if one of those words spoke to you.
[00:41:18.000 --> 00:41:21.000]   If your hand's not in the air, you're part of our prayer team right now,
[00:41:21.000 --> 00:41:24.000]   and you're going to have a chance to pray for the people around you
[00:41:24.000 --> 00:41:25.000]   with their hands in the air.
[00:41:25.000 --> 00:41:27.000]   Upper House, Lower House, Overflow.
[00:41:27.000 --> 00:41:28.000]   So keep your hands high.
[00:41:28.000 --> 00:41:29.000]   Come on, don't be shy.
[00:41:29.000 --> 00:41:33.000]   If those words spoke to you and you want prayer today, keep the hand up.
[00:41:33.000 --> 00:41:36.000]   Everybody else, why don't you begin to look around right now
[00:41:36.000 --> 00:41:40.000]   and begin to see if you see somebody with their hand raised near you.
[00:41:40.000 --> 00:41:43.000]   If their hand is raised near you, that means they would love prayer.
[00:41:43.000 --> 00:41:46.000]   You can either introduce yourself and ask how to pray for them,
[00:41:46.000 --> 00:41:48.000]   or you can just start to pray for them.
[00:41:48.000 --> 00:41:52.000]   Just be respectful, maybe a hand on their shoulder, nothing more than that.
[00:41:52.000 --> 00:41:55.000]   But let's begin to pray for one another. Amen?
[00:41:55.000 --> 00:41:57.000]   Because when God speaks, it's because He wants to ask.
[00:41:57.000 --> 00:41:59.000]   So keep your hands up in the air.
[00:41:59.000 --> 00:42:01.000]   Everybody else, turn around.
[00:42:01.000 --> 00:42:04.000]   Keep praying.
[00:42:04.000 --> 00:42:07.000]   Lots of people still being prayed for.
[00:42:07.000 --> 00:42:10.000]   If you're not praying for someone or receiving prayer,
[00:42:10.000 --> 00:42:11.000]   open your hands.
[00:42:11.000 --> 00:42:12.000]   I want to just pray over you.
[00:42:12.000 --> 00:42:16.000]   Father, thank you for each person here in this room.
[00:42:16.000 --> 00:42:20.000]   Lord, I want to pray that you would open Scripture to them like never before.
[00:42:20.000 --> 00:42:24.000]   The Spirit of teaching would fall upon them.
[00:42:24.000 --> 00:42:28.000]   Lord, I pray this week that the Word of God would be more alive
[00:42:28.000 --> 00:42:31.000]   than it has been at any time in their Christian life.
[00:42:31.000 --> 00:42:36.000]   And Lord, I want to pray for revelation for those to hear your voice,
[00:42:36.000 --> 00:42:44.000]   to hear you fresh, to have the deep thoughts of yours revealed by the Spirit,
[00:42:44.000 --> 00:42:48.000]   spiritual realities by Spirit-taught words, Lord.
[00:42:48.000 --> 00:42:51.000]   And we pray for this in your name.
[00:42:51.000 --> 00:42:54.000]   Please continue to pray for people if you are.
[00:42:54.000 --> 00:42:57.000]   If you need to leave, please do so quietly.
[00:42:57.000 --> 00:43:00.000]   But feel free to stay, receive more prayer.
[00:43:00.000 --> 00:43:04.000]   We have a prayer team, as always, here at the Vine that's happy to pray for you as well.
[00:43:04.000 --> 00:43:06.000]   But we'll make our time to pray for you.
[00:43:06.000 --> 00:43:08.000]   Please do leave quietly if you need to leave.
[00:43:08.000 --> 00:43:11.000]   Otherwise, continue to pray for the people around you
[00:43:11.000 --> 00:43:13.000]   and allow the Spirit to continue to minister.
[00:43:13.000 --> 00:43:14.000]   Thanks, everyone.
[00:43:14.000 --> 00:43:17.000]   [MUSIC PLAYING]
[00:43:17.000 --> 00:43:20.000]   [MUSIC ENDS]
[00:43:20.000 --> 00:43:30.000]   [BLANK_AUDIO]

