
[00:00:00.000 --> 00:00:02.760]   And good morning, everyone.
[00:39:41.120 --> 00:39:44.040]   (soft piano music)
[00:39:44.040 --> 00:39:46.960]   (soft piano music)
[00:39:46.960 --> 00:39:49.880]   (soft piano music)
[00:39:49.880 --> 00:39:52.800]   (soft piano music)
[00:39:52.800 --> 00:39:55.720]   (soft piano music)
[00:39:55.720 --> 00:39:58.640]   (soft piano music)
[00:39:58.640 --> 00:40:01.560]   (soft piano music)
[00:40:01.560 --> 00:40:04.480]   (soft piano music)
[00:40:04.480 --> 00:40:07.400]   (soft piano music)
[00:40:07.400 --> 00:40:10.320]   (soft piano music)
[00:40:10.320 --> 00:40:33.960]   - John 8, 12.
[00:40:36.600 --> 00:40:40.080]   When Jesus spoke again to the people,
[00:40:40.080 --> 00:40:44.320]   he said, "I'm the light of the world.
[00:40:44.320 --> 00:40:49.320]   "Whoever follows me will never walk in the darkness,
[00:40:49.320 --> 00:40:53.880]   "but will have the light of life."
[00:40:53.880 --> 00:41:02.440]   - Dear Heavenly Father,
[00:41:04.560 --> 00:41:06.680]   we stand before you today,
[00:41:06.680 --> 00:41:09.440]   praying to you in seeking your help
[00:41:09.440 --> 00:41:12.720]   as our city is experiencing immense sadness
[00:41:12.720 --> 00:41:14.560]   and loss over the tragic fire
[00:41:14.560 --> 00:41:18.120]   that took place this past week.
[00:41:18.120 --> 00:41:20.840]   Dear God, as we all look up to you,
[00:41:20.840 --> 00:41:25.740]   we know you're a God who can make the impossible possible.
[00:41:25.740 --> 00:41:28.280]   We pray for your healing
[00:41:28.280 --> 00:41:33.280]   and helping to lift the heavy burden of pain and suffering
[00:41:33.920 --> 00:41:35.600]   so many people are going through.
[00:41:35.600 --> 00:41:40.880]   The pain and anguish felt by so many,
[00:41:40.880 --> 00:41:43.440]   in many ways, has traumatized
[00:41:43.440 --> 00:41:46.800]   by what we've seen and experienced this past week.
[00:41:46.800 --> 00:41:49.960]   We want to pray for those whose lives
[00:41:49.960 --> 00:41:51.800]   were suddenly snatched away,
[00:41:51.800 --> 00:41:54.040]   innocently, and are now with you.
[00:41:54.040 --> 00:41:58.900]   We pray to you, that God, that they may find,
[00:41:58.900 --> 00:42:02.960]   may rest and find peace and comfort in your presence.
[00:42:03.800 --> 00:42:07.080]   We pray for your healing through those,
[00:42:07.080 --> 00:42:10.880]   through your words and through your spirit and words,
[00:42:10.880 --> 00:42:14.380]   to those families and friends who were left behind.
[00:42:14.380 --> 00:42:17.600]   We pray that you will shower them with your blessings.
[00:42:17.600 --> 00:42:21.960]   Let your spirit be a blanket that will cover
[00:42:21.960 --> 00:42:26.960]   and protect the families that go through their grief.
[00:42:26.960 --> 00:42:28.380]   Let your blessings,
[00:42:28.380 --> 00:42:33.560]   let your blessings cover them.
[00:42:34.560 --> 00:42:36.040]   (breathing heavily)
[00:42:36.040 --> 00:42:38.880]   As they go through this darkness, dark period,
[00:42:38.880 --> 00:42:41.320]   we pray in the name of the Father, amen.
[00:42:41.320 --> 00:42:43.080]   Amen.
[00:42:43.080 --> 00:42:43.920]   Thank you.

