
[00:00:00.000 --> 00:00:04.000]  大家好 可能大家有幾個問題
[00:34:58.000 --> 00:35:03.000]  或者我們再試想一下其中一個意義
[00:35:03.000 --> 00:35:06.000]  好,最後我們一個簡單的禱告
[00:35:06.000 --> 00:35:12.000]  慈悲長恆的父上帝
[00:35:12.000 --> 00:35:15.000]  為了創造世界和生命
[00:35:15.000 --> 00:35:17.000]  為了道成肉身
[00:35:17.000 --> 00:35:19.000]  我們感謝讚美你
[00:35:19.000 --> 00:35:22.000]  求你繼續賜給我們以智慧
[00:35:22.000 --> 00:35:25.000]  從節日的歡慶之中
[00:35:25.000 --> 00:35:27.000]  學會了感恩
[00:35:27.000 --> 00:35:30.000]  從耶穌基督的虛己
[00:35:30.000 --> 00:35:32.000]  犧牲之中
[00:35:32.000 --> 00:35:35.000]  體會了謙卑與慈愛
[00:35:35.000 --> 00:35:39.000]  從真理的思考和實踐之中
[00:35:39.000 --> 00:35:43.000]  認識到哪一位才是真神
[00:35:43.000 --> 00:35:47.000]  明白到什麼才是真正的神

