
[00:00:00.000 --> 00:00:10.000]  今天和大家去看一篇詩篇 今晚沒有powerpoint
[00:44:07.000 --> 00:44:09.000]  我聽不到
[00:44:09.000 --> 00:44:12.000]  他也寫不了
[00:44:12.000 --> 00:44:19.000]  他只用手指戳那個機
[00:44:19.000 --> 00:44:23.000]  打一些字出來給我看
[00:44:23.000 --> 00:44:25.000]  當時我很難過
[00:44:25.000 --> 00:44:27.000]  我真的很難過
[00:44:27.000 --> 00:44:29.000]  他想著退休
[00:44:29.000 --> 00:44:31.000]  可以全時間去侍奉神
[00:44:31.000 --> 00:44:33.000]  無緣忽見到處去
[00:44:33.000 --> 00:44:35.000]  但退休的時候
[00:44:35.000 --> 00:44:37.000]  突然就有這個病
[00:44:37.000 --> 00:44:39.000]  這個病令他連回教會都回不了
[00:44:39.000 --> 00:44:41.000]  他坐輪椅
[00:44:41.000 --> 00:44:43.000]  去不了香港
[00:44:43.000 --> 00:44:45.000]  就在樓下一個最近的教會
[00:44:45.000 --> 00:44:47.000]  推他過去
[00:44:47.000 --> 00:44:48.000]  說不了話
[00:44:48.000 --> 00:44:49.000]  打不了招呼
[00:44:49.000 --> 00:44:51.000]  甚至眼球轉動都困難
[00:44:51.000 --> 00:44:53.000]  當時我很難過
[00:44:53.000 --> 00:44:55.000]  我看到他的樣子
[00:44:55.000 --> 00:44:57.000]  我真的很難過
[00:44:57.000 --> 00:45:01.000]  但他跟我說
[00:45:01.000 --> 00:45:03.000]  他說
[00:45:03.000 --> 00:45:07.000]  你不要難過
[00:45:07.000 --> 00:45:11.000]  他說我心裡很清朗
[00:45:11.000 --> 00:45:13.000]  其實他的思想是很清晰的
[00:45:13.000 --> 00:45:15.000]  只是說不了
[00:45:15.000 --> 00:45:25.000]  我等著和上帝相處的日子
[00:45:25.000 --> 00:45:33.000]  他現在已經和上帝正在相處
[00:45:33.000 --> 00:45:35.000]  他不是很清楚
[00:45:35.000 --> 00:45:37.000]  不過我看到他一直笑
[00:45:37.000 --> 00:45:39.000]  有笑容
[00:45:39.000 --> 00:45:41.000]  那一刻我就感覺到
[00:45:41.000 --> 00:45:43.000]  原來人的生命
[00:45:43.000 --> 00:45:45.000]  身體的生命
[00:45:45.000 --> 00:45:47.000]  你真的沒有辦法解釋
[00:45:47.000 --> 00:45:49.000]  在旁邊的人看
[00:45:49.000 --> 00:45:51.000]  是很難過
[00:45:51.000 --> 00:45:53.000]  當時我和我太太去
[00:45:53.000 --> 00:45:55.000]  是很難過
[00:45:55.000 --> 00:45:57.000]  但後來我再想想
[00:45:57.000 --> 00:45:59.000]  在他自己來看
[00:45:59.000 --> 00:46:01.000]  未必這麼難過
[00:46:01.000 --> 00:46:03.000]  雖然他做不了這些事
[00:46:03.000 --> 00:46:05.000]  為什麼呢
[00:46:05.000 --> 00:46:07.000]  因為
[00:46:07.000 --> 00:46:09.000]  他說一句
[00:46:09.000 --> 00:46:13.000]  我此生無悔
[00:46:13.000 --> 00:46:15.000]  他說我這一生沒有後悔
[00:46:15.000 --> 00:46:17.000]  沒有遺憾
[00:46:17.000 --> 00:46:19.000]  也都不後悔
[00:46:19.000 --> 00:46:21.000]  他說我此生無悔
[00:46:21.000 --> 00:46:23.000]  所以我就發現
[00:46:23.000 --> 00:46:25.000]  他很滿足
[00:46:25.000 --> 00:46:27.000]  他說他很滿足
[00:46:27.000 --> 00:46:29.000]  因為他雖然
[00:46:29.000 --> 00:46:31.000]  在別人來看
[00:46:31.000 --> 00:46:33.000]  他是一個廢柴
[00:46:33.000 --> 00:46:35.000]  要做的事做不了
[00:46:35.000 --> 00:46:37.000]  但他要做的事已經做了
[00:46:37.000 --> 00:46:39.000]  上帝已經接納了
[00:46:39.000 --> 00:46:43.000]  我就因為他這個緣故
[00:46:43.000 --> 00:46:45.000]  我就將這個詩篇
[00:46:45.000 --> 00:46:47.000]  送了給他
[00:46:47.000 --> 00:46:49.000]  我說
[00:46:49.000 --> 00:46:51.000]  我的肉體
[00:46:51.000 --> 00:46:53.000]  和我心腸衰殘
[00:46:53.000 --> 00:46:55.000]  但上帝
[00:46:55.000 --> 00:46:57.000]  是我心中的力量
[00:46:57.000 --> 00:46:59.000]  也是我福分直到永遠
[00:46:59.000 --> 00:47:01.000]  他點頭
[00:47:01.000 --> 00:47:03.000]  因為我說了他心裏的事
[00:47:05.000 --> 00:47:07.000]  很多時候
[00:47:07.000 --> 00:47:11.000]  這個詩人
[00:47:11.000 --> 00:47:13.000]  他最初
[00:47:13.000 --> 00:47:15.000]  不平
[00:47:15.000 --> 00:47:17.000]  不平未必是惡人在外面
[00:47:17.000 --> 00:47:19.000]  不平就是
[00:47:19.000 --> 00:47:21.000]  上帝你為什麼這樣對我
[00:47:21.000 --> 00:47:23.000]  好像你沒有好好祝福我
[00:47:23.000 --> 00:47:25.000]  你沒有來對付我
[00:47:25.000 --> 00:47:27.000]  於是就化成一個惡人
[00:47:27.000 --> 00:47:29.000]  來責備上帝
[00:47:29.000 --> 00:47:31.000]  你看那些人這樣
[00:47:31.000 --> 00:47:33.000]  那些人這樣
[00:47:33.000 --> 00:47:35.000]  為什麼我不是這樣
[00:47:35.000 --> 00:47:37.000]  為什麼你這樣對我
[00:47:37.000 --> 00:47:39.000]  然後他開始再看
[00:47:39.000 --> 00:47:41.000]  不是
[00:47:41.000 --> 00:47:43.000]  上帝其實不是這樣
[00:47:43.000 --> 00:47:45.000]  他明白上帝的愛
[00:47:45.000 --> 00:47:47.000]  上帝的同在
[00:47:47.000 --> 00:47:49.000]  其實我們人做的事是很少
[00:47:49.000 --> 00:47:51.000]  我們其實在這個世界
[00:47:51.000 --> 00:47:53.000]  很快會過去
[00:47:53.000 --> 00:47:55.000]  你不要覺得我很消極
[00:47:55.000 --> 00:47:57.000]  不是這個意思
[00:47:57.000 --> 00:47:59.000]  我們珍惜到
[00:47:59.000 --> 00:48:01.000]  有一個時刻
[00:48:01.000 --> 00:48:03.000]  上帝什麼時候不讓我做事
[00:48:03.000 --> 00:48:05.000]  我可以寫這四個字
[00:48:05.000 --> 00:48:07.000]  此生無悔
[00:48:07.000 --> 00:48:11.000]  你不知道你什麼時候寫這四個字
[00:48:11.000 --> 00:48:13.000]  你還想著
[00:48:13.000 --> 00:48:15.000]  還有幾十年
[00:48:15.000 --> 00:48:17.000]  可能神定了收回你的日子
[00:48:17.000 --> 00:48:19.000]  神如果現在收回你的日子
[00:48:19.000 --> 00:48:21.000]  你都可以寫
[00:48:21.000 --> 00:48:23.000]  我過去所活的
[00:48:23.000 --> 00:48:25.000]  這十幾年
[00:48:25.000 --> 00:48:27.000]  此生無悔
[00:48:29.000 --> 00:48:31.000]  這個就是最寶貴
[00:48:31.000 --> 00:48:33.000]  不在乎多少
[00:48:33.000 --> 00:48:35.000]  人的生命
[00:48:35.000 --> 00:48:37.000]  你猜不到
[00:48:37.000 --> 00:48:39.000]  但是活到每一刻
[00:48:39.000 --> 00:48:41.000]  我都可以說
[00:48:41.000 --> 00:48:43.000]  此生無悔
[00:48:43.000 --> 00:48:45.000]  27節
[00:48:45.000 --> 00:48:47.000]  到28節
[00:48:47.000 --> 00:48:49.000]  因為他回應前面
[00:48:49.000 --> 00:48:51.000]  我們讀完27、28節就結束了
[00:48:51.000 --> 00:48:53.000]  看那遠離你的
[00:48:53.000 --> 00:48:55.000]  必要死亡
[00:48:55.000 --> 00:48:57.000]  奮離棄你行淫的
[00:48:57.000 --> 00:48:59.000]  你都滅絕了
[00:48:59.000 --> 00:49:01.000]  但我親近上帝
[00:49:01.000 --> 00:49:03.000]  是於我有益
[00:49:03.000 --> 00:49:05.000]  我以主耶和華為我的避難所
[00:49:05.000 --> 00:49:07.000]  好叫我述說你一切的作為
[00:49:07.000 --> 00:49:11.000]  最後他回應前面
[00:49:11.000 --> 00:49:13.000]  在神的裏面
[00:49:13.000 --> 00:49:15.000]  就有生命
[00:49:15.000 --> 00:49:17.000]  離開神的
[00:49:17.000 --> 00:49:19.000]  就什麼都沒有
[00:49:19.000 --> 00:49:21.000]  親近上帝的
[00:49:21.000 --> 00:49:23.000]  於我有益
[00:49:23.000 --> 00:49:25.000]  所以任何時間
[00:49:25.000 --> 00:49:27.000]  仍然在主的裏面
[00:49:27.000 --> 00:49:29.000]  不要給自己的憤怒
[00:49:29.000 --> 00:49:31.000]  不要給自己的不平
[00:49:31.000 --> 00:49:33.000]  難了和上帝
[00:49:33.000 --> 00:49:35.000]  因為上帝所看的永恆
[00:49:35.000 --> 00:49:37.000]  而不是看這一刻
[00:49:37.000 --> 00:49:39.000]  我們活到這一刻
[00:49:39.000 --> 00:49:41.000]  但是我們要向永恆
[00:49:41.000 --> 00:49:43.000]  交仗
[00:49:43.000 --> 00:49:45.000]  願主親熱祝福我們
[00:49:45.000 --> 00:49:47.000]  我們同氣立同心祈禱
[00:49:47.000 --> 00:49:49.000]  親愛的主我們感謝你
[00:49:49.000 --> 00:49:51.000]  靠你祝福我們
[00:49:51.000 --> 00:49:53.000]  讓我們看到在我們的生命當中
[00:49:53.000 --> 00:49:55.000]  直到這一刻為止
[00:49:55.000 --> 00:49:57.000]  主我們在主的裏面
[00:49:57.000 --> 00:49:59.000]  你明白我們所經歷
[00:49:59.000 --> 00:50:01.000]  你知道我們生命所有
[00:50:01.000 --> 00:50:03.000]  求主祝福我們
[00:50:03.000 --> 00:50:05.000]  如詩人所說
[00:50:05.000 --> 00:50:07.000]  在天上在地上
[00:50:07.000 --> 00:50:09.000]  我們都無所愛無
[00:50:09.000 --> 00:50:11.000]  只有主
[00:50:11.000 --> 00:50:13.000]  而生命裏面只有你
[00:50:13.000 --> 00:50:15.000]  我們願意活到此生無悔
[00:50:15.000 --> 00:50:17.000]  求主幫助我們
[00:50:17.000 --> 00:50:19.000]  祈禱奉正名求
[00:50:19.000 --> 00:50:21.000]  多謝
[00:50:21.000 --> 00:50:23.000]  感謝
[00:50:23.000 --> 00:50:25.000]  感謝
[00:50:25.000 --> 00:50:27.000]  感謝
[00:50:27.000 --> 00:50:29.000]  感謝
[00:50:29.000 --> 00:50:31.000]  感謝
[00:50:31.000 --> 00:50:33.000]  感謝
[00:50:33.000 --> 00:50:35.000]  感謝
[00:50:35.000 --> 00:50:37.000]  感謝
[00:50:37.000 --> 00:50:39.000]  感謝
[00:50:39.000 --> 00:50:41.000]  感謝
[00:50:41.000 --> 00:50:43.000]  感謝

