
[00:00:00.000 --> 00:00:06.560]  剛才Jean老師解釋了Marketplace Alumni Club MAC
[00:36:05.000 --> 00:36:07.000]  有上帝也不夠
[00:36:07.000 --> 00:36:09.000]  如果
[00:36:09.000 --> 00:36:11.000]  我說的話你不用聽
[00:36:11.000 --> 00:36:13.000]  如果聖經這樣說
[00:36:13.000 --> 00:36:15.000]  你聽不聽
[00:36:15.000 --> 00:36:17.000]  如果聖經這樣說
[00:36:17.000 --> 00:36:19.000]  如果是上帝和摩西說
[00:36:19.000 --> 00:36:21.000]  你叻極
[00:36:21.000 --> 00:36:23.000]  你叻盡
[00:36:23.000 --> 00:36:25.000]  都是我
[00:36:25.000 --> 00:36:27.000]  你當然需要上帝
[00:36:27.000 --> 00:36:29.000]  我知道
[00:36:29.000 --> 00:36:31.000]  不然我不讀神學
[00:36:31.000 --> 00:36:33.000]  你需要他
[00:36:33.000 --> 00:36:35.000]  所以你以後
[00:36:35.000 --> 00:36:37.000]  回來上課
[00:36:37.000 --> 00:36:39.000]  一個人走進來
[00:36:39.000 --> 00:36:41.000]  一個人走出去
[00:36:41.000 --> 00:36:43.000]  你
[00:36:43.000 --> 00:36:45.000]  未曾入門
[00:36:45.000 --> 00:36:47.000]  用普通話說
[00:36:47.000 --> 00:36:49.000]  未聞
[00:36:49.000 --> 00:36:51.000]  聽到嗎
[00:36:51.000 --> 00:36:53.000]  聽得明嗎
[00:36:53.000 --> 00:36:55.000]  香港人不明白
[00:36:55.000 --> 00:36:57.000]  香港人懂就問
[00:36:57.000 --> 00:36:59.000]  我們要這樣說才行
[00:36:59.000 --> 00:37:01.000]  很俗的
[00:37:01.000 --> 00:37:03.000]  你入到
[00:37:03.000 --> 00:37:05.000]  上帝的旨意裏面
[00:37:05.000 --> 00:37:07.000]  上帝作主
[00:37:07.000 --> 00:37:09.000]  誰決定
[00:37:09.000 --> 00:37:11.000]  給你什麼
[00:37:11.000 --> 00:37:13.000]  收回什麼
[00:37:13.000 --> 00:37:15.000]  不是你自己
[00:37:15.000 --> 00:37:17.000]  是上帝
[00:37:17.000 --> 00:37:19.000]  但上帝不只是
[00:37:19.000 --> 00:37:21.000]  叫你
[00:37:21.000 --> 00:37:23.000]  一個人赤手空拳
[00:37:23.000 --> 00:37:25.000]  改變整個世界
[00:37:25.000 --> 00:37:27.000]  我從來都沒有這麼偉大
[00:37:27.000 --> 00:37:29.000]  我不是救世主情懷
[00:37:29.000 --> 00:37:31.000]  我只是改變我的行業
[00:37:31.000 --> 00:37:33.000]  不可能
[00:37:33.000 --> 00:37:35.000]  不可能
[00:37:35.000 --> 00:37:37.000]  不可能
[00:37:37.000 --> 00:37:39.000]  他們還未懂得唱那首歌
[00:37:39.000 --> 00:37:41.000]  要學那首歌
[00:37:41.000 --> 00:37:43.000]  一會兒就唱
[00:37:43.000 --> 00:37:45.000]  是呀
[00:37:45.000 --> 00:37:47.000]  天空那麼黑
[00:37:47.000 --> 00:37:49.000]  只有你一顆星
[00:37:49.000 --> 00:37:51.000]  拼命發光
[00:37:51.000 --> 00:37:53.000]  燒盡為主
[00:37:53.000 --> 00:37:55.000]  都是這樣
[00:37:55.000 --> 00:37:57.000]  是嗎
[00:37:57.000 --> 00:37:59.000]  所以這不是上帝在聖經裏面
[00:37:59.000 --> 00:38:01.000]  所啟示
[00:38:01.000 --> 00:38:03.000]  他的意思
[00:38:03.000 --> 00:38:05.000]  是我
[00:38:05.000 --> 00:38:07.000]  還有他
[00:38:07.000 --> 00:38:09.000]  不過
[00:38:09.000 --> 00:38:11.000]  摩西也回來了
[00:38:11.000 --> 00:38:13.000]  摩西沒有貶低
[00:38:13.000 --> 00:38:15.000]  上帝沒有說
[00:38:15.000 --> 00:38:17.000]  其實你不重要的弟弟
[00:38:17.000 --> 00:38:19.000]  站在一邊
[00:38:19.000 --> 00:38:21.000]  不是
[00:38:21.000 --> 00:38:23.000]  你
[00:38:23.000 --> 00:38:25.000]  摩西在這裏
[00:38:25.000 --> 00:38:27.000]  你在這裏
[00:38:27.000 --> 00:38:29.000]  我在這裏
[00:38:29.000 --> 00:38:31.000]  不過因為上帝在這裏
[00:38:31.000 --> 00:38:33.000]  今日
[00:38:33.000 --> 00:38:35.000]  香港
[00:38:35.000 --> 00:38:37.000]  這樣的情況當中
[00:38:37.000 --> 00:38:39.000]  叫你進來
[00:38:39.000 --> 00:38:43.000]  不要只看我
[00:38:43.000 --> 00:38:45.000]  不要只看香港
[00:38:45.000 --> 00:38:47.000]  不要只看環境
[00:38:47.000 --> 00:38:51.000]  看上帝就知道
[00:38:51.000 --> 00:38:53.000]  不用進來神學院就知道
[00:38:53.000 --> 00:38:55.000]  知不知道還有他
[00:38:55.000 --> 00:38:57.000]  還有一個網絡
[00:38:57.000 --> 00:38:59.000]  還有一班同工
[00:38:59.000 --> 00:39:01.000]  還有一班同路人
[00:39:01.000 --> 00:39:03.000]  在一起
[00:39:03.000 --> 00:39:05.000]  在上帝的手中
[00:39:05.000 --> 00:39:07.000]  去完成
[00:39:07.000 --> 00:39:09.000]  上帝
[00:39:09.000 --> 00:39:11.000]  這個其實是一個
[00:39:11.000 --> 00:39:13.000]  mission impossible
[00:39:13.000 --> 00:39:15.000]  是嗎
[00:39:15.000 --> 00:39:17.000]  一班奴隸
[00:39:17.000 --> 00:39:19.000]  要脫離法路
[00:39:19.000 --> 00:39:21.000]  開玩笑
[00:39:21.000 --> 00:39:23.000]  不可能的
[00:39:23.000 --> 00:39:25.000]  馬上要簽一張
[00:39:25.000 --> 00:39:27.000]  什麼decoration
[00:39:27.000 --> 00:39:29.000]  不可能的
[00:39:29.000 --> 00:39:31.000]  歷史
[00:39:31.000 --> 00:39:33.000]  是不可能的
[00:39:33.000 --> 00:39:35.000]  所以不是
[00:39:35.000 --> 00:39:37.000]  作故事
[00:39:37.000 --> 00:39:39.000]  不是一個logical conclusion
[00:39:39.000 --> 00:39:41.000]  是上帝
[00:39:41.000 --> 00:39:43.000]  在我們中間
[00:39:43.000 --> 00:39:45.000]  在我們身上
[00:39:45.000 --> 00:39:47.000]  在我們一齊
[00:39:47.000 --> 00:39:49.000]  的這個generation裏
[00:39:49.000 --> 00:39:51.000]  他在做什麼
[00:39:51.000 --> 00:39:53.000]  我們同心祈禱
[00:39:53.000 --> 00:39:55.000]  多謝主人
[00:39:55.000 --> 00:39:57.000]  多謝主
[00:39:57.000 --> 00:39:59.000]  昔日你是
[00:39:59.000 --> 00:40:01.000]  摩西亞倫的上帝
[00:40:01.000 --> 00:40:03.000]  你是以色列百姓的上主
[00:40:03.000 --> 00:40:05.000]  今日
[00:40:05.000 --> 00:40:07.000]  你都是我們的上帝
[00:40:07.000 --> 00:40:09.000]  你是香港
[00:40:09.000 --> 00:40:11.000]  中國的上主
[00:40:11.000 --> 00:40:13.000]  你掌管歷史
[00:40:13.000 --> 00:40:15.000]  你呼召我們
[00:40:15.000 --> 00:40:17.000]  在我們有限的生命裏
[00:40:17.000 --> 00:40:19.000]  在我們有限的生命裏
[00:40:19.000 --> 00:40:21.000]  在我們有限的生命裏
[00:40:21.000 --> 00:40:23.000]  在我們有限的生命裏
[00:40:23.000 --> 00:40:25.000]  在我們有限的生命裏
[00:40:25.000 --> 00:40:27.000]  在我們有限的生命裏
[00:40:27.000 --> 00:40:29.000]  你的說話淋到
[00:40:29.000 --> 00:40:31.000]  是可能沒有
[00:40:31.000 --> 00:40:33.000]  改變我們的性情
[00:40:33.000 --> 00:40:35.000]  改變我們的性情
[00:40:35.000 --> 00:40:37.000]  但是
[00:40:37.000 --> 00:40:39.000]  讓我們明白
[00:40:39.000 --> 00:40:41.000]  其實我們要定睛仰望
[00:40:41.000 --> 00:40:43.000]  其實我們要定睛仰望
[00:40:43.000 --> 00:40:45.000]  是你
[00:40:45.000 --> 00:40:47.000]  不是我們的限制
[00:40:47.000 --> 00:40:49.000]  不是我們的限制
[00:40:49.000 --> 00:40:51.000]  但更加求你開我們
[00:40:51.000 --> 00:40:53.000]  心靈的眼光
[00:40:53.000 --> 00:40:55.000]  但更加求你開我們
[00:40:55.000 --> 00:40:57.000]  除去我們的驕傲
[00:40:57.000 --> 00:40:59.000]  以為
[00:40:59.000 --> 00:41:01.000]  我
[00:41:01.000 --> 00:41:03.000]  就夠了
[00:41:03.000 --> 00:41:05.000]  加上上帝
[00:41:05.000 --> 00:41:07.000]  就可以天下無敵
[00:41:07.000 --> 00:41:09.000]  原來不是
[00:41:09.000 --> 00:41:11.000]  多謝你留下
[00:41:11.000 --> 00:41:13.000]  聖經寶貴的說話
[00:41:13.000 --> 00:41:15.000]  在我們的手中
[00:41:15.000 --> 00:41:17.000]  讓我們可以打開
[00:41:17.000 --> 00:41:19.000]  發出亮光
[00:41:19.000 --> 00:41:21.000]  讓我們得到智慧
[00:41:21.000 --> 00:41:23.000]  可以遵行
[00:41:23.000 --> 00:41:25.000]  可以跟隨你
[00:41:25.000 --> 00:41:27.000]  我們恭敬將你的說話
[00:41:27.000 --> 00:41:29.000]  藏在我們各人的心中
[00:41:29.000 --> 00:41:31.000]  免得我們得罪你
[00:41:31.000 --> 00:41:33.000]  誰聽我們不配的祈禱
[00:41:33.000 --> 00:41:35.000]  誰聽我們不配的祈禱
[00:41:35.000 --> 00:41:37.000]  保守我們今天上午
[00:41:37.000 --> 00:41:39.000]  下午的時間
[00:41:39.000 --> 00:41:41.000]  與我們同在
[00:41:41.000 --> 00:41:43.000]  建立我們弟兄姊妹之間
[00:41:43.000 --> 00:41:45.000]  建立我們弟兄姊妹之間
[00:41:45.000 --> 00:41:47.000]  在基督的愛
[00:41:47.000 --> 00:41:49.000]  在基督的愛
[00:41:49.000 --> 00:41:51.000]  和呼召裏的
[00:41:51.000 --> 00:41:53.000]  和呼召裏的
[00:41:53.000 --> 00:41:55.000]  求主的
[00:41:55.000 --> 00:41:57.000]  指引成就在我們中間
[00:41:57.000 --> 00:41:59.000]  奉耶穌基督的聖名求
[00:41:59.000 --> 00:42:01.000]  阿們

