
[00:00:00.000 --> 00:00:14.600]  大象牧師 時間很快 其實是頭尾兩個星期 但第三次來到這裡
[00:38:39.080 --> 00:38:40.560]  獸的座位
[00:38:40.560 --> 00:38:43.120]  這是第五個
[00:38:43.120 --> 00:38:45.880]  第六個就是倒在白拉大河
[00:38:45.880 --> 00:38:49.440]  都是一個特殊的對象
[00:38:49.440 --> 00:38:53.520]  又和打仗有關
[00:38:53.520 --> 00:38:58.760]  哈米吉多頓戰爭就是在第六個碗倒出來之後所產生的事情
[00:38:58.760 --> 00:39:02.840]  第七個碗就是倒在空中
[00:39:02.840 --> 00:39:06.760]  倒在空中就好像是大自然的環境
[00:39:06.760 --> 00:39:07.400]  不是
[00:39:07.400 --> 00:39:11.160]  其實對象如果我們看十六章十八節
[00:39:11.160 --> 00:39:12.960]  又有閃電的聲音
[00:39:12.960 --> 00:39:15.680]  雷轟大地震
[00:39:15.680 --> 00:39:18.920]  自從地上有人以來沒有這麼大的地震
[00:39:18.920 --> 00:39:20.040]  第十九節
[00:39:20.040 --> 00:39:22.200]  你會發覺對象是那城
[00:39:22.200 --> 00:39:23.520]  就是巴比倫
[00:39:23.520 --> 00:39:25.080]  那城列為三段
[00:39:25.080 --> 00:39:26.680]  列國的城也倒塌
[00:39:26.680 --> 00:39:28.720]  上帝也想起巴比倫城來
[00:39:28.720 --> 00:39:34.360]  要將城自己列路的酒杯遞給他
[00:39:34.360 --> 00:39:37.680]  對象仍然是巴比倫的本身
[00:39:37.680 --> 00:39:38.800]  所以如果你看
[00:39:38.800 --> 00:39:43.480]  最多頭四個是某些因素將他們關聯在一起
[00:39:43.480 --> 00:39:46.600]  但到了第五第六第七又沒有什麼關聯
[00:39:46.600 --> 00:39:49.280]  各自講各自的事
[00:39:49.280 --> 00:39:51.160]  所以我一路看的時候
[00:39:51.160 --> 00:39:56.560]  雖然學者或者教會信徒讀的時候
[00:39:56.560 --> 00:39:59.360]  很想將焦點放在七印七號七碗那裡
[00:39:59.360 --> 00:40:03.120]  但我覺得讀來讀去七印七號七碗
[00:40:03.120 --> 00:40:06.880]  七印七號七碗都是沒有邏輯的
[00:40:06.880 --> 00:40:08.760]  他想說什麼呢
[00:40:08.760 --> 00:40:10.400]  我們廣東人的說法就是
[00:40:10.400 --> 00:40:12.720]  裡面的內容是散沙沙的
[00:40:12.720 --> 00:40:18.680]  大家都知道沒有一個七印七號七碗是好事
[00:40:18.680 --> 00:40:22.400]  但是沒有一個連續的故事
[00:40:22.400 --> 00:40:23.480]  上帝在做什麼呢
[00:40:23.480 --> 00:40:24.880]  到底發生了什麼事呢
[00:40:24.880 --> 00:40:27.680]  又不是一件事接著另一件事
[00:40:27.680 --> 00:40:29.440]  你做不到這件事
[00:40:29.440 --> 00:40:31.880]  要強行做這件事是很牽強的
[00:40:31.880 --> 00:40:35.040]  因為到了第五第六那些指著
[00:40:35.040 --> 00:40:36.280]  毛大坑上來的是什麼呢
[00:40:36.280 --> 00:40:39.680]  巴拉大河的四個使者又是什麼呢
[00:40:39.680 --> 00:40:41.160]  你說不出來
[00:40:41.160 --> 00:40:45.920]  由毛大坑上來的王和巴拉大河使者
[00:40:45.920 --> 00:40:47.200]  帶兵來打仗
[00:40:47.200 --> 00:40:49.760]  後來又是哈米格多頓打仗
[00:40:49.760 --> 00:40:50.920]  彼此之間有什麼關係呢
[00:40:50.920 --> 00:40:52.160]  其實也說不出來
[00:40:52.160 --> 00:40:54.960]  沒有一個學者說出
[00:40:54.960 --> 00:40:57.280]  所以當他們寫《釋經書》
[00:40:57.280 --> 00:40:58.880]  寫到七印七號七碗的時候
[00:40:58.880 --> 00:41:00.680]  全部都是獨立表述的
[00:41:00.680 --> 00:41:02.800]  頭四個他們可以連在一起說
[00:41:02.800 --> 00:41:06.400]  到了第五第六或者是七碗的第七個
[00:41:06.400 --> 00:41:07.480]  全部都是獨立表述
[00:41:07.480 --> 00:41:11.000]  他們沒有辦法將第五個和頭四個連在一起
[00:41:11.000 --> 00:41:13.400]  或者將第五個和其他十幾個連在一起
[00:41:13.400 --> 00:41:14.040]  做不到的
[00:41:14.040 --> 00:41:15.320]  第六個和前面的連在一起
[00:41:15.320 --> 00:41:16.280]  做不到的
[00:41:16.280 --> 00:41:18.040]  第七個碗和前面的連在一起
[00:41:18.040 --> 00:41:20.560]  做不到的
[00:41:20.560 --> 00:41:21.880]  所以我在想著想著
[00:41:21.880 --> 00:41:24.440]  我就置諸死地而後生
[00:41:24.440 --> 00:41:25.040]  就說
[00:41:25.040 --> 00:41:29.000]  如果這些東西根本沒有什麼特別的章法
[00:41:29.000 --> 00:41:31.960]  七印七號七碗其實是沒有章法的
[00:41:31.960 --> 00:41:34.560]  沒有章法是要表達一些東西
[00:41:34.560 --> 00:41:40.800]  但是要表達的東西就不是透過一個章法來表達
[00:41:40.800 --> 00:41:42.400]  意思就是說重點根本就
[00:41:42.400 --> 00:41:45.760]  如果沒有章法就應該不是重點
[00:41:45.760 --> 00:41:46.880]  如果不是重點
[00:41:46.880 --> 00:41:48.840]  那我就要另外再找重點
[00:41:48.840 --> 00:41:51.680]  其實是啟示錄的重點從哪裡來呢
[00:41:51.680 --> 00:41:53.680]  我看著看著就發覺
[00:41:53.680 --> 00:41:59.240]  其實啟示錄七印七號七碗佔的比例很少
[00:41:59.240 --> 00:42:01.880]  七印七號七碗每樣東西都是佔一張
[00:42:01.880 --> 00:42:03.640]  最多後面是佔了兩張篇幅
[00:42:03.640 --> 00:42:04.560]  就這麼多了
[00:42:04.560 --> 00:42:07.640]  所以七印七號七碗加起來是四張
[00:42:07.640 --> 00:42:10.040]  是四張左右的篇幅
[00:42:10.040 --> 00:42:12.640]  22張裡面才佔了四張篇幅
[00:42:12.640 --> 00:42:14.440]  還有很多其他東西
[00:42:14.440 --> 00:42:15.920]  其他東西難道不重要嗎
[00:42:15.920 --> 00:42:19.240]  那你給個四五張去佔了所有的注意力
[00:42:19.240 --> 00:42:22.040]  所以我就嘗試去看看其他東西
[00:42:22.040 --> 00:42:24.040]  其他東西到底在說什麼呢
[00:42:24.040 --> 00:42:26.840]  與此同時我又問自己一個問題
[00:42:26.840 --> 00:42:27.640]  就是說
[00:42:27.640 --> 00:42:30.640]  為什麼叫七印七號七碗呢
[00:42:30.640 --> 00:42:31.440]  我不知道大家
[00:42:31.440 --> 00:42:34.040]  有時候讀聖經要聯想一下一些問題
[00:42:34.040 --> 00:42:35.440]  問聖經一些問題
[00:42:35.440 --> 00:42:37.240]  我不知道大家有沒有想過
[00:42:37.240 --> 00:42:39.040]  為什麼叫七印七號七碗呢
[00:42:39.040 --> 00:42:41.440]  為什麼不可以叫七張椅
[00:42:41.440 --> 00:42:42.840]  七張桌子
[00:42:42.840 --> 00:42:44.640]  七張床呢
[00:42:44.640 --> 00:42:46.440]  為什麼不可以叫七把刀
[00:42:46.440 --> 00:42:47.640]  七個匙羹
[00:42:47.640 --> 00:42:50.240]  七個叉呢
[00:42:50.240 --> 00:42:53.440]  為什麼七印七號七碗沒有必然的關係
[00:42:53.440 --> 00:42:55.840]  印號碗有什麼關係
[00:42:55.840 --> 00:42:58.440]  隨便叫幾樣東西都可以
[00:42:58.440 --> 00:43:00.640]  為什麼叫七印七號七碗呢
[00:43:00.640 --> 00:43:04.240]  這個都是一些無聊的問題
[00:43:04.240 --> 00:43:05.640]  沒有一個問題是無聊的
[00:43:05.640 --> 00:43:07.240]  只差在你去不去找答案
[00:43:07.240 --> 00:43:10.640]  和你在找答案的過程中發現什麼
[00:43:10.640 --> 00:43:13.040]  但是當我這樣問的時候
[00:43:13.040 --> 00:43:13.840]  那就有趣了
[00:43:13.840 --> 00:43:15.440]  其實是有答案的
[00:43:15.440 --> 00:43:16.240]  找著找著
[00:43:16.240 --> 00:43:17.840]  就算穿鑿附會
[00:43:17.840 --> 00:43:20.840]  自己強行找出答案
[00:43:20.840 --> 00:43:22.040]  都是有答案的
[00:43:22.040 --> 00:43:23.440]  答案是open to all
[00:43:23.440 --> 00:43:25.640]  是讓大家來審視的
[00:43:25.640 --> 00:43:28.440]  其實是有答案的
[00:43:28.440 --> 00:43:30.240]  先說七印
[00:43:30.240 --> 00:43:31.440]  為什麼叫七印呢
[00:43:31.440 --> 00:43:33.040]  不用問了
[00:43:33.040 --> 00:43:34.640]  這是一個卷軸
[00:43:34.640 --> 00:43:36.040]  被七個印封住
[00:43:36.040 --> 00:43:38.040]  封印來的
[00:43:38.040 --> 00:43:39.640]  逐個逐個揭開才知道
[00:43:39.640 --> 00:43:42.640]  卷軸裡面所發生的事情
[00:43:42.640 --> 00:43:45.640]  但是如果是這樣也不合理
[00:43:45.640 --> 00:43:48.240]  因為如果有七個印封
[00:43:48.240 --> 00:43:49.840]  卷軸是一整卷的
[00:43:49.840 --> 00:43:52.040]  是一個書卷
[00:43:52.040 --> 00:43:55.240]  書卷如果有七個印封住
[00:43:55.240 --> 00:43:57.840]  就不是說第一個印在外面封住
[00:43:57.840 --> 00:43:59.040]  然後去到裡面
[00:43:59.040 --> 00:44:00.640]  其實還貼了第二個印在裡面
[00:44:00.640 --> 00:44:01.240]  去到裡面
[00:44:01.240 --> 00:44:02.840]  裡面又貼了第三個印
[00:44:02.840 --> 00:44:04.840]  裡面的卷到第二卷
[00:44:04.840 --> 00:44:06.440]  內面一層就貼了第四個印
[00:44:06.440 --> 00:44:08.440]  沒有人這樣貼的
[00:44:08.440 --> 00:44:09.440]  如果是七個封印
[00:44:09.440 --> 00:44:11.040]  就全部封在表面
[00:44:11.040 --> 00:44:12.240]  那你撕掉第一個印
[00:44:12.240 --> 00:44:14.240]  看不看到裡面的東西
[00:44:14.240 --> 00:44:16.240]  如果封在表面的話
[00:44:16.240 --> 00:44:16.840]  撕掉第一個印
[00:44:16.840 --> 00:44:18.040]  看不看到裡面的東西
[00:44:18.040 --> 00:44:18.840]  看不到的
[00:44:18.840 --> 00:44:19.440]  還沒開到
[00:44:19.440 --> 00:44:20.640]  還有六個印在這裡
[00:44:20.640 --> 00:44:21.440]  撕掉第二個印
[00:44:21.440 --> 00:44:22.040]  看不看得到
[00:44:22.040 --> 00:44:23.840]  你撕掉七個印才能打開
[00:44:23.840 --> 00:44:25.840]  那個卷軸的
[00:44:25.840 --> 00:44:28.440]  又來大佬了
[00:44:28.440 --> 00:44:31.240]  所以那個印本身
[00:44:31.240 --> 00:44:32.640]  你叫他做印
[00:44:32.640 --> 00:44:33.840]  每個印打開
[00:44:33.840 --> 00:44:35.640]  其實都和實際的卷軸
[00:44:35.640 --> 00:44:37.640]  沒有什麼太大關係
[00:44:37.640 --> 00:44:38.240]  我就問
[00:44:38.240 --> 00:44:39.640]  為什麼要叫他做印呢
[00:44:39.640 --> 00:44:41.240]  七印呢
[00:44:41.240 --> 00:44:42.440]  看一看
[00:44:42.440 --> 00:44:45.240]  其實有一個很大的原因
[00:44:45.240 --> 00:44:46.440]  印是用來做什麼的
[00:44:46.440 --> 00:44:47.240]  我就問自己
[00:44:47.240 --> 00:44:48.240]  印在古時
[00:44:48.240 --> 00:44:52.640]  燒印章的印
[00:44:52.640 --> 00:44:54.440]  用來做什麼的
[00:44:54.440 --> 00:44:56.640]  現在都會用印章的
[00:44:56.640 --> 00:44:58.040]  我不知道現在的老人家
[00:44:58.040 --> 00:45:00.040]  阿婆 爺爺
[00:45:00.040 --> 00:45:01.440]  去銀行還會不會
[00:45:01.440 --> 00:45:02.440]  我見過
[00:45:02.440 --> 00:45:04.440]  我去銀行
[00:45:04.440 --> 00:45:05.840]  按保仔
[00:45:05.840 --> 00:45:08.040]  或者是入支票
[00:45:08.040 --> 00:45:09.240]  打保仔的時候
[00:45:09.240 --> 00:45:10.640]  見過隔壁婆婆在那裡
[00:45:10.640 --> 00:45:12.240]  她拿個圖章出來
[00:45:12.240 --> 00:45:13.440]  她不懂得簽
[00:45:13.440 --> 00:45:15.040]  她說她不寫
[00:45:15.040 --> 00:45:16.840]  隨時婆婆每次寫都不一樣
[00:45:16.840 --> 00:45:19.040]  那大件事
[00:45:19.040 --> 00:45:19.840]  這次拿到錢
[00:45:19.840 --> 00:45:20.640]  下次拿不到錢
[00:45:20.640 --> 00:45:21.840]  一堆的簽
[00:45:21.840 --> 00:45:23.840]  所以拿個圖章來印
[00:45:23.840 --> 00:45:26.240]  那個章 或者印
[00:45:26.240 --> 00:45:27.440]  以前的做法就是
[00:45:27.440 --> 00:45:28.640]  你寄一份公文
[00:45:28.640 --> 00:45:32.240]  然後用火柒封了開口的地方
[00:45:32.240 --> 00:45:33.040]  封起來
[00:45:33.040 --> 00:45:35.040]  一卷卷的時候封起來
[00:45:35.040 --> 00:45:36.840]  其實印的主要功能就是
[00:45:36.840 --> 00:45:40.040]  指著這個東西是我的
[00:45:40.040 --> 00:45:42.040]  我指定的人才能夠開
[00:45:42.040 --> 00:45:43.440]  這個東西是屬於我的
[00:45:43.440 --> 00:45:44.440]  封印
[00:45:44.440 --> 00:45:45.440]  印本身
[00:45:45.440 --> 00:45:47.840]  通常是戒指上的印
[00:45:47.840 --> 00:45:51.640]  是代表著封印的人
[00:45:51.640 --> 00:45:54.240]  所以印一直都是指著所有權
[00:45:54.240 --> 00:45:55.040]  而事實上
[00:45:55.040 --> 00:45:56.440]  啟示錄裡面的印
[00:45:56.440 --> 00:45:58.440]  都是和所有權相關的
[00:45:58.440 --> 00:45:59.640]  到第十三章
[00:45:59.640 --> 00:46:01.640]  那個獸的印記666
[00:46:01.640 --> 00:46:03.840]  都是和所有權有關係
[00:46:03.840 --> 00:46:05.840]  你是伏起獸底下的
[00:46:05.840 --> 00:46:07.840]  你是敬拜獸
[00:46:07.840 --> 00:46:11.840]  和服從獸的名號
[00:46:11.840 --> 00:46:14.840]  是屬於那隻獸
[00:46:14.840 --> 00:46:17.640]  所以這裡就慢慢明朗化了
[00:46:17.640 --> 00:46:19.040]  我們讀啟示錄的時候
[00:46:19.040 --> 00:46:21.040]  起碼我以前自己的印象
[00:46:21.040 --> 00:46:24.040]  就只知道666這個獸的印記
[00:46:24.040 --> 00:46:25.040]  中學的時候
[00:46:25.040 --> 00:46:26.440]  不知道為什麼
[00:46:26.440 --> 00:46:27.440]  我們團契導師
[00:46:27.440 --> 00:46:29.440]  帶我們幾個小朋友讀中學
[00:46:29.440 --> 00:46:34.440]  去看空少
[00:46:34.440 --> 00:46:36.440]  這個是70年代的空少
[00:46:36.440 --> 00:46:37.440]  第一齣空少
[00:46:37.440 --> 00:46:38.440]  嚇得被侮辱了
[00:46:38.440 --> 00:46:41.440]  一個星期睡得不太好
[00:46:41.440 --> 00:46:42.440]  現在回看就不是那麼可怕
[00:46:42.440 --> 00:46:43.440]  有一點點可怕
[00:46:43.440 --> 00:46:44.440]  氣氛做得好
[00:46:44.440 --> 00:46:47.440]  格力哥利柏和李麗薇做的
[00:46:47.440 --> 00:46:49.440]  就是說小朋友頭頂上有666
[00:46:49.440 --> 00:46:51.440]  一轉人二轉鬼三轉猴子
[00:46:51.440 --> 00:46:53.440]  中國人說的
[00:46:53.440 --> 00:46:56.440]  666就在頭髮裡
[00:46:56.440 --> 00:46:58.440]  這個已經不符合聖經了
[00:46:58.440 --> 00:46:59.440]  在第十三章
[00:46:59.440 --> 00:47:01.440]  聖經說666的印記在哪裡
[00:47:01.440 --> 00:47:05.440]  在額頭和手臂上
[00:47:05.440 --> 00:47:06.440]  是被人看到的
[00:47:06.440 --> 00:47:08.440]  馬上看到的
[00:47:08.440 --> 00:47:09.440]  辨認到的
[00:47:09.440 --> 00:47:11.440]  不會收到那麼多秘密
[00:47:11.440 --> 00:47:13.440]  當然演戲拍戲
[00:47:13.440 --> 00:47:16.440]  他的劇本就將迪基督
[00:47:16.440 --> 00:47:18.440]  Antichrist生出來
[00:47:18.440 --> 00:47:21.440]  其實啟示錄裡面沒有說迪基督
[00:47:21.440 --> 00:47:22.440]  只是說獸的印記
[00:47:22.440 --> 00:47:24.440]  而且印在所有普通人身上
[00:47:24.440 --> 00:47:26.440]  不只是印在一個人身上
[00:47:26.440 --> 00:47:28.440]  不只是印在迪基督身上
[00:47:28.440 --> 00:47:31.440]  所以迪基督應該是複數
[00:47:31.440 --> 00:47:32.440]  對約翰來說
[00:47:32.440 --> 00:47:33.440]  如果你看約翰一書的話
[00:47:33.440 --> 00:47:34.440]  迪基督是複數
[00:47:34.440 --> 00:47:36.440]  很多迪基督會起來
[00:47:36.440 --> 00:47:38.440]  凡人不相信主耶穌
[00:47:38.440 --> 00:47:39.440]  到城玉西遼世界
[00:47:39.440 --> 00:47:41.440]  那個就是有迪基督的靈
[00:47:41.440 --> 00:47:43.440]  那個就是與基督敵對者
[00:47:43.440 --> 00:47:45.440]  就是迪基督那
[00:47:45.440 --> 00:47:47.440]  不只是單單一個人
[00:47:47.440 --> 00:47:49.440]  那時候起碼我自己的印象
[00:47:49.440 --> 00:47:51.440]  啟示錄只有一個吸引的現象
[00:47:51.440 --> 00:47:53.440]  就是獸的印
[00:47:53.440 --> 00:47:55.440]  就是獸的吸引
[00:47:55.440 --> 00:47:58.440]  但是後來再看的時候
[00:47:58.440 --> 00:47:59.440]  沒有認真看
[00:47:59.440 --> 00:48:00.440]  再看的時候
[00:48:00.440 --> 00:48:03.440]  啟示錄當然不是只有一個吸引的現象
[00:48:03.440 --> 00:48:06.440]  啟示錄有兩次吸引的現象
[00:48:06.440 --> 00:48:08.440]  而獸的印根本就不重要
[00:48:08.440 --> 00:48:11.440]  最重要的是第七章
[00:48:11.440 --> 00:48:13.440]  正正就是第七章
[00:48:13.440 --> 00:48:15.440]  在第六印和第七章中間
[00:48:15.440 --> 00:48:17.440]  有一個事件
[00:48:17.440 --> 00:48:19.440]  那個叫吸引的事件
[00:48:19.440 --> 00:48:24.440]  那個才導致七印叫做七印
[00:48:24.440 --> 00:48:29.440]  因為第六印和第七印就包含這個事件
[00:48:29.440 --> 00:48:31.440]  這個事件本身就是一個故事
[00:48:31.440 --> 00:48:33.440]  七印彼此之間沒有什麼邏輯
[00:48:33.440 --> 00:48:35.440]  除了頭四個印
[00:48:35.440 --> 00:48:36.440]  叫做戰爭
[00:48:36.440 --> 00:48:37.440]  戰爭是怎樣呢?
[00:48:37.440 --> 00:48:39.440]  都沒有故事講
[00:48:39.440 --> 00:48:43.440]  但是第七章的第六印和第七章中間的吸引事件
[00:48:43.440 --> 00:48:45.440]  就講一個故事
[00:48:45.440 --> 00:48:48.440]  故事才是最重要的
[00:48:48.440 --> 00:48:50.440]  講什麼故事呢?
[00:48:50.440 --> 00:48:51.440]  我們看第七章
[00:48:51.440 --> 00:48:53.440]  這是第六印和第七印之間
[00:48:53.440 --> 00:48:56.440]  此後我見到四位天使站在地的四角
[00:48:56.440 --> 00:48:57.440]  執掌地四方的風
[00:48:57.440 --> 00:48:59.440]  叫風不要吹在地上
[00:48:59.440 --> 00:49:01.440]  海上和樹上
[00:49:01.440 --> 00:49:03.440]  風什麼時候會沒有風呢?
[00:49:03.440 --> 00:49:04.440]  這個世界永遠都有風
[00:49:04.440 --> 00:49:06.440]  地球一翹轉就有風
[00:49:06.440 --> 00:49:07.440]  所以這個可能
[00:49:07.440 --> 00:49:10.440]  但是又有海上有樹有青蜜
[00:49:10.440 --> 00:49:13.440]  總之就是很久很久之前的事
[00:49:13.440 --> 00:49:17.440]  我又見到另外一位天使和日出之地有太陽
[00:49:17.440 --> 00:49:19.440]  在東邊拿著永生上帝的印
[00:49:19.440 --> 00:49:23.440]  他就向那個得著權並能傷害地和海的四位天使
[00:49:23.440 --> 00:49:24.440]  因為掌管風
[00:49:24.440 --> 00:49:26.440]  大聲喊地和海並樹木
[00:49:26.440 --> 00:49:27.440]  你們不要傷害
[00:49:27.440 --> 00:49:31.440]  讓我先印上我們上帝縱僕人的額
[00:49:31.440 --> 00:49:33.440]  這個就只是吸引額
[00:49:33.440 --> 00:49:36.440]  我就聽以色列人各支派受印的數目有14萬4千個
[00:49:36.440 --> 00:49:37.440]  12個支派
[00:49:37.440 --> 00:49:40.440]  此後我觀看其實不止14萬4千
[00:49:40.440 --> 00:49:43.440]  我觀看許多人沒有人能數過來
[00:49:43.440 --> 00:49:48.440]  從各國各族各民各方站在寶座和羔羊面前
[00:49:48.440 --> 00:49:50.440]  身穿白衣手拿鐘樹枝
[00:49:50.440 --> 00:49:52.440]  立刻想起主耶穌進入耶路撒冷的墓
[00:49:52.440 --> 00:49:53.440]  大聲喊著說
[00:49:53.440 --> 00:49:55.440]  願救恩歸於在在寶座上
[00:49:55.440 --> 00:49:56.440]  我們的上帝
[00:49:56.440 --> 00:50:02.440]  也都令人想起主耶穌騎驢仔進入耶路撒冷的墓
[00:50:02.440 --> 00:50:05.440]  因為大衛的兒子和珊娜
[00:50:05.440 --> 00:50:08.440]  和珊娜就是上帝請救的主
[00:50:08.440 --> 00:50:09.440]  請救的意思是救恩
[00:50:09.440 --> 00:50:11.440]  由祂那裡來的意思
[00:50:11.440 --> 00:50:13.440]  歸於在在寶座上
[00:50:13.440 --> 00:50:15.440]  我們的神也歸於羔羊
[00:50:15.440 --> 00:50:19.440]  眾天使也都站在寶座和眾長老病死活物的周圍
[00:50:19.440 --> 00:50:20.440]  所以還在那裡
[00:50:20.440 --> 00:50:24.440]  到了第六印寶座的意象
[00:50:24.440 --> 00:50:25.440]  其實還在那裡
[00:50:25.440 --> 00:50:26.440]  在背景那裡
[00:50:26.440 --> 00:50:28.440]  在寶座面前
[00:50:28.440 --> 00:50:30.440]  俯伏於地敬拜上帝說
[00:50:30.440 --> 00:50:33.440]  阿門 眾讚榮耀 致謂感謝尊貴權
[00:50:33.440 --> 00:50:34.440]  並大力都歸於我們的上帝
[00:50:34.440 --> 00:50:35.440]  直到永永遠遠
[00:50:35.440 --> 00:50:36.440]  阿門
[00:50:36.440 --> 00:50:40.440]  這件事才是重要的事件
[00:50:40.440 --> 00:50:42.440]  為什麼叫七印呢
[00:50:42.440 --> 00:50:43.440]  其實只有一個原因
[00:50:43.440 --> 00:50:49.440]  就是七印指向吸引的事件
[00:50:49.440 --> 00:50:52.440]  吸引事件就無比重要
[00:50:52.440 --> 00:50:53.440]  是說一個故事
[00:50:53.440 --> 00:50:57.440]  是說上帝揀選屬於他的子民的故事
[00:50:57.440 --> 00:50:58.440]  吸了印
[00:50:58.440 --> 00:51:00.440]  而且那些子民還沒生出來
[00:51:00.440 --> 00:51:03.440]  那十四萬四千
[00:51:03.440 --> 00:51:05.440]  不是他們在生的時候
[00:51:05.440 --> 00:51:10.440]  一出生就知道自己被揀選
[00:51:10.440 --> 00:51:13.440]  連地封都沒有
[00:51:13.440 --> 00:51:15.440]  還沒有歷史之前
[00:51:15.440 --> 00:51:19.440]  已經揀選了屬於他的人
[00:51:19.440 --> 00:51:21.440]  而且不是十四萬四千
[00:51:21.440 --> 00:51:22.440]  因為第九節
[00:51:22.440 --> 00:51:23.440]  七章九節說
[00:51:23.440 --> 00:51:25.440]  此後我觀看見有許多人
[00:51:25.440 --> 00:51:26.440]  沒有人能夠數過來
[00:51:26.440 --> 00:51:27.440]  數不到這麼多
[00:51:27.440 --> 00:51:30.440]  十四萬四千是一個代表
[00:51:30.440 --> 00:51:33.440]  象徵性的數字
[00:51:33.440 --> 00:51:36.440]  這樣一開始就七印
[00:51:36.440 --> 00:51:40.440]  七號和七碗就慢慢自己會解釋自己
[00:51:40.440 --> 00:51:41.440]  問題就是始終都是
[00:51:41.440 --> 00:51:43.440]  好像我們密碼解密
[00:51:43.440 --> 00:51:45.440]  拿了第一個隱藏
[00:51:45.440 --> 00:51:47.440]  接著就容易一點
[00:51:47.440 --> 00:51:50.440]  我知道為什麼叫七印
[00:51:50.440 --> 00:51:54.440]  就是七印標誌著上帝的吸引
[00:51:54.440 --> 00:51:56.440]  即是說上帝揀選屬於他的
[00:51:56.440 --> 00:51:58.440]  吸了印就是這班人屬於我的
[00:51:58.440 --> 00:52:00.440]  是我的人
[00:52:00.440 --> 00:52:01.440]  吸了印是屬於他的
[00:52:01.440 --> 00:52:03.440]  揀選他的指紋
[00:52:03.440 --> 00:52:06.440]  那麼七號了
[00:52:06.440 --> 00:52:07.440]  照樣問同樣問題
[00:52:07.440 --> 00:52:09.440]  號為什麼叫七號呢
[00:52:09.440 --> 00:52:12.440]  裡面的東西又和號沒有關係
[00:52:12.440 --> 00:52:13.440]  那麼七號用來做什麼
[00:52:13.440 --> 00:52:14.440]  為什麼叫七號呢
[00:52:14.440 --> 00:52:16.440]  問題就是號用來做什麼
[00:52:16.440 --> 00:52:18.440]  (音效)
[00:52:18.440 --> 00:52:19.440]  號用來做什麼
[00:52:19.440 --> 00:52:21.440]  以前的號可能是很長的
[00:52:21.440 --> 00:52:25.440]  薄長的角或者短的一個陽角之類
[00:52:25.440 --> 00:52:26.440]  號用來做什麼
[00:52:26.440 --> 00:52:28.440]  如果想一想
[00:52:28.440 --> 00:52:31.440]  號在古代的目的
[00:52:31.440 --> 00:52:33.440]  和今天一樣
[00:52:33.440 --> 00:52:35.440]  今天叫吹雞的意思
[00:52:35.440 --> 00:52:37.440]  吹來做什麼
[00:52:37.440 --> 00:52:39.440]  其實是叫注意
[00:52:39.440 --> 00:52:41.440]  因為你大聲叫
[00:52:41.440 --> 00:52:43.440]  大家注意
[00:52:43.440 --> 00:52:44.440]  鬼才來的
[00:52:44.440 --> 00:52:46.440]  個個都要說話
[00:52:46.440 --> 00:52:48.440]  你都是說話的其中一把聲
[00:52:48.440 --> 00:52:50.440]  所以要有一把零碎的聲音
[00:52:50.440 --> 00:52:51.440]  (音效)
[00:52:51.440 --> 00:52:52.440]  大家都會
[00:52:52.440 --> 00:52:53.440]  號都是一樣的
[00:52:53.440 --> 00:52:56.440]  而且你越低音的號傳得越遠
[00:52:56.440 --> 00:52:58.440]  我們說大象的超低音
[00:52:58.440 --> 00:53:00.440]  耳朵都聽不到聲音
[00:53:00.440 --> 00:53:02.440]  可以傳幾十公里
[00:53:02.440 --> 00:53:04.440]  其他大象聽到的
[00:53:04.440 --> 00:53:05.440]  很低音
[00:53:05.440 --> 00:53:06.440]  越低音傳得越遠
[00:53:06.440 --> 00:53:07.440]  越高音
[00:53:07.440 --> 00:53:11.440]  傳得不遠
[00:53:11.440 --> 00:53:14.440]  所以如果你坐巴士的時候
[00:53:14.440 --> 00:53:16.440]  前面那個開著手機
[00:53:16.440 --> 00:53:17.440]  手機很高音
[00:53:17.440 --> 00:53:18.440]  喇叭太小
[00:53:18.440 --> 00:53:19.440]  那些音很高
[00:53:19.440 --> 00:53:21.440]  你多隔兩個位置就聽不到
[00:53:21.440 --> 00:53:23.440]  高音傳得不遠
[00:53:23.440 --> 00:53:24.440]  如果在玩Bass
[00:53:24.440 --> 00:53:25.440]  那就大件事了
[00:53:25.440 --> 00:53:27.440]  整個巴士都聽到
[00:53:27.440 --> 00:53:30.440]  如果手機的Bass好
[00:53:30.440 --> 00:53:32.440]  你叫他關掉
[00:53:32.440 --> 00:53:34.440]  不然戴耳筒比較好
[00:53:34.440 --> 00:53:37.440]  號是用來叫注意的
[00:53:37.440 --> 00:53:41.440]  那和七印有什麼關係
[00:53:41.440 --> 00:53:43.440]  上帝揀選了人
[00:53:43.440 --> 00:53:44.440]  我就問
[00:53:44.440 --> 00:53:45.440]  上帝揀選了一大班
[00:53:45.440 --> 00:53:47.440]  在歷史之前揀選了一大班
[00:53:47.440 --> 00:53:48.440]  屬於他的子民
[00:53:48.440 --> 00:53:49.440]  揀選來做什麼
[00:53:49.440 --> 00:53:50.440]  你是老闆
[00:53:50.440 --> 00:53:52.440]  你 你 你 你
[00:53:52.440 --> 00:53:53.440]  有班人在
[00:53:53.440 --> 00:53:54.440]  你只是揀選一部分
[00:53:54.440 --> 00:53:55.440]  你 你 你 你
