
[00:00:00.000 --> 00:00:10.000]  大明寺廟早晨 我是黃牧師 很高興能夠再次在主日送拜的時間和大家分享主的道理
[00:44:10.000 --> 00:44:12.000]  讓我們看到
[00:44:12.000 --> 00:44:16.000]  這幫婦女雖然有一個已經準確了
[00:44:16.000 --> 00:44:20.000]  掌握到上帝要祝福華斯這個事實
[00:44:20.000 --> 00:44:23.000]  但是這些事實
[00:44:23.000 --> 00:44:26.000]  上帝做了的事
[00:44:27.000 --> 00:44:29.000]  有沒有幫這幫婦女
[00:44:29.000 --> 00:44:33.000]  找回一個真的完全對上帝尊重的
[00:44:33.000 --> 00:44:35.000]  信仰正軌呢?
[00:44:35.000 --> 00:44:39.000]  還是他們仍然沉迷在自己個人的思想
[00:44:39.000 --> 00:44:42.000]  自己以為對的
[00:44:42.000 --> 00:44:45.000]  不過其實是錯的信仰狀態呢?
[00:44:45.000 --> 00:44:46.000]  牧師你怎麼看呢?
[00:44:46.000 --> 00:44:48.000]  我們再看看
[00:44:48.000 --> 00:44:51.000]  在第十四節裡說
[00:44:51.000 --> 00:44:56.000]  願者孩子在以色列中得名聲
[00:44:56.000 --> 00:44:57.000]  我剛才已經說過
[00:44:57.000 --> 00:44:59.000]  這個孩子已經翻譯成波亞斯
[00:44:59.000 --> 00:45:02.000]  他們一直都提波亞斯帶血了你
[00:45:02.000 --> 00:45:03.000]  其實這個思維
[00:45:03.000 --> 00:45:07.000]  和拿奧米從頭到尾都想謀著
[00:45:07.000 --> 00:45:08.000]  喉著這個波亞斯
[00:45:08.000 --> 00:45:11.000]  希望能夠將波亞斯勾上釣
[00:45:11.000 --> 00:45:14.000]  然後利用奴德在田中
[00:45:14.000 --> 00:45:16.000]  用性關係勾引波亞斯
[00:45:16.000 --> 00:45:19.000]  從而使自己可以得到一些好處
[00:45:19.000 --> 00:45:23.000]  美其名就說為媳婦的好處著想
[00:45:23.000 --> 00:45:25.000]  其實是出賣媳婦
[00:45:25.000 --> 00:45:27.000]  用媳婦出賣她的色相
[00:45:27.000 --> 00:45:31.000]  我們沒理由說
[00:45:31.000 --> 00:45:35.000]  一個家婆叫一個媳婦去和別的男人在一起
[00:45:35.000 --> 00:45:37.000]  這個叫做好奶奶
[00:45:37.000 --> 00:45:38.000]  沒有的
[00:45:38.000 --> 00:45:40.000]  如果你認為是這樣的
[00:45:40.000 --> 00:45:41.000]  你找個這樣的奶奶
[00:45:41.000 --> 00:45:43.000]  然後你去勾腦子
[00:45:43.000 --> 00:45:45.000]  不是這樣的
[00:45:45.000 --> 00:45:48.000]  從這段聖經裡很清楚告訴我們
[00:45:48.000 --> 00:45:50.000]  拿奧米的心
[00:45:50.000 --> 00:45:53.000]  其實從頭到尾都想勾著這個波亞斯
[00:45:53.000 --> 00:45:55.000]  這群婦女看得到
[00:45:55.000 --> 00:45:58.000]  看穿了拿奧米那套
[00:45:58.000 --> 00:46:00.000]  實質上是誰
[00:46:00.000 --> 00:46:03.000]  她同樣心態就很容易看穿誰
[00:46:03.000 --> 00:46:05.000]  她有同樣的惡行
[00:46:05.000 --> 00:46:07.000]  她的心理就會看到
[00:46:07.000 --> 00:46:10.000]  其他有同樣惡行的人的心態
[00:46:10.000 --> 00:46:13.000]  這群婦女
[00:46:13.000 --> 00:46:16.000]  一看就看見了
[00:46:16.000 --> 00:46:19.000]  還不在她現在的名聲響起
[00:46:19.000 --> 00:46:21.000]  這個親戚是聰明的
[00:46:21.000 --> 00:46:23.000]  不要再在那邊說
[00:46:23.000 --> 00:46:25.000]  撇下你
[00:46:25.000 --> 00:46:27.000]  她沒有撇下你
[00:46:27.000 --> 00:46:29.000]  現在聰明過好給你了
[00:46:29.000 --> 00:46:31.000]  並且怎麼樣
[00:46:31.000 --> 00:46:33.000]  她必提起你的精神
[00:46:33.000 --> 00:46:34.000]  在原文說
[00:46:34.000 --> 00:46:37.000]  Encourage you and provide you
[00:46:37.000 --> 00:46:38.000]  奉養你
[00:46:38.000 --> 00:46:39.000]  就是怎麼樣
[00:46:39.000 --> 00:46:40.000]  養你過世
[00:46:40.000 --> 00:46:43.000]  簡單來說今天的翻譯
[00:46:43.000 --> 00:46:44.000]  她現在養你過世
[00:46:44.000 --> 00:46:46.000]  使你發達
[00:46:46.000 --> 00:46:50.000]  還有這群婦女怎麼看路德
[00:46:50.000 --> 00:46:52.000]  這群婦女其實對路德
[00:46:52.000 --> 00:46:54.000]  是怎麼樣的看法
[00:46:54.000 --> 00:46:58.000]  只不過是被南無阿彌用
[00:46:58.000 --> 00:46:59.000]  她說什麼
[00:46:59.000 --> 00:47:02.000]  是愛慕你的那兒婦所生的
[00:47:02.000 --> 00:47:05.000]  有者兒婦給七個兒子還
[00:47:05.000 --> 00:47:06.000]  哇
[00:47:06.000 --> 00:47:07.000]  頂姐妹
[00:47:07.000 --> 00:47:10.000]  崩口人忌崩口碗
[00:47:10.000 --> 00:47:11.000]  她已經死了兩個兒子
[00:47:11.000 --> 00:47:12.000]  你現在還這樣說
[00:47:12.000 --> 00:47:14.000]  現在只剩下一個媳婦
[00:47:14.000 --> 00:47:17.000]  這個媳婦比你生七個兒子好
[00:47:17.000 --> 00:47:20.000]  這是什麼對話
[00:47:20.000 --> 00:47:22.000]  頂姐妹
[00:47:22.000 --> 00:47:27.000]  同樣有上帝的話的人
[00:47:27.000 --> 00:47:29.000]  同樣看見上帝工作
[00:47:29.000 --> 00:47:31.000]  已經發生了的人
[00:47:31.000 --> 00:47:33.000]  是不是結果可以改變他們
[00:47:33.000 --> 00:47:36.000]  本來錯誤的信仰狀態
[00:47:36.000 --> 00:47:38.000]  錯誤的神觀
[00:47:38.000 --> 00:47:40.000]  我可以很肯定地告訴你
[00:47:40.000 --> 00:47:42.000]  不是
[00:47:42.000 --> 00:47:44.000]  一個錯誤的神學觀的人
[00:47:44.000 --> 00:47:48.000]  即是說看見上帝歷歷在目做了的事
[00:47:48.000 --> 00:47:49.000]  他都不會相信
[00:47:49.000 --> 00:47:51.000]  甚至不會改變他的信仰
[00:47:51.000 --> 00:47:52.000]  因為他的屬靈的生命
[00:47:52.000 --> 00:47:56.000]  是勝在不了上帝的說話真理
[00:47:56.000 --> 00:47:58.000]  我自己做傳道人這麼多年
[00:47:58.000 --> 00:47:59.000]  其實有很多的信徒
[00:47:59.000 --> 00:48:01.000]  曾經走來問過我
[00:48:01.000 --> 00:48:03.000]  牧師啊
[00:48:03.000 --> 00:48:06.000]  為什麼有這麼多的信徒
[00:48:06.000 --> 00:48:10.000]  他們雖然錯信了一些地方
[00:48:10.000 --> 00:48:14.000]  但是他聽了一些準確的聖經講道
[00:48:14.000 --> 00:48:15.000]  不是我說的
[00:48:15.000 --> 00:48:18.000]  他們聽了一些很準確的聖經的教導
[00:48:18.000 --> 00:48:20.000]  我也認同他們說的
[00:48:20.000 --> 00:48:22.000]  那些講道真的很準確
[00:48:22.000 --> 00:48:23.000]  的確有些牧者的講道
[00:48:23.000 --> 00:48:25.000]  是真的挺準確的
[00:48:25.000 --> 00:48:29.000]  但是為什麼他們的屬靈生命還沒有改變呢
[00:48:29.000 --> 00:48:30.000]  你可不可以解釋給我聽
[00:48:30.000 --> 00:48:33.000]  究竟是不是上帝的道不夠力
[00:48:33.000 --> 00:48:37.000]  還是傳道人的靈氣不夠強呢
[00:48:37.000 --> 00:48:41.000]  不少信徒曾經問過我這個問題
[00:48:41.000 --> 00:48:43.000]  我覺得他們問對人了
[00:48:43.000 --> 00:48:44.000]  我也同意你問對人了
[00:48:44.000 --> 00:48:47.000]  因為我也有不少這樣的經歷
[00:48:47.000 --> 00:48:48.000]  看見
[00:48:48.000 --> 00:48:50.000]  不過你要我給你一個答案
[00:48:50.000 --> 00:48:52.000]  我不想用我的說話告訴大家
[00:48:52.000 --> 00:48:54.000]  我想用聖經去印證給你看
[00:48:54.000 --> 00:48:58.000]  聖經裡面其實印證了一件事
[00:48:58.000 --> 00:49:02.000]  今天你看到那些人
[00:49:02.000 --> 00:49:04.000]  有最整全的封印
[00:49:04.000 --> 00:49:08.000]  最準確的神道解釋
[00:49:08.000 --> 00:49:09.000]  他都沒有改變
[00:49:09.000 --> 00:49:10.000]  因為這些人
[00:49:10.000 --> 00:49:13.000]  即使耶穌來牧養他們也好
[00:49:13.000 --> 00:49:17.000]  其實他們都不會改變的
[00:49:17.000 --> 00:49:19.000]  你說不是吧牧師
[00:49:19.000 --> 00:49:20.000]  什麼不是
[00:49:20.000 --> 00:49:21.000]  你看看聖經裡面
[00:49:21.000 --> 00:49:24.000]  加雷人大跟了耶穌多久
[00:49:24.000 --> 00:49:26.000]  三年有多的時間
[00:49:26.000 --> 00:49:28.000]  他仍然都是做賊的
[00:49:28.000 --> 00:49:30.000]  暗地裡靜悄悄的
[00:49:30.000 --> 00:49:32.000]  好像表面很健全
[00:49:32.000 --> 00:49:34.000]  跟隨主周到去
[00:49:34.000 --> 00:49:38.000]  但原來整天穿季筒底
[00:49:38.000 --> 00:49:41.000]  到死那天還要出賣耶穌
[00:49:41.000 --> 00:49:43.000]  不只是他
[00:49:43.000 --> 00:49:45.000]  在聖經有很多這樣的人
[00:49:45.000 --> 00:49:48.000]  譬如我們可以看見的
[00:49:48.000 --> 00:49:50.000]  就在聖經當中
[00:49:50.000 --> 00:49:52.000]  介紹到有一些
[00:49:52.000 --> 00:49:54.000]  領受完耶穌
[00:49:54.000 --> 00:49:56.000]  餵飽他們了
[00:49:56.000 --> 00:49:58.000]  多少個?5000
[00:49:58.000 --> 00:50:00.000]  5000個人
[00:50:00.000 --> 00:50:01.000]  沒得吃
[00:50:01.000 --> 00:50:02.000]  聽說聽到耶穌說
[00:50:02.000 --> 00:50:03.000]  風雨而來
[00:50:03.000 --> 00:50:04.000]  聽到沒得吃
[00:50:04.000 --> 00:50:06.000]  耶穌動了持心
[00:50:06.000 --> 00:50:09.000]  希望餵他們吃五餅二魚
[00:50:09.000 --> 00:50:10.000]  去餵飽他們
[00:50:10.000 --> 00:50:12.000]  這5000人怎麼樣
[00:50:12.000 --> 00:50:14.000]  不用多久
[00:50:14.000 --> 00:50:18.000]  在約翰福音第六章第60節
[00:50:18.000 --> 00:50:23.000]  馬上這幫人聽見耶穌說的道
[00:50:23.000 --> 00:50:24.000]  就很不高興
[00:50:24.000 --> 00:50:26.000]  因為耶穌說的道太入肉
[00:50:26.000 --> 00:50:27.000]  太準確
[00:50:27.000 --> 00:50:30.000]  直接中了他們的罪性
[00:50:30.000 --> 00:50:33.000]  然後耶穌的門徒就來跟耶穌說
[00:50:33.000 --> 00:50:36.000]  阿夫子我收到消息
[00:50:36.000 --> 00:50:38.000]  什麼?收到什麼消息?
[00:50:38.000 --> 00:50:40.000]  有人惡評
[00:50:40.000 --> 00:50:41.000]  今天說
[00:50:41.000 --> 00:50:43.000]  如果上網
[00:50:43.000 --> 00:50:45.000]  我的講道經常惡評
[00:50:45.000 --> 00:50:47.000]  惡評
[00:50:47.000 --> 00:50:49.000]  什麼惡評?
[00:50:49.000 --> 00:50:50.000]  耶穌問他的門徒
[00:50:50.000 --> 00:50:52.000]  他說
[00:50:52.000 --> 00:50:55.000]  這話甚難誰能聽呢?
[00:50:55.000 --> 00:50:59.000]  約翰福音第六章第60節
[00:50:59.000 --> 00:51:02.000]  耶穌接著是明白
[00:51:02.000 --> 00:51:07.000]  這幫門徒心裡有很多爭論
[00:51:07.000 --> 00:51:10.000]  關於這些人的惡評
[00:51:10.000 --> 00:51:11.000]  因為他們擔心
[00:51:11.000 --> 00:51:14.000]  耶穌受罪這些人的惡評
[00:51:14.000 --> 00:51:15.000]  接著那些人跟
[00:51:15.000 --> 00:51:17.000]  哇現在剛剛出來開始傳道
[00:51:17.000 --> 00:51:18.000]  就5000了
[00:51:18.000 --> 00:51:19.000]  接著又3000了
[00:51:19.000 --> 00:51:21.000]  哇很多了
[00:51:21.000 --> 00:51:22.000]  哇現在又惡評
[00:51:22.000 --> 00:51:24.000]  這樣影響了教會不擺
[00:51:24.000 --> 00:51:27.000]  我們的水路財路就少了
[00:51:27.000 --> 00:51:28.000]  沒人跟著
[00:51:28.000 --> 00:51:30.000]  你知道有人跟著
[00:51:30.000 --> 00:51:31.000]  覺得自己威風一點
[00:51:31.000 --> 00:51:32.000]  是不是?
[00:51:32.000 --> 00:51:33.000]  靈氣強一點
[00:51:33.000 --> 00:51:35.000]  所以那些人很喜歡去大教會侍奉
[00:51:35.000 --> 00:51:36.000]  就這樣
[00:51:36.000 --> 00:51:39.000]  我不是說一定是大教會的人這樣
[00:51:39.000 --> 00:51:40.000]  很多人很蜂擁
[00:51:40.000 --> 00:51:42.000]  一定要去大教會侍奉那些
[00:51:42.000 --> 00:51:43.000]  就是這樣
[00:51:43.000 --> 00:51:44.000]  這樣的心態
[00:51:44.000 --> 00:51:45.000]  但是有人控制
[00:51:45.000 --> 00:51:47.000]  那我代表我成功
[00:51:47.000 --> 00:51:48.000]  我靈氣強一點
[00:51:48.000 --> 00:51:49.000]  是不是真的靈氣強一點
[00:51:49.000 --> 00:51:50.000]  這是另一個後話
[00:51:50.000 --> 00:51:53.000]  不過從這段聖經裡面我們看到
[00:51:53.000 --> 00:51:54.000]  接著
[00:51:54.000 --> 00:51:55.000]  這些人
[00:51:55.000 --> 00:51:57.000]  耶穌就對著這些門徒這樣解釋
[00:51:57.000 --> 00:52:00.000]  「這話叫你們厭氣嗎?
[00:52:00.000 --> 00:52:06.000]  倘或你們看見人子升天到他原來所住之處
[00:52:06.000 --> 00:52:08.000]  怎麼樣呢?
[00:52:08.000 --> 00:52:10.000]  叫人活著的乃是靈
[00:52:10.000 --> 00:52:11.000]  肉體是無益的
[00:52:11.000 --> 00:52:14.000]  我對你們所說的話就是靈
[00:52:14.000 --> 00:52:15.000]  就是生命
[00:52:15.000 --> 00:52:18.000]  只是你們中間有不信的人
[00:52:18.000 --> 00:52:21.000]  耶穌知道就算活在他當中的人
[00:52:21.000 --> 00:52:23.000]  和他有很多擁護
[00:52:23.000 --> 00:52:24.000]  約住耶穌的人
[00:52:24.000 --> 00:52:26.000]  其實這些人是什麼
[00:52:26.000 --> 00:52:29.000]  都是不信的人
[00:52:29.000 --> 00:52:32.000]  這班婦女其實他們的心態
[00:52:32.000 --> 00:52:35.000]  心智離不太遠
[00:52:35.000 --> 00:52:38.000]  這些人通常他們很會計算
[00:52:38.000 --> 00:52:41.000]  計算過我跟你有什麼好處
[00:52:41.000 --> 00:52:43.000]  跟你有什麼情況呢
[00:52:43.000 --> 00:52:48.000]  這班耶路撒冷的婦人就是很會計算
[00:52:48.000 --> 00:52:51.000]  和拿俄米一樣都是很會計算的人
[00:52:51.000 --> 00:52:54.000]  他們計算的是為自己的數來計算
[00:52:54.000 --> 00:52:55.000]  怎麼計算呢
[00:52:55.000 --> 00:52:58.000]  路德·基尼
[00:52:58.000 --> 00:53:01.000]  真的比七個兒子值
[00:53:01.000 --> 00:53:04.000]  現在他大協理現在發達了
[00:53:04.000 --> 00:53:06.000]  聽節目
[00:53:06.000 --> 00:53:14.000]  伯利恆的婦女不是蠢人
[00:53:14.000 --> 00:53:18.000]  他們很會在今生時代計算
[00:53:18.000 --> 00:53:21.000]  不過他們不會計算永恆的數
[00:53:21.000 --> 00:53:24.000]  現在的數最實際
[00:53:24.000 --> 00:53:26.000]  很多人都是這樣
[00:53:26.000 --> 00:53:27.000]  我怎麼知道信了耶穌
[00:53:27.000 --> 00:53:28.000]  是不是真的上天堂
[00:53:28.000 --> 00:53:29.000]  我又見不到天堂
[00:53:29.000 --> 00:53:31.000]  我又不見耶穌顯現
[00:53:31.000 --> 00:53:33.000]  你們說的
[00:53:33.000 --> 00:53:35.000]  你信耶穌的人說的
[00:53:35.000 --> 00:53:37.000]  聖經人寫的
[00:53:37.000 --> 00:53:39.000]  人說的
[00:53:39.000 --> 00:53:41.000]  他根本不信神
[00:53:41.000 --> 00:53:43.000]  他當然這樣說
[00:53:43.000 --> 00:53:47.000]  於是今世要先吃了先玩了
[00:53:47.000 --> 00:53:49.000]  這句活在當下
[00:53:49.000 --> 00:53:51.000]  就是這句說話出來
[00:53:51.000 --> 00:53:53.000]  先享受了
[00:53:53.000 --> 00:53:59.000]  有耳但不可聽的人就是這麼多
[00:53:59.000 --> 00:54:01.000]  就算聽見看見
[00:54:01.000 --> 00:54:03.000]  有上帝的說話
[00:54:03.000 --> 00:54:07.000]  有神的子民活在他們當中
[00:54:07.000 --> 00:54:09.000]  履行上帝的說話
[00:54:09.000 --> 00:54:11.000]  上帝使他們懷孕生子
[00:54:11.000 --> 00:54:13.000]  他們的心態是怎樣
[00:54:13.000 --> 00:54:17.000]  仍然是一條數
[00:54:17.000 --> 00:54:19.000]  而在這個時候
[00:54:19.000 --> 00:54:21.000]  抵不住脖子
[00:54:21.000 --> 00:54:23.000]  就和這個糯米頂
[00:54:23.000 --> 00:54:25.000]  還有的一會我們再說
[00:54:25.000 --> 00:54:27.000]  十六節和十七節上半節
[00:54:27.000 --> 00:54:29.000]  頂得更加硬
[00:54:29.000 --> 00:54:32.000]  典型的街坊爭執
[00:54:32.000 --> 00:54:34.000]  不過在這段聖經裏面
[00:54:34.000 --> 00:54:36.000]  我們看見
[00:54:36.000 --> 00:54:38.000]  他們只看眼前的利益
[00:54:38.000 --> 00:54:40.000]  看見面前的亨通
[00:54:40.000 --> 00:54:42.000]  這一刻
[00:54:42.000 --> 00:54:44.000]  上帝使我亨通我就信你
[00:54:44.000 --> 00:54:46.000]  我就跟從你
[00:54:46.000 --> 00:54:48.000]  我讚頌你
[00:54:48.000 --> 00:54:50.000]  就是這裡
[00:54:50.000 --> 00:54:52.000]  耶華是應當稱重的
[00:54:52.000 --> 00:54:56.000]  又次再次枉稱耶華的名
[00:54:56.000 --> 00:54:58.000]  但是弟兄姊妹
[00:54:58.000 --> 00:55:00.000]  在這樣的人裏面
[00:55:00.000 --> 00:55:02.000]  你認為這種人
[00:55:02.000 --> 00:55:06.000]  上帝要怎樣做才能改變
[00:55:06.000 --> 00:55:10.000]  上帝不是扭轉一個人的心
[00:55:10.000 --> 00:55:12.000]  上帝是讓一個能夠跟從他人的心
[00:55:12.000 --> 00:55:14.000]  能夠得到啟明
[00:55:14.000 --> 00:55:18.000]  而回轉回到上帝面前
[00:55:18.000 --> 00:55:20.000]  你不知道
[00:55:20.000 --> 00:55:22.000]  我啟示給你知道
[00:55:22.000 --> 00:55:24.000]  上帝做很多事去幫人
[00:55:24.000 --> 00:55:26.000]  啟示每一個人
[00:55:26.000 --> 00:55:28.000]  甚至個人自己的罪的可怕
[00:55:28.000 --> 00:55:30.000]  然後看見自己的罪的可怕
[00:55:30.000 --> 00:55:32.000]  肯回轉的人
[00:55:32.000 --> 00:55:34.000]  那些就值得上帝拯救
[00:55:34.000 --> 00:55:36.000]  有上帝的呼召
[00:55:36.000 --> 00:55:38.000]  如果那些人
[00:55:38.000 --> 00:55:40.000]  看見自己的罪
[00:55:40.000 --> 00:55:42.000]  是要躺在身上犯罪
[00:55:42.000 --> 00:55:46.000]  那上帝也不會不尊重你
[00:55:46.000 --> 00:55:48.000]  上帝很尊重你
[00:55:48.000 --> 00:55:50.000]  就讓你去死
[00:55:50.000 --> 00:55:52.000]  因為一個人要去死
[00:55:52.000 --> 00:55:54.000]  上帝不會阻你
[00:55:54.000 --> 00:55:56.000]  上帝有兩條路給你走
[00:55:56.000 --> 00:55:58.000]  一條永恆在死亡的生活
[00:55:58.000 --> 00:56:00.000]  你選哪一條
[00:56:00.000 --> 00:56:02.000]  你要選死路
[00:56:02.000 --> 00:56:04.000]  上帝不會阻你
[00:56:04.000 --> 00:56:06.000]  所以弟兄姊妹
[00:56:06.000 --> 00:56:08.000]  上帝不是不想人得救
[00:56:08.000 --> 00:56:10.000]  上帝想萬人得救
[00:56:10.000 --> 00:56:12.000]  我們很多信徒
[00:56:12.000 --> 00:56:14.000]  都很想萬人得救
[00:56:14.000 --> 00:56:16.000]  不過我們要明白到
[00:56:16.000 --> 00:56:18.000]  有很多人有意聽了上帝的道理
[00:56:18.000 --> 00:56:20.000]  都不會改變
[00:56:20.000 --> 00:56:22.000]  我自己做牧者很明白
[00:56:22.000 --> 00:56:24.000]  譬如我預備一堂道
[00:56:24.000 --> 00:56:26.000]  至少20個小時
[00:56:26.000 --> 00:56:28.000]  20個小時預備一堂道
[00:56:28.000 --> 00:56:30.000]  用盡我20個小時的時間去預備
[00:56:30.000 --> 00:56:32.000]  我曾經去過一間教會
[00:56:32.000 --> 00:56:34.000]  他們說你用20個小時去預備一堂道
[00:56:34.000 --> 00:56:36.000]  根本你是錯的
[00:56:36.000 --> 00:56:38.000]  掌執啊
[00:56:38.000 --> 00:56:40.000]  國際知名牧者
[00:56:40.000 --> 00:56:42.000]  但是我們做傳統人
[00:56:42.000 --> 00:56:44.000]  最重要就是要盡量
[00:56:44.000 --> 00:56:46.000]  將上帝的說話介紹清楚給人知道
[00:56:46.000 --> 00:56:48.000]  我自己要弄清楚
[00:56:48.000 --> 00:56:50.000]  你應該多做一些探訪
[00:56:50.000 --> 00:56:52.000]  多做一些人們喜歡
[00:56:52.000 --> 00:56:54.000]  建議我們去關懷的儀式
[00:56:54.000 --> 00:56:56.000]  我不是不關懷
[00:56:56.000 --> 00:56:58.000]  但那個是誰主要的
[00:56:58.000 --> 00:57:00.000]  我要做
[00:57:00.000 --> 00:57:02.000]  我要分次序
[00:57:02.000 --> 00:57:04.000]  我們要先分重要的
[00:57:04.000 --> 00:57:06.000]  上帝叫我們做傳道人
[00:57:06.000 --> 00:57:08.000]  首先要弄清楚道
[00:57:08.000 --> 00:57:10.000]  道不清楚
[00:57:10.000 --> 00:57:12.000]  我們就傳錯
[00:57:12.000 --> 00:57:14.000]  那你就錯了
[00:57:14.000 --> 00:57:16.000]  聖經只有一個
[00:57:16.000 --> 00:57:18.000]  我可以傳
[00:57:18.000 --> 00:57:20.000]  我愛的
[00:57:20.000 --> 00:57:22.000]  如果這樣說
[00:57:22.000 --> 00:57:24.000]  聖經用不著成本讀
[00:57:24.000 --> 00:57:26.000]  只要一個愛字就行了
[00:57:26.000 --> 00:57:28.000]  很多教會門口都貼著一個
[00:57:28.000 --> 00:57:30.000]  邪教都有的
[00:57:30.000 --> 00:57:32.000]  為什麼要回基督教會
[00:57:32.000 --> 00:57:34.000]  因為
[00:57:34.000 --> 00:57:36.000]  很多的人
[00:57:36.000 --> 00:57:38.000]  根本承載不了上帝的說話
[00:57:38.000 --> 00:57:40.000]  我們很想他們改變
[00:57:40.000 --> 00:57:42.000]  沒錯的
[00:57:42.000 --> 00:57:44.000]  不過我們要明白
[00:57:44.000 --> 00:57:46.000]  這些人就算你講多少次
[00:57:46.000 --> 00:57:48.000]  真理給他們知道
[00:57:48.000 --> 00:57:50.000]  他們都覺得你是歪理
[00:57:50.000 --> 00:57:52.000]  因為不中聽
[00:57:52.000 --> 00:57:54.000]  而來到路德記
[00:57:54.000 --> 00:57:56.000]  第四章
[00:57:56.000 --> 00:57:58.000]  為什麼我說是一個戲肉
[00:57:58.000 --> 00:58:00.000]  因為要用這批人襯托出來
[00:58:00.000 --> 00:58:02.000]  讓這批人讓我們看到
[00:58:02.000 --> 00:58:04.000]  真正上帝用得著的人
[00:58:04.000 --> 00:58:06.000]  和一些不能用的人
[00:58:06.000 --> 00:58:08.000]  是什麼
[00:58:08.000 --> 00:58:10.000]  而最後上帝選擇了
[00:58:10.000 --> 00:58:12.000]  用波亞斯的後裔
[00:58:12.000 --> 00:58:14.000]  俄彼得能夠奧比特
[00:58:14.000 --> 00:58:16.000]  去延續
[00:58:16.000 --> 00:58:18.000]  這個舊恩歷史
[00:58:18.000 --> 00:58:20.000]  俄彼得這個名字也不是很好的
[00:58:20.000 --> 00:58:22.000]  我們一會兒看看
[00:58:22.000 --> 00:58:24.000]  不過從這裡我們去看
[00:58:24.000 --> 00:58:26.000]  今天很多人
[00:58:26.000 --> 00:58:28.000]  他的信仰狀態
[00:58:28.000 --> 00:58:30.000]  他屬靈的生命
[00:58:30.000 --> 00:58:32.000]  只存留在一種
[00:58:32.000 --> 00:58:34.000]  非常膚淺的狀態之下
[00:58:34.000 --> 00:58:36.000]  但是他們就在教會裏
[00:58:36.000 --> 00:58:38.000]  不斷地混下去
[00:58:38.000 --> 00:58:40.000]  而且混得很風生水起
[00:58:42.000 --> 00:58:44.000]  但是這樣的人
[00:58:44.000 --> 00:58:46.000]  上帝是不是最終用得著呢?
[00:58:46.000 --> 00:58:50.000]  不是因為他的嘴巴說得多漂亮
[00:58:50.000 --> 00:58:52.000]  上帝看的是你的心
[00:58:52.000 --> 00:58:56.000]  第十六節
[00:58:56.000 --> 00:58:58.000]  十七節
[00:58:58.000 --> 00:59:00.000]  南奧米把孩子抱在懷中
[00:59:00.000 --> 00:59:02.000]  作他的養母
[00:59:02.000 --> 00:59:04.000]  論社的婦人說
[00:59:04.000 --> 00:59:06.000]  南奧米得了孩子了
[00:59:06.000 --> 00:59:08.000]  就給孩子起名叫
[00:59:08.000 --> 00:59:10.000]  俄彼得
[00:59:10.000 --> 00:59:12.000]  來到最後
[00:59:12.000 --> 00:59:14.000]  作者
[00:59:14.000 --> 00:59:16.000]  路德基的作者
[00:59:16.000 --> 00:59:18.000]  更加要反映出
[00:59:18.000 --> 00:59:20.000]  這班有而卻不可聽的人
[00:59:20.000 --> 00:59:22.000]  他們的內心的矛盾
[00:59:22.000 --> 00:59:28.000]  內心的矛盾
[00:59:28.000 --> 00:59:30.000]  南奧米不但在這裡
[00:59:30.000 --> 00:59:32.000]  沒有理會這班婦女說什麼
[00:59:32.000 --> 00:59:36.000]  其他完全不說話
[00:59:36.000 --> 00:59:38.000]  聖經作者也都故意
[00:59:38.000 --> 00:59:40.000]  我們已經說過
[00:59:40.000 --> 00:59:42.000]  在第四章裡我們發現
[00:59:42.000 --> 00:59:44.000]  從這裡再也聽不到
[00:59:44.000 --> 00:59:46.000]  南奧米路德在說什麼
[00:59:46.000 --> 00:59:48.000]  我們只聽見
[00:59:48.000 --> 00:59:50.000]  在前文就聽見波亞斯和長老
[00:59:50.000 --> 00:59:52.000]  和老友同鄉的對話
[00:59:52.000 --> 00:59:54.000]  來到這裡
[00:59:54.000 --> 00:59:56.000]  又是老友同鄉的婦女
[00:59:56.000 --> 00:59:58.000]  同鄉的婦女
[00:59:58.000 --> 01:00:00.000]  他們說的話
[01:00:00.000 --> 01:00:02.000]  這班人其實
[01:00:02.000 --> 01:00:04.000]  內心很矛盾
[01:00:04.000 --> 01:00:06.000]  矛盾呢
[01:00:06.000 --> 01:00:08.000]  以南奧米做一個例子
[01:00:08.000 --> 01:00:10.000]  南奧米
[01:00:10.000 --> 01:00:12.000]  聽完這班人說話
[01:00:12.000 --> 01:00:14.000]  他不是
[01:00:14.000 --> 01:00:16.000]  不是不聽到
[01:00:16.000 --> 01:00:18.000]  他聽到
[01:00:18.000 --> 01:00:20.000]  這個時候
[01:00:20.000 --> 01:00:22.000]  他抱緊了鷹鞋
[01:00:22.000 --> 01:00:24.000]  還要做到
[01:00:24.000 --> 01:00:26.000]  好像在語養他
[01:00:26.000 --> 01:00:28.000]  原文呢
[01:00:28.000 --> 01:00:30.000]  在和合本說作他的養母
[01:00:30.000 --> 01:00:32.000]  在原文裡
[01:00:32.000 --> 01:00:34.000]  英文有些翻譯為
[01:00:34.000 --> 01:00:36.000]  Caregiver
[01:00:36.000 --> 01:00:38.000]  另外有些人翻譯原文
[01:00:38.000 --> 01:00:40.000]  字眼的時候
[01:00:40.000 --> 01:00:42.000]  原來這是一個動詞
[01:00:42.000 --> 01:00:44.000]  化名詞的用法
[01:00:44.000 --> 01:00:46.000]  我們叫分詞
[01:00:46.000 --> 01:00:48.000]  Participle
[01:00:48.000 --> 01:00:50.000]  這個字源自於
