
[00:00:00.000 --> 00:00:02.760]   (waves crashing)
[00:33:23.920 --> 00:33:26.240]   No, I'm not saying that in the slightest.
[00:33:26.240 --> 00:33:28.380]   What I'm saying is that Paul certainly says,
[00:33:28.380 --> 00:33:29.800]   hey, there are some things you need to flee,
[00:33:29.800 --> 00:33:30.980]   but he doesn't stop there.
[00:33:30.980 --> 00:33:33.940]   He tells you there are also some things you need to pursue.
[00:33:34.060 --> 00:33:38.020]   You need to pursue righteousness and faith and love
[00:33:38.020 --> 00:33:40.740]   and peace along with those who call on the Lord
[00:33:40.740 --> 00:33:42.020]   from a pure heart.
[00:33:42.020 --> 00:33:45.500]   Listen to me, that is way more
[00:33:45.500 --> 00:33:48.500]   than some religious rhetoric that Paul's throwing at you.
[00:33:48.500 --> 00:33:51.420]   That is the promise of a radical reality
[00:33:51.420 --> 00:33:53.300]   that comes with Christ.
[00:33:53.300 --> 00:33:55.580]   Like, you pursue righteousness,
[00:33:55.580 --> 00:33:57.460]   a guilt-free sort of existence
[00:33:57.460 --> 00:34:00.500]   where you never have to fear being found out.
[00:34:00.500 --> 00:34:01.720]   Don't you want that?
[00:34:01.720 --> 00:34:03.620]   The kind of freedom where you're not worried about,
[00:34:03.620 --> 00:34:05.540]   like, man, well, they're gonna hear what I did last weekend
[00:34:05.540 --> 00:34:07.100]   or what I have done in the past
[00:34:07.100 --> 00:34:08.460]   or what I said to that person.
[00:34:08.460 --> 00:34:10.460]   You don't have to live in that kind of fear.
[00:34:10.460 --> 00:34:13.940]   You get to have freedom instead because you're righteous.
[00:34:13.940 --> 00:34:17.120]   You get to pursue love,
[00:34:17.120 --> 00:34:18.860]   not a love that's transactional,
[00:34:18.860 --> 00:34:20.180]   quid pro quo, this for that,
[00:34:20.180 --> 00:34:23.400]   as long as I do well by you, you'll do well by me.
[00:34:23.400 --> 00:34:26.460]   No, it's not a transactional or conditional kind of love.
[00:34:26.460 --> 00:34:28.580]   It is a kind of love that is afforded to you
[00:34:28.580 --> 00:34:30.340]   whether you do or do not do,
[00:34:30.340 --> 00:34:33.020]   whether you do or do not deserve it.
[00:34:33.020 --> 00:34:35.560]   You get to pursue faith.
[00:34:35.560 --> 00:34:37.140]   This one's so amazing.
[00:34:37.140 --> 00:34:38.620]   Like, you don't have to settle
[00:34:38.620 --> 00:34:40.900]   for a simple and a safe kind of life.
[00:34:40.900 --> 00:34:45.180]   Instead, you can dare to dream and live and venture
[00:34:45.180 --> 00:34:48.820]   into something that's big and bold and brave and beautiful.
[00:34:48.820 --> 00:34:51.340]   Instead, you get to go with God.
[00:34:51.340 --> 00:34:54.260]   You get to pursue peace.
[00:34:54.260 --> 00:34:56.300]   Like, in a world that is spinning out of control,
[00:34:56.300 --> 00:34:57.580]   it is absolutely chaotic.
[00:34:57.580 --> 00:34:59.820]   Everyone is anxious right now.
[00:34:59.820 --> 00:35:01.600]   You don't have to be
[00:35:01.600 --> 00:35:03.980]   because you know who is in control.
[00:35:03.980 --> 00:35:06.500]   You know God sits on his throne,
[00:35:06.500 --> 00:35:08.540]   that he is in fact sovereign.
[00:35:08.540 --> 00:35:10.500]   He rules and he reigns all things.
[00:35:10.500 --> 00:35:12.660]   Nothing happens or does not happen
[00:35:12.660 --> 00:35:15.140]   that he does not allow nor speak into.
[00:35:15.140 --> 00:35:19.620]   Everything accords with his will and his word.
[00:35:19.620 --> 00:35:21.140]   And so you can have peace.
[00:35:21.140 --> 00:35:23.100]   Don't you hear me on this?
[00:35:23.100 --> 00:35:25.340]   It's not that you're settling for a lesser life.
[00:35:25.340 --> 00:35:27.940]   You are trading in for a better one.
[00:35:27.940 --> 00:35:32.080]   The Christian life is not secondary
[00:35:32.080 --> 00:35:34.040]   to the secular lifestyle.
[00:35:34.040 --> 00:35:35.640]   It's supreme.
[00:35:35.640 --> 00:35:37.000]   It's better.
[00:35:37.000 --> 00:35:37.840]   It's better.
[00:35:37.840 --> 00:35:39.720]   And it's time some of you believe it.
[00:35:39.720 --> 00:35:44.280]   It's time some of you live it so you might believe it.
[00:35:44.280 --> 00:35:48.740]   Last one, verse 23.
[00:35:48.740 --> 00:35:52.420]   Have nothing to do with foolish, ignorant controversies.
[00:35:52.420 --> 00:35:54.440]   You know they breed quarrels.
[00:35:54.440 --> 00:35:56.280]   Lord's servants, not meant to be quarrelsome,
[00:35:56.280 --> 00:35:58.160]   but kind to everyone, able to teach,
[00:35:58.160 --> 00:35:59.680]   patiently enduring evil,
[00:35:59.680 --> 00:36:01.640]   correcting his opponents with gentleness.
[00:36:01.640 --> 00:36:03.440]   God may perhaps grant them repentance
[00:36:03.440 --> 00:36:05.000]   leading to a knowledge of the truth.
[00:36:05.000 --> 00:36:06.800]   And they may come to their senses
[00:36:06.800 --> 00:36:08.540]   and escape from the snare of the devil
[00:36:08.540 --> 00:36:10.400]   after being captured by him to do his will.
[00:36:10.400 --> 00:36:12.920]   Your last point, if you want to live a life of honor
[00:36:12.920 --> 00:36:17.280]   is you got to focus on the person past the problem.
[00:36:17.280 --> 00:36:19.400]   You got to focus on the person past the problem.
[00:36:19.400 --> 00:36:21.880]   If you look at the context of what Paul is saying here,
[00:36:21.880 --> 00:36:24.240]   he's saying that we should engage with people,
[00:36:24.240 --> 00:36:26.360]   but not a people that are easy to love
[00:36:26.360 --> 00:36:28.520]   and man, they're just, they're the chillest personality
[00:36:28.520 --> 00:36:30.760]   and they're so laid back to spend time with.
[00:36:30.760 --> 00:36:33.520]   No, he's saying you should engage with a people
[00:36:33.520 --> 00:36:38.520]   that stir up ignorant controversies.
[00:36:38.520 --> 00:36:41.480]   Like people that get in your face,
[00:36:41.480 --> 00:36:43.180]   that disagree with what you believe,
[00:36:43.180 --> 00:36:46.280]   that criticize your own positions.
[00:36:46.280 --> 00:36:49.300]   And that's why you got to stay focused.
[00:36:49.300 --> 00:36:52.540]   That's why it's important for us to stay focused
[00:36:52.540 --> 00:36:56.480]   because we got to avoid unsportsmanlike conduct penalties.
[00:36:56.480 --> 00:37:00.640]   What I mean by that is football players,
[00:37:00.640 --> 00:37:03.000]   they get called for being unsportsmanlike, why?
[00:37:03.000 --> 00:37:06.900]   Because they lost their focus.
[00:37:06.900 --> 00:37:11.720]   They forgot the greater goal, winning the game.
[00:37:11.720 --> 00:37:15.760]   And instead they only saw red
[00:37:15.760 --> 00:37:17.600]   for the guy that got crossed with them,
[00:37:17.600 --> 00:37:18.760]   the one that offended them,
[00:37:18.760 --> 00:37:19.800]   the ones that they got to get back.
[00:37:19.800 --> 00:37:21.040]   You know, like that's what happens.
[00:37:21.040 --> 00:37:22.820]   And what ends up happening to them
[00:37:22.820 --> 00:37:25.360]   is the same thing that happens to us in the Christian life,
[00:37:25.360 --> 00:37:28.720]   in the church itself, whenever we see red
[00:37:28.720 --> 00:37:33.640]   and we choose to retaliate instead of offer grace
[00:37:33.640 --> 00:37:35.800]   and move in for the person instead of the problem.
[00:37:35.800 --> 00:37:37.560]   What happens is they get penalized.
[00:37:37.560 --> 00:37:40.980]   The same thing happens to us, your witness gets penalized.
[00:37:40.980 --> 00:37:43.240]   Like when you respond and you're enraged
[00:37:43.240 --> 00:37:48.240]   or you're impatient or you're angry or whatever it may be,
[00:37:50.860 --> 00:37:52.520]   that doesn't lead people to Christ.
[00:37:52.520 --> 00:37:55.600]   No one is strong-armed into salvation.
[00:37:55.600 --> 00:37:58.220]   No one's argued into heaven.
[00:37:58.220 --> 00:37:59.760]   No one's wrestled into redemption.
[00:37:59.760 --> 00:38:02.360]   You know, like at the end of the day,
[00:38:02.360 --> 00:38:07.360]   conversion does not come through cognition, what you know.
[00:38:07.360 --> 00:38:12.260]   It comes through conviction, what you believe.
[00:38:12.260 --> 00:38:16.600]   So Romans 1:16 says, "For I'm not ashamed of the gospel,
[00:38:16.600 --> 00:38:19.140]   "for it is the power of God for salvation."
[00:38:19.140 --> 00:38:20.320]   It is the power of God.
[00:38:20.320 --> 00:38:22.200]   What, the gospel is the power of God.
[00:38:22.200 --> 00:38:24.840]   Not you, you're not the power of God unto salvation.
[00:38:24.840 --> 00:38:26.600]   Not the porch, the porch is not the power of God
[00:38:26.600 --> 00:38:27.480]   unto salvation.
[00:38:27.480 --> 00:38:29.240]   Not Watermark, not whatever church it is
[00:38:29.240 --> 00:38:31.240]   that you're a part of, that you're listening to right now.
[00:38:31.240 --> 00:38:34.600]   Nothing else is the power of God unto salvation
[00:38:34.600 --> 00:38:36.360]   but the gospel.
[00:38:36.360 --> 00:38:39.120]   We gotta keep that in focus.
[00:38:39.120 --> 00:38:44.080]   Because even though someone may feel so off their rocker,
[00:38:44.080 --> 00:38:46.760]   like they may feel way past your help,
[00:38:46.760 --> 00:38:51.440]   beyond anyone's reach, this tells us,
[00:38:51.440 --> 00:38:55.120]   God may perhaps grant them repentance,
[00:38:55.120 --> 00:38:57.000]   leading to a knowledge of the truth,
[00:38:57.000 --> 00:38:58.680]   and they may come to their senses.
[00:38:58.680 --> 00:39:01.160]   That word is sobriety.
[00:39:01.160 --> 00:39:04.680]   They might be sobered and escape the snare of the devil.
[00:39:04.680 --> 00:39:08.240]   What it tells us is the same truth
[00:39:08.240 --> 00:39:11.220]   that Dietrich Bonhoeffer tells us.
[00:39:11.220 --> 00:39:15.160]   He's quoted saying, "We must learn to regard people
[00:39:15.160 --> 00:39:18.640]   less in the light of what they do or omit to do,
[00:39:18.640 --> 00:39:20.240]   and we must regard them instead
[00:39:20.240 --> 00:39:21.760]   in light of what they suffer."
[00:39:21.760 --> 00:39:24.680]   You see, ultimately, we don't regard people
[00:39:24.680 --> 00:39:25.980]   in light of what they say.
[00:39:25.980 --> 00:39:29.740]   We regard them in light of what they suffer.
[00:39:29.740 --> 00:39:32.560]   They're captive, they're captive to an enemy,
[00:39:32.560 --> 00:39:34.480]   they're bound to do his will,
[00:39:34.480 --> 00:39:39.480]   and yet, perhaps, God might save them.
[00:39:39.480 --> 00:39:44.440]   That changes everything.
[00:39:44.440 --> 00:39:47.500]   Because even though it is God who does the work,
[00:39:47.500 --> 00:39:49.160]   often, he does that work through you,
[00:39:49.160 --> 00:39:52.440]   and it's not by way of your impressiveness,
[00:39:52.440 --> 00:39:55.120]   it is by way of your graciousness.
[00:39:55.120 --> 00:39:56.080]   That's what Paul goes on.
[00:39:56.080 --> 00:39:59.000]   He says, "Your speech should be characterized
[00:39:59.000 --> 00:40:00.840]   by four particular graces."
[00:40:00.840 --> 00:40:03.120]   The first one is it should be kind.
[00:40:03.120 --> 00:40:07.240]   Your grace, I mean, your speech should be kind.
[00:40:07.240 --> 00:40:12.120]   That word carries the idea of a gentleness,
[00:40:12.120 --> 00:40:17.120]   that it is not unnecessarily harsh.
[00:40:17.120 --> 00:40:18.920]   So think of it like this.
[00:40:18.920 --> 00:40:21.680]   Your words should be like that towel
[00:40:21.680 --> 00:40:23.440]   you dry your face with in the morning
[00:40:23.440 --> 00:40:25.760]   when you arise and you wash.
[00:40:25.760 --> 00:40:26.880]   You want it to be soft.
[00:40:26.880 --> 00:40:29.320]   You don't want it to be sandpaper.
[00:40:29.320 --> 00:40:32.480]   Your words should not be coarse like sandpaper.
[00:40:32.480 --> 00:40:34.840]   They should be kind instead.
[00:40:34.840 --> 00:40:37.040]   That's what he's getting at,
[00:40:37.040 --> 00:40:38.880]   and yet, I know some of you, you hear that,
[00:40:38.880 --> 00:40:40.320]   and you're like, "Hold on, man.
[00:40:40.400 --> 00:40:42.640]   Jesus, he was corrective.
[00:40:42.640 --> 00:40:43.680]   He was coarse at times.
[00:40:43.680 --> 00:40:45.480]   He was even harsh in different moments."
[00:40:45.480 --> 00:40:46.520]   And yet, what you need to know
[00:40:46.520 --> 00:40:50.280]   is Jesus never spoke an unkind word
[00:40:50.280 --> 00:40:52.120]   to someone that did not,
[00:40:52.120 --> 00:40:54.020]   or he never spoke an unkind word
[00:40:54.020 --> 00:40:56.520]   to those that did not believe.
[00:40:56.520 --> 00:40:59.200]   He was always kind to the unbelieving,
[00:40:59.200 --> 00:41:02.320]   and we should be too, because Romans 2:4 tells us,
[00:41:02.320 --> 00:41:05.280]   "Or do you presume on the riches of his kindness
[00:41:05.280 --> 00:41:06.420]   and forbearance and patience,"
[00:41:06.420 --> 00:41:09.000]   not knowing that it's God's kindness
[00:41:09.000 --> 00:41:11.120]   that's meant to lead you to repentance.
[00:41:11.120 --> 00:41:15.080]   It's kindness that cultivates the hearts of people
[00:41:15.080 --> 00:41:16.840]   to receive the good news.
[00:41:16.840 --> 00:41:19.440]   The second thing we know is that we should speak
[00:41:19.440 --> 00:41:22.800]   in a way that is informed.
[00:41:22.800 --> 00:41:24.240]   That's what he tells us,
[00:41:24.240 --> 00:41:25.720]   and the reason why is because when people come
[00:41:25.720 --> 00:41:27.360]   and they ask you questions,
[00:41:27.360 --> 00:41:29.000]   you want to have a good answer
[00:41:29.000 --> 00:41:31.200]   for why you believe what you believe.
[00:41:31.200 --> 00:41:33.320]   So previously, in a different ministry,
[00:41:33.320 --> 00:41:35.580]   we would gather volunteer candidates,
[00:41:35.580 --> 00:41:37.200]   people that wanted to serve alongside us,
[00:41:37.200 --> 00:41:39.960]   and we would ask them one of the most important questions
[00:41:39.960 --> 00:41:41.200]   within the entire interview process,
[00:41:41.200 --> 00:41:43.400]   which was, "Can you share the gospel
[00:41:43.400 --> 00:41:45.560]   with us in your own words?"
[00:41:45.560 --> 00:41:47.480]   And the reason we would do that isn't because
[00:41:47.480 --> 00:41:48.440]   we didn't think they knew it.
[00:41:48.440 --> 00:41:49.780]   No, we would do that with them
[00:41:49.780 --> 00:41:52.760]   because we knew they would need it.
[00:41:52.760 --> 00:41:56.640]   Like, someone's going to hear that you believe in God,
[00:41:56.640 --> 00:42:00.000]   you have met Jesus, and they're gonna wanna understand
[00:42:00.000 --> 00:42:03.040]   what then are the implications of all of that,
[00:42:03.040 --> 00:42:05.220]   and giving responses like, "Well, it's the news of grace,"
[00:42:05.220 --> 00:42:06.240]   or, "God loves you."
[00:42:06.240 --> 00:42:07.600]   Like, that's not sufficient.
[00:42:07.600 --> 00:42:09.640]   It's not informed enough.
[00:42:09.640 --> 00:42:12.600]   No, you need to speak very specifically
[00:42:12.600 --> 00:42:15.160]   about what Christ has done,
[00:42:15.160 --> 00:42:18.160]   that he has lived the life that we could not,
[00:42:18.160 --> 00:42:20.600]   that he died the death we all deserve,
[00:42:20.600 --> 00:42:23.260]   that he rose forth beating death by death itself,
[00:42:23.260 --> 00:42:26.000]   that any who would place their faith in him
[00:42:26.000 --> 00:42:30.440]   would realize they too can be saved of their sins,
[00:42:30.440 --> 00:42:32.800]   that they can follow him as the Lord of their life.
[00:42:32.800 --> 00:42:36.580]   It is imperative that we are an informed people.
[00:42:36.580 --> 00:42:39.920]   The third thing Paul says, that we should be patient,
[00:42:39.920 --> 00:42:43.880]   that we should be able to endure evil, is the idea there.
[00:42:43.880 --> 00:42:45.760]   Why does this one matter?
[00:42:45.760 --> 00:42:48.000]   Because the world really sucks at this one.
[00:42:48.000 --> 00:42:49.800]   The world is not good
[00:42:49.800 --> 00:42:53.320]   at patiently enduring one another's evil.
[00:42:53.320 --> 00:42:57.280]   Instead, when someone cusses you out, you cuss them back.
[00:42:57.280 --> 00:42:59.120]   When someone hits you, you hit them harder.
[00:42:59.120 --> 00:43:01.760]   Like, that's the mentality of our world,
[00:43:01.760 --> 00:43:04.160]   and yet that is not the case for the Christian.
[00:43:04.160 --> 00:43:05.000]   Why?
[00:43:05.000 --> 00:43:07.900]   Because that is not the case for our Christ.
[00:43:07.900 --> 00:43:11.680]   We know Jesus, he endured evil,
[00:43:11.680 --> 00:43:13.720]   and he did so not just in his life,
[00:43:13.720 --> 00:43:14.940]   he did so in his death,
[00:43:14.940 --> 00:43:19.940]   and he did so so patiently, so astoundingly,
[00:43:19.940 --> 00:43:25.400]   that after he surrendered his life to God
[00:43:25.400 --> 00:43:27.920]   and he breathed his last,
[00:43:27.920 --> 00:43:31.160]   that centurion which stood there by the side
[00:43:31.160 --> 00:43:33.960]   said, "Surely that man,
[00:43:33.960 --> 00:43:35.960]   "and the way he has suffered so well,
[00:43:35.960 --> 00:43:38.160]   "is the son of God."
[00:43:38.160 --> 00:43:44.520]   People, they will not be convinced by how strong you are.
[00:43:44.520 --> 00:43:47.040]   They will be convinced by how well you suffer.
[00:43:47.040 --> 00:43:51.520]   You don't need to retaliate to evil.
[00:43:51.520 --> 00:43:55.160]   You need to respond with grace.
[00:43:55.160 --> 00:43:56.320]   You need to be patient.
[00:43:56.320 --> 00:44:00.500]   And the last one he says is that you should be civil.
[00:44:00.500 --> 00:44:03.080]   I love this one, because Paul tells us here
[00:44:03.080 --> 00:44:04.960]   at the very end of the letter for all of you,
[00:44:04.960 --> 00:44:06.960]   that are, man, you're just kind of uncomfortable
[00:44:06.960 --> 00:44:08.200]   in your seat 'cause you wanna get up
[00:44:08.200 --> 00:44:09.040]   and you wanna say something.
[00:44:09.040 --> 00:44:10.200]   He's like, "Hey, you need to get up
[00:44:10.200 --> 00:44:11.300]   "and you need to say something.
[00:44:11.300 --> 00:44:12.460]   "There are going to be moments
[00:44:12.460 --> 00:44:14.520]   "where you need to correct someone's thinking.
[00:44:14.520 --> 00:44:16.920]   "You need to challenge their position.
[00:44:16.920 --> 00:44:19.320]   "You need to offer a recommendation.
[00:44:19.320 --> 00:44:21.040]   "There are going to be moments where you do that,
[00:44:21.040 --> 00:44:22.000]   "and yet, listen to me,
[00:44:22.000 --> 00:44:23.780]   "though you may disagree with people,
[00:44:23.780 --> 00:44:26.480]   "you always do so with civility."
[00:44:26.480 --> 00:44:29.680]   We're bad at this right now.
[00:44:30.500 --> 00:44:31.900]   We look across our culture
[00:44:31.900 --> 00:44:34.420]   and we see plenty of disagreement,
[00:44:34.420 --> 00:44:37.220]   but we see so much indignity.
[00:44:37.220 --> 00:44:43.380]   We don't know how to conflict and keep our composure.
[00:44:43.380 --> 00:44:47.460]   There's a story that I think articulates
[00:44:47.460 --> 00:44:49.340]   what we should do instead so well.
[00:44:49.340 --> 00:44:53.180]   It's about 200 years old,
[00:44:53.180 --> 00:44:55.780]   the conversation between a guy named Charles Simeon
[00:44:55.780 --> 00:45:00.700]   and John Wesley, one was a staunch Calvinist,
[00:45:00.700 --> 00:45:03.320]   the other a staunch Arminian.
[00:45:03.320 --> 00:45:04.860]   And you don't need to know the distinctions
[00:45:04.860 --> 00:45:06.000]   of what those things mean
[00:45:06.000 --> 00:45:07.860]   if you've never heard those phrases before,
[00:45:07.860 --> 00:45:09.380]   but what you need to know is
[00:45:09.380 --> 00:45:12.380]   this was essentially a theological turf battle.
[00:45:12.380 --> 00:45:15.760]   These guys, they are doctrinally distinct,
[00:45:15.760 --> 00:45:16.600]   to say the least.
[00:45:16.600 --> 00:45:18.420]   They are sitting down to have a conversation
[00:45:18.420 --> 00:45:20.700]   about their own personal positions,
[00:45:20.700 --> 00:45:23.620]   and they know this thing is gonna come to blows
[00:45:23.620 --> 00:45:27.300]   because we don't believe similarly on some key issues
[00:45:27.300 --> 00:45:29.620]   in areas of the faith.
[00:45:29.620 --> 00:45:34.620]   And yet, Charles Simeon, he says this.
[00:45:34.620 --> 00:45:38.140]   Speaking to John, he says,
[00:45:38.140 --> 00:45:42.540]   "Sir, I understand that you're called an Arminian,
[00:45:42.540 --> 00:45:46.700]   and I have been sometimes called a Calvinist.
[00:45:46.700 --> 00:45:50.500]   And therefore, I suppose we're to draw daggers.
[00:45:51.620 --> 00:45:54.380]   But before I consent to begin that combat
[00:45:54.380 --> 00:45:58.480]   with your permission, I'd like to ask a few questions."
[00:45:58.480 --> 00:46:04.860]   And what proceeds in the dialogue is Charles asking John,
[00:46:04.860 --> 00:46:07.740]   "Do you believe that you are lost
[00:46:07.740 --> 00:46:09.260]   in the trespasses of your sin
[00:46:09.260 --> 00:46:10.620]   and you cannot save yourself?"
[00:46:10.620 --> 00:46:12.160]   Yes, I do believe that.
[00:46:12.160 --> 00:46:16.260]   "Do you believe that Jesus Christ is the Son of God
[00:46:16.260 --> 00:46:20.040]   and he has come to save your soul?"
[00:46:20.040 --> 00:46:22.120]   Yes, I do believe that.
[00:46:22.120 --> 00:46:26.180]   "Do you believe God's grace is a gift
[00:46:26.180 --> 00:46:29.980]   which we do not earn, we only receive?"
[00:46:29.980 --> 00:46:32.180]   Yes, I do believe that, Charles.
[00:46:32.180 --> 00:46:37.180]   "Do you believe that your future hope and home is in heaven
[00:46:37.180 --> 00:46:40.060]   because he's gone to prepare a place for you?"
[00:46:40.060 --> 00:46:42.980]   Yes, I believe that as well.
[00:46:42.980 --> 00:46:47.860]   And at the end of his inquisition, Charles looks at John.
[00:46:47.860 --> 00:46:52.460]   He says, "Then, sir, with your leave,
[00:46:52.460 --> 00:46:55.200]   I will put up my dagger.
[00:46:55.200 --> 00:47:00.640]   If you please, instead of searching out our terms
[00:47:00.640 --> 00:47:04.840]   and our phrases to be a ground of contention between us,
[00:47:04.840 --> 00:47:05.880]   a cause of conflict,
[00:47:05.880 --> 00:47:11.320]   let's instead cordially unite with one another
[00:47:11.320 --> 00:47:14.600]   in those things upon which we agree."
[00:47:17.140 --> 00:47:17.980]   I love it.
[00:47:17.980 --> 00:47:21.240]   Charles articulates for us
[00:47:21.240 --> 00:47:25.880]   that disagreement is possible
[00:47:25.880 --> 00:47:32.440]   without the indignity of robbing someone
[00:47:32.440 --> 00:47:35.760]   of their God-given image.
[00:47:35.760 --> 00:47:39.200]   And the reason we know it is because at one time,
[00:47:39.200 --> 00:47:44.200]   all of who God is disagreed with all of who we are.
[00:47:46.920 --> 00:47:48.740]   He's holy.
[00:47:48.740 --> 00:47:50.220]   We are unholy.
[00:47:50.220 --> 00:47:51.780]   He's loving.
[00:47:51.780 --> 00:47:53.140]   We are unloving.
[00:47:53.140 --> 00:47:54.940]   He is merciful.
[00:47:54.940 --> 00:47:56.500]   We are merciless.
[00:47:56.500 --> 00:47:57.980]   He is righteous.
[00:47:57.980 --> 00:47:59.340]   We are unrighteous.
[00:47:59.340 --> 00:48:00.900]   He is good.
[00:48:00.900 --> 00:48:02.380]   And we are evil.
[00:48:02.380 --> 00:48:05.300]   And yet, though all of who God is disagreed with,
[00:48:05.300 --> 00:48:06.900]   all of who we are,
[00:48:06.900 --> 00:48:10.980]   he nonetheless dignified us
[00:48:10.980 --> 00:48:12.740]   by sending Jesus
[00:48:14.220 --> 00:48:17.600]   to avoid unproductive disagreements
[00:48:17.600 --> 00:48:22.100]   and reconcile disparate parties instead,
[00:48:22.100 --> 00:48:25.820]   to guard against ungodly influences,
[00:48:25.820 --> 00:48:30.040]   teaching us that which is true in the face of a world
[00:48:30.040 --> 00:48:35.040]   that specializes in what's false instead.
[00:48:35.040 --> 00:48:38.880]   He separated us from worldly passions,
[00:48:38.880 --> 00:48:42.480]   dying our death upon our cross
[00:48:42.480 --> 00:48:46.520]   and taking our ungodly and worldly passions with them.
[00:48:46.520 --> 00:48:52.300]   And he focused on the person past the problem,
[00:48:52.300 --> 00:48:55.040]   for he never lost sight of you
[00:48:55.040 --> 00:48:58.500]   in his pursuit to save you
[00:48:58.500 --> 00:49:00.540]   from that which had condemned you.
[00:49:00.540 --> 00:49:02.220]   Don't you see,
[00:49:02.220 --> 00:49:07.220]   if you want to live your life with honor,
[00:49:07.220 --> 00:49:11.200]   then look to he who died your death.
[00:49:12.200 --> 00:49:13.400]   With honor.
[00:49:13.400 --> 00:49:16.200]   He is the way.
[00:49:16.200 --> 00:49:18.000]   He is the truth.
[00:49:18.000 --> 00:49:18.880]   He is the life.
[00:49:18.880 --> 00:49:21.400]   And I'm praying you would know him as such.
[00:49:21.400 --> 00:49:23.880]   God, we're grateful that we have time now,
[00:49:23.880 --> 00:49:27.080]   not just to study some scripture,
[00:49:27.080 --> 00:49:29.680]   but God, to hear you speak,
[00:49:29.680 --> 00:49:31.720]   not just to sing some songs,
[00:49:31.720 --> 00:49:34.800]   but God, celebrate your glory.
[00:49:34.800 --> 00:49:40.680]   Not just to feel some conviction
[00:49:41.200 --> 00:49:45.760]   but respond to your spirit speaking.
[00:49:45.760 --> 00:49:48.640]   It puts us in a spot right now where God,
[00:49:48.640 --> 00:49:50.360]   we get to engage with you.
[00:49:50.360 --> 00:49:51.360]   We get to respond to you.
[00:49:51.360 --> 00:49:53.440]   We get to rejoice for the gospel,
[00:49:53.440 --> 00:49:56.000]   which has saved those who believe.
[00:49:56.000 --> 00:49:59.440]   God, we want to be honorable
[00:49:59.440 --> 00:50:02.160]   in the face of a dishonoring day.
[00:50:02.160 --> 00:50:06.360]   And Jesus, it is in you that we see the example
[00:50:06.360 --> 00:50:09.120]   and we follow here right now.
[00:50:09.120 --> 00:50:10.080]   We love you.
[00:50:10.080 --> 00:50:12.720]   It's in your name we pray, amen.

