
[00:00:00.000 --> 00:00:07.000]   Alright, how's everybody tonight?
[00:45:06.540 --> 00:45:13.060]   So here, I'd like to make my friends, I'd like to give my big thanks to them.
[00:45:13.060 --> 00:45:16.300]   We felt very much loved by this community.
[00:45:16.300 --> 00:45:22.900]   And while he was in the operation theater, while I was praying, some words kept popping
[00:45:22.900 --> 00:45:23.900]   up in my prayer.
[00:45:23.900 --> 00:45:29.820]   And I felt that the operation theater was filled with God's glory.
[00:45:29.820 --> 00:45:35.580]   And I think this thing that happened to our family is actually filled, it's actually all
[00:45:35.580 --> 00:45:38.500]   of us with his grace and his power and everything.
[00:45:38.500 --> 00:45:40.060]   So I'm very excited.
[00:45:40.060 --> 00:45:47.220]   I thank God that he provides, he sustains.
[00:45:47.220 --> 00:45:49.860]   Eating and drinking should not be taken for granted.
[00:45:49.860 --> 00:45:54.180]   And eating and drinking in the presence of the Lord is something so joyful.
[00:45:54.180 --> 00:45:57.460]   It was a joyful week for us, actually.
[00:45:57.460 --> 00:45:58.460]   Praise the Lord.
[00:45:58.460 --> 00:46:03.940]   To him be the glory.
[00:46:03.940 --> 00:46:04.940]   - Praise the Lord.
[00:46:04.940 --> 00:46:09.220]   What an amazing testimony of just how God has been working.
[00:46:09.220 --> 00:46:18.380]   And yes, indeed, he allows us to eat and to drink and to enjoy the things in life.
[00:46:18.380 --> 00:46:25.580]   And the second thing that the preacher talks about is that God allows us to find contentment
[00:46:25.580 --> 00:46:29.140]   in our work and in pleasures.
[00:46:29.140 --> 00:46:40.580]   And I just want us to stand, I just want us to be reminded of three things.
[00:46:40.580 --> 00:46:45.060]   And the first thing is that God is the one that provides for us.
[00:46:45.060 --> 00:46:47.180]   He provides life for us.
[00:46:47.180 --> 00:46:50.900]   The air we breathe, every moment that we have.
[00:46:50.900 --> 00:46:57.460]   And not only does he provide those, he provides life, he sustains our life.
[00:46:57.460 --> 00:46:59.540]   He sustained Ricky's life.
[00:46:59.540 --> 00:47:01.940]   He's sustaining our breath right now.
[00:47:01.940 --> 00:47:06.260]   Jesus is the author and sustainer of our life.
[00:47:06.260 --> 00:47:13.540]   And the last thing that the preacher talks about is that he is a God that rewards us.
[00:47:13.540 --> 00:47:17.700]   He rewards those that are his.
[00:47:17.700 --> 00:47:25.740]   If a father can give good gifts to his son, how much greater is our heavenly father who
[00:47:25.740 --> 00:47:27.360]   will reward us.
[00:47:27.360 --> 00:47:31.340]   Be not on this earth, but into the next life to come.
[00:47:31.340 --> 00:47:37.580]   Let us stand and respond in a song called Jesus at the Center of It All.
[00:47:37.580 --> 00:47:40.160]   (gentle music)

