
[00:00:00.000 --> 00:00:20.000]  臨近封面的「臨近封面」詩詞
[00:43:08.000 --> 00:43:13.000]  在今年我們聖樂的團隊都很感謝神
[00:43:13.000 --> 00:43:15.000]  我們是會積極去栽培
[00:43:15.000 --> 00:43:17.000]  為了跨隊同行的緣故
[00:43:17.000 --> 00:43:20.000]  我們很希望能夠呼喚
[00:43:20.000 --> 00:43:25.000]  我們會眾裡面有沒有一些音樂的人才
[00:43:25.000 --> 00:43:27.000]  如果當中你有人會彈琴
[00:43:27.000 --> 00:43:29.000]  不過你彈很多古典音樂
[00:43:29.000 --> 00:43:31.000]  現在都有一個機會
[00:43:31.000 --> 00:43:32.000]  讓你學一下
[00:43:32.000 --> 00:43:38.000]  怎樣將這些基本的彈奏鋼琴的技巧
[00:43:38.000 --> 00:43:39.000]  你可以轉化
[00:43:39.000 --> 00:43:41.000]  變成可以彈奏一些現代音樂
[00:43:41.000 --> 00:43:43.000]  現代的聖樂
[00:43:43.000 --> 00:43:45.000]  我們有一個私琴的訓練班
[00:43:45.000 --> 00:43:47.000]  在三月會舉行
[00:43:47.000 --> 00:43:51.000]  如果你能夠如期報名和完成之後
[00:43:51.000 --> 00:43:55.000]  教會會資助你一半學費
[00:43:55.000 --> 00:43:57.000]  一半學費
[00:43:57.000 --> 00:44:04.000]  這個我們教會願意為了栽培聖樂的人才
[00:44:04.000 --> 00:44:06.000]  我們願意鼓勵大家
[00:44:06.000 --> 00:44:08.000]  一起求生伏事
[00:44:08.000 --> 00:44:09.000]  好不好 弟兄姊妹
[00:44:09.000 --> 00:44:11.000]  你回到家裡
[00:44:11.000 --> 00:44:14.000]  繼續為你的兒女兒孫祈禱
[00:44:14.000 --> 00:44:16.000]  包括你自己
[00:44:16.000 --> 00:44:17.000]  我們怎樣在新的一年
[00:44:17.000 --> 00:44:19.000]  我們繼續好好一起
[00:44:19.000 --> 00:44:21.000]  彼此我們配搭和伏事
[00:44:21.000 --> 00:44:22.000]  我們同心祈禱
[00:44:22.000 --> 00:44:24.000]  天父上帝我們感謝你
[00:44:24.000 --> 00:44:26.000]  給我們的心恩厚愛
[00:44:26.000 --> 00:44:28.000]  我們蒙簡選
[00:44:28.000 --> 00:44:33.000]  是有你自己的忠義的目的和心意
[00:44:33.000 --> 00:44:35.000]  求主讓我們不要錯過
[00:44:35.000 --> 00:44:38.000]  你這個簡選的目的
[00:44:38.000 --> 00:44:41.000]  讓我們把握我們有限的人生
[00:44:41.000 --> 00:44:44.000]  我們好好帶領我們全家
[00:44:44.000 --> 00:44:45.000]  不單歸主
[00:44:45.000 --> 00:44:49.000]  我們全家要來敬拜侍奉你
[00:44:49.000 --> 00:44:52.000]  讓我們在地上的日子沒有枉過
[00:44:52.000 --> 00:44:54.000]  主也求你繼續施恩
[00:44:54.000 --> 00:44:55.000]  使用我們港福家
[00:44:55.000 --> 00:44:56.000]  每一個家庭
[00:44:56.000 --> 00:44:58.000]  每一個弟兄姊妹
[00:44:58.000 --> 00:45:00.000]  都在這個社會上
[00:45:00.000 --> 00:45:01.000]  在我們國家
[00:45:01.000 --> 00:45:02.000]  在這個世界
[00:45:02.000 --> 00:45:04.000]  都能夠榮神益人
[00:45:04.000 --> 00:45:05.000]  我們同心合意祈禱
[00:45:05.000 --> 00:45:07.000]  奉主名求
[00:45:07.000 --> 00:45:08.000]  阿門

