
[00:00:00.000 --> 00:00:01.760]   her today, Sam.
[00:36:23.640 --> 00:36:25.340]   and shape us and mold us,
[00:36:25.340 --> 00:36:28.560]   and even through taking us through difficult things
[00:36:28.560 --> 00:36:32.600]   like going in the fire, maybe even more than once,
[00:36:32.600 --> 00:36:35.940]   when we come out on the other side,
[00:36:35.940 --> 00:36:38.400]   there's something in us, in our life,
[00:36:38.400 --> 00:36:41.540]   that's valuable and useful and beautiful,
[00:36:41.540 --> 00:36:43.520]   and it's glorifying to God.
[00:36:43.520 --> 00:36:46.200]   And the people around us who observe it,
[00:36:46.200 --> 00:36:50.520]   they say, "Wow, that person is really different.
[00:36:50.520 --> 00:36:52.680]   "There's something really beautiful in their life
[00:36:52.680 --> 00:36:57.280]   "and something that testifies to someone else."
[00:36:57.280 --> 00:37:00.240]   That's another beautiful thing about dependence
[00:37:00.240 --> 00:37:03.160]   is when other people see it, they know it's not us.
[00:37:03.160 --> 00:37:04.800]   They don't look at us and say,
[00:37:04.800 --> 00:37:06.100]   "All this stuff going on in your life
[00:37:06.100 --> 00:37:08.780]   "is because you're so great and you're so smart
[00:37:08.780 --> 00:37:12.440]   "and you're so tough and you hustle so hard."
[00:37:13.440 --> 00:37:15.600]   They have to look at our life and say,
[00:37:15.600 --> 00:37:18.360]   "There's something else going on here
[00:37:18.360 --> 00:37:21.000]   "'cause it's not you," right?
[00:37:21.000 --> 00:37:22.840]   And that's what we want.
[00:37:22.840 --> 00:37:25.960]   We want to be in that place where we are reflecting
[00:37:25.960 --> 00:37:29.000]   God's work in our life, where we're dependent on him,
[00:37:29.000 --> 00:37:30.760]   where we're experiencing the peace and freedom
[00:37:30.760 --> 00:37:32.200]   that comes from that,
[00:37:32.200 --> 00:37:34.960]   and that's a witness to the people around us.
[00:37:34.960 --> 00:37:37.720]   And that only happens as we learn to embrace
[00:37:37.720 --> 00:37:42.420]   our need for God and the need for the people around us,
[00:37:42.420 --> 00:37:43.560]   that God created us with.
[00:37:43.560 --> 00:37:46.200]   We are limited creations.
[00:37:46.200 --> 00:37:48.760]   That's okay, God made us that way on purpose,
[00:37:48.760 --> 00:37:51.540]   and we need him, and he wants us to turn to him
[00:37:51.540 --> 00:37:53.440]   in our lives and to rely on him.
[00:37:53.440 --> 00:37:54.260]   Let's pray.
[00:37:54.260 --> 00:38:00.320]   God, thank you so much for your truth
[00:38:00.320 --> 00:38:01.920]   and the way it speaks to us.
[00:38:01.920 --> 00:38:03.500]   There are times when it's tough to hear.
[00:38:03.500 --> 00:38:06.480]   We don't always want to hear that we are dependent
[00:38:06.480 --> 00:38:07.960]   or that we have need.
[00:38:07.960 --> 00:38:10.880]   We'd rather just hear that we're great
[00:38:10.880 --> 00:38:12.580]   and that we have it all together.
[00:38:12.580 --> 00:38:15.180]   But the reality is we do need you.
[00:38:15.180 --> 00:38:17.260]   You formed us from dust, from nothing,
[00:38:17.260 --> 00:38:22.080]   and you breathed life and vitality and a soul into us.
[00:38:22.080 --> 00:38:25.260]   But we did not make ourselves.
[00:38:25.260 --> 00:38:29.460]   You formed us, and you are still making us.
[00:38:29.460 --> 00:38:32.800]   And so God, please help us to embrace our need for you,
[00:38:32.800 --> 00:38:36.620]   to be honest with ourselves about our limitations
[00:38:36.620 --> 00:38:39.300]   and the fact that we can't do it all,
[00:38:39.300 --> 00:38:42.820]   to embrace the interdependence that you gave us
[00:38:42.820 --> 00:38:47.300]   in the church, the people around us that we need,
[00:38:47.300 --> 00:38:49.420]   to rely on you and others,
[00:38:49.420 --> 00:38:52.340]   to help us live into who you want us to be
[00:38:52.340 --> 00:38:54.420]   and who you've called us to be.
[00:38:54.420 --> 00:38:58.380]   God, thank you that you are loving us
[00:38:58.380 --> 00:39:01.000]   and you are at work in our lives to form us and shape us
[00:39:01.000 --> 00:39:04.060]   into something that's way more beautiful
[00:39:04.060 --> 00:39:06.860]   than we could imagine or we ever would have planned for.
[00:39:08.020 --> 00:39:09.580]   And I pray that you would continue that
[00:39:09.580 --> 00:39:11.600]   even this week in our lives.
[00:39:11.600 --> 00:39:14.200]   Give us comfort, give us peace, give us hope.
[00:39:14.200 --> 00:39:17.300]   Help us to rely on you.

