
[00:00:00.000 --> 00:00:01.080]   Let's welcome him.
[00:38:15.920 --> 00:38:17.840]   who is and who isn't worthy of that.
[00:38:17.840 --> 00:38:21.480]   And the way we go about our lives needs to reflect that.
[00:38:21.480 --> 00:38:23.160]   I know that's sobering for me.
[00:38:23.160 --> 00:38:27.480]   I say all this,
[00:38:27.480 --> 00:38:33.200]   I say all this having told you about this struggle I've had,
[00:38:33.200 --> 00:38:35.360]   especially in the past year with my neighbors.
[00:38:35.360 --> 00:38:37.440]   And I wanna tell you how this sort of ended
[00:38:37.440 --> 00:38:38.600]   and wrapped up for me.
[00:38:38.600 --> 00:38:42.440]   One of the things I love about our neighborhood
[00:38:42.440 --> 00:38:44.160]   and about the churches in our neighborhood
[00:38:44.160 --> 00:38:46.880]   is that we do this thing called Pray Bridgeport.
[00:38:46.880 --> 00:38:48.240]   And it's amazing.
[00:38:48.240 --> 00:38:51.240]   It's all the churches in the area
[00:38:51.240 --> 00:38:54.720]   who are willing to come together
[00:38:54.720 --> 00:38:56.560]   and we pray for our neighborhood.
[00:38:56.560 --> 00:38:58.240]   And it's freaking beautiful.
[00:38:58.240 --> 00:39:01.560]   We got Anglicans over here, we got Baptists over here,
[00:39:01.560 --> 00:39:05.920]   we have people of all different like cultures,
[00:39:05.920 --> 00:39:09.240]   nationalities, all different denominations,
[00:39:09.240 --> 00:39:11.440]   and we're all coming together to pray
[00:39:11.440 --> 00:39:14.680]   that God would love the people in our neighborhood.
[00:39:14.680 --> 00:39:15.960]   And it's amazing.
[00:39:15.960 --> 00:39:22.840]   And a few months after that incident in my neighborhood,
[00:39:22.840 --> 00:39:26.800]   I was at a Pray Bridgeport at our park at Armor Square,
[00:39:26.800 --> 00:39:28.360]   which is right where I live,
[00:39:28.360 --> 00:39:31.320]   which is right where this incident had happened, basically.
[00:39:31.320 --> 00:39:36.840]   And they had set up prayer at different stations.
[00:39:36.840 --> 00:39:38.000]   So you would go to one station
[00:39:38.000 --> 00:39:39.120]   and pray for a specific thing,
[00:39:39.120 --> 00:39:41.960]   go to another station and pray for a specific thing.
[00:39:41.960 --> 00:39:44.400]   And I was going about these stations
[00:39:44.400 --> 00:39:45.880]   and I get to a station
[00:39:45.880 --> 00:39:51.960]   that is praying for the political
[00:39:51.960 --> 00:39:58.040]   and social divide in our neighborhood.
[00:39:58.040 --> 00:40:00.360]   And it's run by some of the pastors
[00:40:00.360 --> 00:40:02.560]   at Progressive Baptist Church,
[00:40:02.560 --> 00:40:05.680]   who are some of the people who are organizing
[00:40:05.680 --> 00:40:09.520]   the peaceful marches and the protests of that time.
[00:40:09.520 --> 00:40:12.280]   They're organizing these things
[00:40:12.280 --> 00:40:17.160]   and they lead us in prayer for the very people
[00:40:17.160 --> 00:40:22.480]   who I had just been hating in my own heart for so long.
[00:40:22.480 --> 00:40:26.200]   The very people I didn't wanna think about,
[00:40:26.200 --> 00:40:28.520]   the very people I was honestly terrified
[00:40:28.520 --> 00:40:31.160]   that God would ask me to talk to at some point
[00:40:31.160 --> 00:40:32.520]   because I didn't want to
[00:40:32.520 --> 00:40:35.360]   and I didn't want them to know about God.
[00:40:35.360 --> 00:40:38.080]   I didn't want to have to be forced to talk about him
[00:40:38.080 --> 00:40:40.880]   to someone who I find so despicable.
[00:40:40.880 --> 00:40:44.120]   And these people who were even organizing
[00:40:44.120 --> 00:40:45.560]   these protests and marches,
[00:40:45.560 --> 00:40:49.740]   lead us in prayer for that, for them asking God,
[00:40:49.740 --> 00:40:52.160]   would you work in their hearts?
[00:40:52.160 --> 00:40:54.800]   Would you help them to see the error of their ways?
[00:40:54.800 --> 00:40:57.920]   And would you grip them for a greater purpose?
[00:40:57.920 --> 00:41:02.200]   Make them people who bring about good in your world.
[00:41:03.040 --> 00:41:05.880]   And that was the prayer that I couldn't pray at that time.
[00:41:05.880 --> 00:41:09.440]   And it was me coming face to face with the idea that
[00:41:09.440 --> 00:41:14.680]   Jesus loves them as terrible
[00:41:14.680 --> 00:41:16.940]   as they might be at their worst.
[00:41:16.940 --> 00:41:20.720]   I'm also terrible at my worst.
[00:41:20.720 --> 00:41:24.240]   And let me clarify, this is not to say in any way
[00:41:24.240 --> 00:41:26.560]   that Jesus permits some of the kinds of things
[00:41:26.560 --> 00:41:29.240]   they were doing or the violence or the animosity,
[00:41:29.240 --> 00:41:31.900]   but that if we have a biblical example
[00:41:31.900 --> 00:41:33.840]   of God using one of his prophets
[00:41:33.840 --> 00:41:38.740]   to reach such an evil city as Nineveh,
[00:41:38.740 --> 00:41:41.040]   we need to know that God can reach
[00:41:41.040 --> 00:41:43.240]   even those who we see are evil.
[00:41:43.240 --> 00:41:45.820]   And if we're not getting on board with that,
[00:41:45.820 --> 00:41:49.480]   we are being against God and trying to gatekeep
[00:41:49.480 --> 00:41:52.480]   and hold things that we want for ourselves
[00:41:52.480 --> 00:41:54.320]   and not letting other people have it.
[00:41:54.320 --> 00:41:57.480]   Here's the final point.
[00:41:58.320 --> 00:42:02.420]   Jesus is kind of like the new Jonah.
[00:42:02.420 --> 00:42:05.220]   Do you guys remember when Jonah
[00:42:05.220 --> 00:42:07.100]   was in the belly of the fish?
[00:42:07.100 --> 00:42:08.340]   He was in the belly of the fish
[00:42:08.340 --> 00:42:10.660]   for three days and three nights.
[00:42:10.660 --> 00:42:12.480]   Our alarm bells should be ringing.
[00:42:12.480 --> 00:42:14.780]   That is like a biblical hyperlink
[00:42:14.780 --> 00:42:16.820]   to another theme in the Bible.
[00:42:16.820 --> 00:42:20.420]   Who else was in the dark for three days and three nights?
[00:42:20.420 --> 00:42:21.360]   That's Jesus.
[00:42:21.360 --> 00:42:26.980]   We're supposed to see parallels between Jonah and Jesus.
[00:42:26.980 --> 00:42:31.980]   Both are, in a sense, messengers to a people
[00:42:31.980 --> 00:42:35.000]   delivering a message from God
[00:42:35.000 --> 00:42:37.960]   of repentance for their own good.
[00:42:37.960 --> 00:42:42.780]   And Jonah goes into the belly of the fish
[00:42:42.780 --> 00:42:44.020]   for three days and three nights,
[00:42:44.020 --> 00:42:45.980]   and Jesus goes into the grave
[00:42:45.980 --> 00:42:48.060]   for three days and three nights.
[00:42:48.060 --> 00:42:50.460]   But the difference between the two
[00:42:50.460 --> 00:42:53.420]   is that where Jesus decides
[00:42:53.420 --> 00:42:55.460]   that he is going to take up this cross
[00:42:55.460 --> 00:42:58.680]   to bear this mantle and to love the people he's sent to,
[00:42:58.680 --> 00:43:00.340]   Jonah despises them.
[00:43:00.340 --> 00:43:04.180]   Jonah fights tooth and nail against God,
[00:43:04.180 --> 00:43:05.740]   even as he's given the job
[00:43:05.740 --> 00:43:08.420]   of letting these people know that they need to repent.
[00:43:08.420 --> 00:43:11.960]   But Jesus walks to the cross.
[00:43:11.960 --> 00:43:13.380]   Jesus is consistent.
[00:43:13.380 --> 00:43:14.700]   Jesus is steady.
[00:43:14.700 --> 00:43:17.740]   Jesus continues to love the people
[00:43:17.740 --> 00:43:20.700]   who are doing him active harm.
[00:43:20.700 --> 00:43:23.620]   And when Jesus is strung up on the cross,
[00:43:23.620 --> 00:43:25.980]   in much the same way the Ninevites
[00:43:25.980 --> 00:43:28.740]   would have strung up their enemies on their walls,
[00:43:28.740 --> 00:43:31.760]   Jesus utters, "God, forgive them,
[00:43:31.760 --> 00:43:33.460]   "for they know not what they do."
[00:43:33.460 --> 00:43:36.820]   May we have that kind of a heart.
[00:43:36.820 --> 00:43:39.160]   May we have that kind of a desire for people,
[00:43:39.160 --> 00:43:40.700]   that when we see evil
[00:43:40.700 --> 00:43:43.340]   and when we see bad behavior in the world,
[00:43:43.340 --> 00:43:44.940]   we don't despise them,
[00:43:44.940 --> 00:43:47.740]   we don't stoop to their level of making our own enemies,
[00:43:47.740 --> 00:43:51.560]   but we understand that God's transformational love
[00:43:51.560 --> 00:43:54.320]   and his work in our hearts
[00:43:54.320 --> 00:43:57.480]   is something that also could be done in theirs.
[00:43:57.480 --> 00:43:59.760]   And may we hope for that.
[00:43:59.760 --> 00:44:01.920]   It might not always happen,
[00:44:01.920 --> 00:44:05.280]   but might we pray for that and desire that,
[00:44:05.280 --> 00:44:07.600]   not just for the people who we see as worthy,
[00:44:07.600 --> 00:44:11.920]   but for the people who God loves, which is everybody.
[00:44:11.920 --> 00:44:14.500]   If you're a Christian in this room,
[00:44:14.500 --> 00:44:17.480]   at all times, as an ambassador of God's kingdom,
[00:44:17.480 --> 00:44:20.760]   you have a choice to be a Jonah or to be a Jesus.
[00:44:20.760 --> 00:44:23.840]   Not that you can be Jesus, but you know what I mean.
[00:44:23.840 --> 00:44:27.800]   Are you going to love the people you have been sent to,
[00:44:27.800 --> 00:44:30.120]   sacrificially trusting that God is good,
[00:44:30.120 --> 00:44:32.760]   or are you going to fight him tooth and nail
[00:44:32.760 --> 00:44:33.820]   for your own way?
[00:44:33.820 --> 00:44:39.140]   May we choose to be more like Jesus and not Jonah.
[00:44:39.140 --> 00:44:39.980]   Let's pray.
[00:44:39.980 --> 00:44:44.520]   God, thank you for this convicting passage.
[00:44:44.520 --> 00:44:48.240]   Thank you for this strange novelty of a book.
[00:44:48.240 --> 00:44:51.000]   Thank you that it's so different
[00:44:51.000 --> 00:44:53.840]   from many of the other parts of the Bible.
[00:44:53.840 --> 00:44:57.160]   And thank you that it is such a mirror to us.
[00:44:57.160 --> 00:44:59.520]   Thank you that when we look to it,
[00:44:59.520 --> 00:45:02.480]   it is so subversive and it points out
[00:45:02.480 --> 00:45:05.640]   the flaws in our own heart so well.
[00:45:05.640 --> 00:45:08.280]   Thank you that it allows us to see
[00:45:08.280 --> 00:45:10.620]   the areas where we need to grow.
[00:45:10.620 --> 00:45:12.240]   And God, I pray for each of us,
[00:45:12.240 --> 00:45:14.840]   would you give us a heart that is similar
[00:45:14.840 --> 00:45:16.280]   to the heart of Jesus,
[00:45:16.280 --> 00:45:18.720]   that when we look at people who are lost,
[00:45:18.720 --> 00:45:21.840]   when we look at people who are in the dark,
[00:45:21.840 --> 00:45:25.320]   we don't despise them for what they might do
[00:45:25.320 --> 00:45:27.880]   to ourselves or to other people,
[00:45:27.880 --> 00:45:32.680]   but would we have pity and compassion and empathy
[00:45:32.680 --> 00:45:35.760]   and seek to show them the love that you have first shown us?
[00:45:35.760 --> 00:45:39.160]   God, we pray that you would use us mightily.
[00:45:39.160 --> 00:45:42.000]   We pray for each of those people
[00:45:42.000 --> 00:45:46.140]   who we all maybe have a difficult time loving.
[00:45:46.980 --> 00:45:49.220]   Would you be with them?
[00:45:49.220 --> 00:45:51.300]   Would you work in their hearts?
[00:45:51.300 --> 00:45:53.300]   And also would you work in ours
[00:45:53.300 --> 00:45:58.140]   to know how to love them well and to represent you better?
[00:45:58.140 --> 00:46:00.540]   We love you, God, and we pray this in your name.

