
[00:00:00.000 --> 00:00:02.540]  各位兄弟姐妹
[00:33:07.700 --> 00:33:10.020]  我想你們可能有印象
[00:33:10.020 --> 00:33:10.900]  被困困了之後
[00:33:10.900 --> 00:33:12.780]  幸好我們有很多課室
[00:33:12.780 --> 00:33:14.780]  有些人就抬到課室那裏
[00:33:14.780 --> 00:33:16.740]  然後他們醒過來
[00:33:16.740 --> 00:33:18.340]  兩個孕婦
[00:33:18.340 --> 00:33:21.340]  兩個老人家被困困了
[00:33:21.340 --> 00:33:22.980]  後來醫生告訴我們
[00:33:22.980 --> 00:33:25.300]  我們當時有十一個醫生
[00:33:25.300 --> 00:33:27.860]  他說牧師沒事
[00:33:27.860 --> 00:33:31.060]  空氣比較差一點
[00:33:31.060 --> 00:33:34.060]  所以他們暫時
[00:33:34.060 --> 00:33:35.300]  好像不太夠空氣
[00:33:35.300 --> 00:33:36.700]  只是在呼吸
[00:33:36.700 --> 00:33:38.740]  沒事的,你放心
[00:33:38.740 --> 00:33:40.500]  接著下一個月
[00:33:40.500 --> 00:33:42.980]  執事會的時間
[00:33:42.980 --> 00:33:44.700]  被困困了四個
[00:33:44.700 --> 00:33:46.380]  萬一不醒
[00:33:46.380 --> 00:33:48.740]  你們可不可以面對呢
[00:33:48.740 --> 00:33:50.980]  我說我受不了
[00:33:50.980 --> 00:33:53.180]  結果執事會全票通過
[00:33:53.180 --> 00:33:54.460]  叩堂
[00:33:54.460 --> 00:33:58.060]  會有99%通過叩堂
[00:33:58.060 --> 00:34:00.060]  結果我們就買了一個抽屜
[00:34:00.060 --> 00:34:04.380]  去到抽屜以為以後都不用再想了
[00:34:04.380 --> 00:34:05.940]  沒想到去了三年
[00:34:05.940 --> 00:34:07.140]  又再爆棚
[00:34:07.140 --> 00:34:08.220]  下面要排長龍
[00:34:08.220 --> 00:34:09.260]  警察經常來
[00:34:09.260 --> 00:34:11.540]  上面有什麼賣
[00:34:11.540 --> 00:34:14.060]  久不久就有這些問題發生
[00:34:14.060 --> 00:34:15.580]  接著去到第四年
[00:34:15.580 --> 00:34:17.420]  受不了,成千人
[00:34:17.420 --> 00:34:19.300]  很多人水洩不通
[00:34:19.300 --> 00:34:20.780]  站在樓梯那裏
[00:34:20.780 --> 00:34:22.980]  聽不到,看不到
[00:34:22.980 --> 00:34:24.620]  我們教會要趕人走
[00:34:24.620 --> 00:34:25.620]  我們不行了
[00:34:25.620 --> 00:34:27.100]  所以我又建議
[00:34:27.100 --> 00:34:28.620]  我們應該要換一個地方
[00:34:28.620 --> 00:34:30.740]  一是租,一是買
[00:34:30.740 --> 00:34:31.780]  大一點的地方
[00:34:31.780 --> 00:34:33.300]  不要再留在這裏
[00:34:33.300 --> 00:34:34.740]  執事會又是這樣說
[00:34:34.740 --> 00:34:36.940]  用了這麼多錢裝修
[00:34:36.940 --> 00:34:37.820]  花了這麼多錢
[00:34:37.820 --> 00:34:38.700]  這麼多精力在這裏
[00:34:38.700 --> 00:34:39.700]  為什麼要這樣
[00:34:39.700 --> 00:34:41.540]  結果後來呢
[00:34:41.540 --> 00:34:42.820]  又在執事會談
[00:34:42.820 --> 00:34:43.860]  又是不通過
[00:34:43.860 --> 00:34:45.180]  因為不通過
[00:34:45.180 --> 00:34:46.380]  所以我們學會
[00:34:46.380 --> 00:34:47.900]  找了一班有心的
[00:34:47.900 --> 00:34:48.940]  我們一起祈禱
[00:34:48.940 --> 00:34:51.420]  過了兩三個月
[00:34:51.420 --> 00:34:52.660]  第一件事發生了
[00:34:52.660 --> 00:34:53.620]  就是星期日早上
[00:34:53.620 --> 00:34:55.380]  二十幾隻老鼠
[00:34:55.380 --> 00:34:56.060]  在那裏
[00:34:56.060 --> 00:34:57.620]  嘈兵這麼嘈
[00:34:57.620 --> 00:34:59.020]  祖堂崇拜的時候
[00:34:59.020 --> 00:35:00.220]  嘈得很厲害
[00:35:00.220 --> 00:35:01.580]  有多少人在這裏
[00:35:01.580 --> 00:35:02.660]  可不可以舉手
[00:35:02.660 --> 00:35:04.100]  有印象的那些舉手
[00:35:04.100 --> 00:35:05.460]  偉成,你記得吧
[00:35:05.460 --> 00:35:07.020]  啟泰,記得吧
[00:35:07.020 --> 00:35:08.140]  那些師班嚇得
[00:35:08.140 --> 00:35:11.060]  嘩
[00:35:11.060 --> 00:35:13.100]  眼睛都金了
[00:35:13.100 --> 00:35:16.620]  老鼠尾巴都看到了
[00:35:16.620 --> 00:35:17.460]  第二件事
[00:35:17.460 --> 00:35:19.420]  水池漏水
[00:35:19.420 --> 00:35:21.700]  是一個多星期內發生的
[00:35:21.700 --> 00:35:23.300]  就是浸池
[00:35:23.300 --> 00:35:25.580]  因為六十多人水禮
[00:35:25.580 --> 00:35:27.220]  拖了水出來
[00:35:27.220 --> 00:35:29.220]  但是那裏的防水做得不好
[00:35:29.220 --> 00:35:30.260]  偉成可能是
[00:35:30.260 --> 00:35:31.300]  以至下面那個
[00:35:31.300 --> 00:35:33.380]  竹園海鮮飯店投訴
[00:35:33.380 --> 00:35:34.740]  他們說有水滴下來
[00:35:34.740 --> 00:35:36.420]  是因為你們上面
[00:35:36.420 --> 00:35:37.220]  滴
[00:35:37.220 --> 00:35:39.140]  好在圍枱那些
[00:35:39.140 --> 00:35:40.540]  全部是恩福人
[00:35:40.540 --> 00:35:41.380]  他們說沒事
[00:35:41.380 --> 00:35:44.100]  都沒有滴到菜那裏
[00:35:44.100 --> 00:35:45.220]  如果我們不光顧
[00:35:45.220 --> 00:35:46.460]  那你不是更糟糕嗎
[00:35:46.460 --> 00:35:48.180]  結果老闆沒有追究
[00:35:48.180 --> 00:35:51.180]  但是我們幫他修理天花板
[00:35:51.180 --> 00:35:52.980]  第三件事發生了
[00:35:52.980 --> 00:35:56.460]  就是地牢的餐室火災
[00:35:56.460 --> 00:35:58.580]  三件事提醒我們
[00:35:58.580 --> 00:36:00.060]  巧合
[00:36:00.060 --> 00:36:03.620]  只有一次
[00:36:03.620 --> 00:36:04.820]  沒有試過
[00:36:04.820 --> 00:36:06.740]  是五年只有一次
[00:36:06.740 --> 00:36:09.620]  一個多星期連續發生
[00:36:09.620 --> 00:36:11.140]  因為這樣
[00:36:11.140 --> 00:36:13.620]  執事會全票通過
[00:36:13.620 --> 00:36:15.980]  我們要物色新的地方
[00:36:15.980 --> 00:36:17.220]  然後第三個地方
[00:36:17.220 --> 00:36:18.940]  就更多神蹟
[00:36:18.940 --> 00:36:20.380]  就是建堂
[00:36:20.380 --> 00:36:22.020]  是夢那裏來的
[00:36:22.020 --> 00:36:24.660]  三十多個神蹟
[00:36:24.660 --> 00:36:26.820]  我沒有辦法在今天說
[00:36:26.820 --> 00:36:28.460]  但是我們會有一本
[00:36:28.460 --> 00:36:29.620]  建堂的手冊
[00:36:29.620 --> 00:36:30.540]  鬼城的見證
[00:36:30.540 --> 00:36:31.580]  我的見證
[00:36:31.580 --> 00:36:33.140]  三十多個神蹟
[00:36:33.140 --> 00:36:34.700]  全部都在這裏
[00:36:34.700 --> 00:36:36.700]  給大家來看
[00:36:36.700 --> 00:36:38.180]  這個神
[00:36:38.180 --> 00:36:41.900]  祂知道你的需要
[00:36:41.900 --> 00:36:45.100]  祂也了解你的需要
[00:36:45.100 --> 00:36:48.100]  祂願意來幫你
[00:36:48.100 --> 00:36:52.140]  因為祂離遠已經看見
[00:36:52.140 --> 00:36:55.420]  但是祂會動持心
[00:36:55.420 --> 00:36:56.180]  第三
[00:36:56.180 --> 00:36:59.780]  祂會跑過去對著這個五翼仔
[00:36:59.780 --> 00:37:02.780]  祂會抱著他
[00:37:02.780 --> 00:37:06.940]  雖然他身上滿身豬糞豬尿味
[00:37:06.940 --> 00:37:11.580]  祂竟然連連與他親嘴
[00:37:11.580 --> 00:37:12.900]  第四
[00:37:12.900 --> 00:37:17.660]  祂早已預備上好的抱
[00:37:17.660 --> 00:37:18.940]  戒指
[00:37:18.940 --> 00:37:20.420]  鞋
[00:37:20.420 --> 00:37:22.700]  祂怎知道它的尺寸呢?
[00:37:22.700 --> 00:37:26.700]  我兒子最近籌備婚禮
[00:37:26.700 --> 00:37:29.020]  我女兒剛剛結婚
[00:37:29.020 --> 00:37:30.660]  我很清楚
[00:37:30.660 --> 00:37:33.940]  戒指不是隨便的
[00:37:33.940 --> 00:37:35.500]  你要量度的
[00:37:35.500 --> 00:37:37.500]  否則戴不進去
[00:37:37.500 --> 00:37:38.980]  我女兒試過兩次
[00:37:38.980 --> 00:37:40.340]  第一次去的時候量度了
[00:37:40.340 --> 00:37:41.140]  量度完之後
[00:37:41.140 --> 00:37:42.500]  拿了之後
[00:37:42.500 --> 00:37:43.580]  戴不進去
[00:37:43.580 --> 00:37:45.300]  去到中間
[00:37:45.300 --> 00:37:47.260]  我說不要勉強來
[00:37:47.260 --> 00:37:50.500]  祂初期就想是否用肥皂水弄一弄
[00:37:50.500 --> 00:37:53.220]  如果弄不進去是很大問題
[00:37:53.220 --> 00:37:54.380]  不要弄
[00:37:54.380 --> 00:38:00.180]  你應該叫金行來幫你弄
[00:38:00.180 --> 00:38:02.620]  它的尺寸有多大
[00:38:02.620 --> 00:38:04.180]  老爸怎知道呢?
[00:38:04.180 --> 00:38:05.780]  鞋的尺寸有多大
[00:38:05.780 --> 00:38:08.540]  老爸怎知道呢?
[00:38:08.540 --> 00:38:10.020]  我們的天賦
[00:38:10.020 --> 00:38:11.380]  密到紫
[00:38:11.380 --> 00:38:14.580]  祂連我們的頭髮有多少條
[00:38:14.580 --> 00:38:16.340]  祂都數過了
[00:38:16.340 --> 00:38:18.260]  我想你不會做的
[00:38:18.260 --> 00:38:19.420]  每天脫多少條
[00:38:19.420 --> 00:38:20.980]  你可能會數一數
[00:38:20.980 --> 00:38:22.980]  但我們有多少條頭髮
[00:38:22.980 --> 00:38:24.580]  你不會知道
[00:38:24.580 --> 00:38:26.060]  但我們的天賦
[00:38:26.060 --> 00:38:28.420]  密到紫
[00:38:28.420 --> 00:38:30.780]  祂甚至殺了肥牛毒
[00:38:30.780 --> 00:38:33.940]  來幫這個小兒子慶祝
[00:38:33.940 --> 00:38:35.420]  為什麼要這樣做呢?
[00:38:35.420 --> 00:38:36.620]  很簡單
[00:38:36.620 --> 00:38:41.260]  因為這個兒子是失而復得
[00:38:41.260 --> 00:38:43.500]  死而復生
[00:38:43.500 --> 00:38:45.660]  一個這樣的兒子
[00:38:45.660 --> 00:38:47.740]  今天他需要看的
[00:38:47.740 --> 00:38:51.180]  是看到他創造的兒女
[00:38:51.180 --> 00:38:53.660]  願意回到他那裡
[00:38:53.660 --> 00:38:55.580]  重新承認
[00:38:55.580 --> 00:38:57.380]  你是我的天賦
[00:38:57.380 --> 00:38:59.060]  我願意信你
[00:38:59.060 --> 00:39:01.100]  就是這麼簡單
[00:39:01.100 --> 00:39:02.620]  各位朋友
[00:39:02.620 --> 00:39:04.020]  你願不願意
[00:39:04.020 --> 00:39:07.220]  在今天做這個決定呢?
[00:39:07.220 --> 00:39:09.100]  我們一起
[00:39:09.100 --> 00:39:09.900]  很簡單
[00:39:09.900 --> 00:39:11.660]  先做一個默想
[00:39:11.660 --> 00:39:14.180]  在我們默想的時候
[00:39:14.180 --> 00:39:17.780]  我很想大家知道
[00:39:17.780 --> 00:39:20.540]  浪子的故事所記載
[00:39:20.540 --> 00:39:22.900]  這個父親
[00:39:22.900 --> 00:39:24.940]  其實他想我們知道
[00:39:24.940 --> 00:39:27.180]  是我們的天賦
[00:39:27.180 --> 00:39:28.860]  這個比喻
[00:39:28.860 --> 00:39:32.940]  不是一般地上的爸爸可以做得到
[00:39:32.940 --> 00:39:34.740]  但我們的天賦
[00:39:34.740 --> 00:39:36.580]  就是這樣
[00:39:36.580 --> 00:39:39.340]  祂知道你的心情如何
[00:39:39.340 --> 00:39:42.020]  祂知道你的需要如何
[00:39:42.020 --> 00:39:45.580]  祂也知道你的人際關係如何
[00:39:45.580 --> 00:39:49.540]  到底你的家庭狀況如何呢?
[00:39:49.540 --> 00:39:52.460]  你的身體狀況如何呢?
[00:39:52.460 --> 00:39:55.340]  我們的天賦都知道了
[00:39:55.340 --> 00:39:58.180]  但祂很想讓你們知道
[00:39:58.180 --> 00:40:03.340]  人生有苦難
[00:40:03.340 --> 00:40:06.180]  但在主的裡面我們有平安
[00:40:06.180 --> 00:40:08.940]  我們毋須為自己憂慮
[00:40:08.940 --> 00:40:10.980]  為明天憂慮
[00:40:10.980 --> 00:40:14.580]  因為祂知道了我們的需要
[00:40:14.580 --> 00:40:19.100]  祂也有能力來解決我們一切的事情
[00:40:19.100 --> 00:40:20.300]  在祂的裡面
[00:40:20.300 --> 00:40:23.820]  不單止有永生
[00:40:23.820 --> 00:40:25.500]  祂申願
[00:40:25.500 --> 00:40:27.140]  祂審判
[00:40:27.140 --> 00:40:30.140]  祂也有豐盛的人生
[00:40:30.140 --> 00:40:32.580]  破鏡可以重圓
[00:40:32.580 --> 00:40:34.260]  不僅是偉成
[00:40:34.260 --> 00:40:39.020]  不僅是我破裂的家庭可以重建
[00:40:39.020 --> 00:40:41.420]  甚至我們破碎的心
[00:40:41.420 --> 00:40:43.500]  祂都可以重建
[00:40:43.500 --> 00:40:45.380]  你願不願意考慮
[00:40:45.380 --> 00:40:47.340]  這位天賦
[00:40:47.340 --> 00:40:49.780]  來成為你的天賦
[00:40:49.780 --> 00:40:51.660]  不需要為自己
[00:40:51.660 --> 00:40:53.460]  為明天憂慮
[00:40:53.460 --> 00:40:58.060]  完完全全讓我們的天賦和我們一起走
[00:40:58.060 --> 00:41:03.940]  我現在很想請所有已經相信了這個神
[00:41:03.940 --> 00:41:07.580]  相信了這位主的弟子妹
[00:41:07.580 --> 00:41:11.220]  你先站起來
[00:41:11.220 --> 00:41:12.900]  一起站起來
[00:41:12.900 --> 00:41:15.100]  只是相信了這位主
[00:41:15.100 --> 00:41:16.980]  你可以站起來
[00:41:16.980 --> 00:41:18.500]  你已經信了主了
[00:41:18.500 --> 00:41:20.940]  你肯定你已經信了耶穌基督了
[00:41:20.940 --> 00:41:23.140]  你就站起來
[00:41:23.140 --> 00:41:25.740]  接著
[00:41:25.740 --> 00:41:28.420]  我請你們看看旁邊左右
[00:41:28.420 --> 00:41:30.740]  有些坐在這裡的朋友
[00:41:30.740 --> 00:41:33.100]  你可不可以邀請他們
[00:41:33.100 --> 00:41:34.900]  你願不願意今天
[00:41:34.900 --> 00:41:37.300]  都接受這位天賦
[00:41:37.300 --> 00:41:38.860]  來成為你的天賦呢?
[00:41:38.860 --> 00:41:40.340]  邀請他們
[00:41:40.340 --> 00:41:41.580]  站起來
[00:41:41.580 --> 00:41:46.580]  你願不願意去經歷這位天賦的愛呢?
[00:41:46.580 --> 00:41:47.580]  我們感謝神
