
[00:00:00.000 --> 00:00:07.500]  (主持) 各位聽眾早安 今日是宣講一篇很興奮的經文
[00:33:28.300 --> 00:33:29.500]  I am who I am
[00:33:29.500 --> 00:33:32.100]  I am
[00:33:32.100 --> 00:33:33.800]  上帝就是上帝
[00:33:33.800 --> 00:33:36.400]  我們所相信的一個自傳
[00:33:36.400 --> 00:33:38.200]  祂也知道一切所謂的東西
[00:33:38.200 --> 00:33:40.500]  祂是始祂是終
[00:33:40.500 --> 00:33:42.900]  從頭到尾的事情祂都知道
[00:33:42.900 --> 00:33:46.700]  從裡面到外面的事情祂都知道
[00:33:46.700 --> 00:33:47.900]  祂所有都明白
[00:33:47.900 --> 00:33:49.000]  所有都了解
[00:33:49.000 --> 00:33:52.400]  包括我們的罪惡的問題
[00:33:52.400 --> 00:33:54.400]  知道我們的痛苦的問題
[00:33:54.400 --> 00:33:56.200]  知道我們需要的事情
[00:33:56.200 --> 00:33:58.000]  祂都了解
[00:33:58.000 --> 00:33:59.900]  祂是有主權
[00:33:59.900 --> 00:34:02.200]  我們要相信上帝
[00:34:02.200 --> 00:34:03.900]  所有發生在我們身上的事情
[00:34:03.900 --> 00:34:05.800]  都有祂的主權
[00:34:05.800 --> 00:34:07.500]  有些事情我們很不接受
[00:34:07.500 --> 00:34:09.200]  很不接受
[00:34:09.200 --> 00:34:13.300]  但是我們知道神是始是終的時候
[00:34:13.300 --> 00:34:16.900]  我們儘管用信心去跟從祂
[00:34:16.900 --> 00:34:18.600]  無論身體病患
[00:34:18.600 --> 00:34:20.600]  我常常都說我一個健康的病人
[00:34:20.600 --> 00:34:22.400]  我無論怎樣吃健康的東西
[00:34:22.400 --> 00:34:23.400]  無論做多少運動
[00:34:23.400 --> 00:34:25.100]  我的身體都會出現毛病
[00:34:25.100 --> 00:34:26.600]  我避免不了
[00:34:26.600 --> 00:34:28.700]  我只要接受上帝的主權
[00:34:28.700 --> 00:34:30.200]  無論怎樣將來我的生命
[00:34:30.200 --> 00:34:31.700]  怎樣離開世界
[00:34:31.700 --> 00:34:37.500]  都是上帝的主權在我生命要發生
[00:34:37.500 --> 00:34:39.200]  都成了
[00:34:39.200 --> 00:34:41.000]  聖經說都成了的時候
[00:34:41.000 --> 00:34:46.000]  上一章我還沒說這個
[00:34:46.000 --> 00:34:49.800]  可不可以上一章
[00:34:49.800 --> 00:34:51.200]  聖經說到都成了
[00:34:51.200 --> 00:34:54.300]  似乎和耶穌在十字架上所說的成了
[00:34:54.300 --> 00:34:56.900]  是一個和彼此的對應
[00:34:56.900 --> 00:34:59.500]  耶穌在十字架上所說的成了
[00:34:59.500 --> 00:35:03.500]  是一種救恩的開始
[00:35:03.500 --> 00:35:05.500]  祂已經完成了祂的工作
[00:35:05.500 --> 00:35:06.300]  但是來到這個時候
[00:35:06.300 --> 00:35:11.500]  祂說完全的完成
[00:35:11.500 --> 00:35:12.800]  都成了
[00:35:12.800 --> 00:35:14.100]  去到那個時候
[00:35:14.100 --> 00:35:19.100]  所有人得救的就得救
[00:35:19.100 --> 00:35:20.900]  我們有生命的水
[00:35:20.900 --> 00:35:22.000]  因為耶穌說過
[00:35:22.000 --> 00:35:24.700]  祂是要賜人永遠不渴的水
[00:35:24.700 --> 00:35:27.400]  不像今天的無源水
[00:35:27.400 --> 00:35:29.900]  不像今天一些地方
[00:35:29.900 --> 00:35:33.700]  在非洲的地方喝乾淨一口水都很困難
[00:35:33.700 --> 00:35:36.700]  這個水是滿足我們生命的很多渴求
[00:35:36.700 --> 00:35:39.900]  今天我們很多的渴求是要成功
[00:35:39.900 --> 00:35:41.000]  要有物業
[00:35:41.000 --> 00:35:42.100]  要有事業
[00:35:42.100 --> 00:35:44.200]  要有好的家庭
[00:35:44.200 --> 00:35:46.000]  這些都是好事
[00:35:46.000 --> 00:35:47.500]  但是當我們心
[00:35:47.500 --> 00:35:51.000]  不是被上帝最大去滿足我們渴求的時候
[00:35:51.000 --> 00:35:52.000]  這些外在物
[00:35:52.000 --> 00:35:55.000]  可能有了你都不會滿足
[00:35:55.000 --> 00:35:57.800]  有沒有見過有錢
[00:35:57.800 --> 00:35:59.800]  又有一個所謂幸福家庭的人
[00:35:59.800 --> 00:36:01.300]  都不滿足呢
[00:36:01.300 --> 00:36:03.700]  我都見過一些
[00:36:03.700 --> 00:36:05.900]  住在半山區
[00:36:05.900 --> 00:36:08.300]  他的小房間大過我的房間
[00:36:08.300 --> 00:36:09.900]  例如這些人
[00:36:09.900 --> 00:36:12.100]  但是去到你就感受到
[00:36:12.100 --> 00:36:14.700]  很多hatred在裡面
[00:36:14.700 --> 00:36:16.600]  兩夫婦吃飯的時候
[00:36:16.600 --> 00:36:17.500]  坐在一起
[00:36:17.500 --> 00:36:22.400]  但是其實是很大的張力在當中
[00:36:22.400 --> 00:36:28.000]  好像劍在震動飛出來那樣
[00:36:28.000 --> 00:36:29.300]  有這些又怎麼樣呢
[00:36:29.300 --> 00:36:32.800]  當耶穌不是滿足我們生命的時候
[00:36:32.800 --> 00:36:35.800]  我們不能夠獲得真正的滿足
[00:36:35.800 --> 00:36:39.600]  耶穌賜下一個永遠不口渴的水
[00:36:39.600 --> 00:36:43.900]  讓我們飲用
[00:36:43.900 --> 00:36:49.100]  最後我想分享一個小小的故事
[00:36:49.100 --> 00:36:51.800]  有一間花店
[00:36:51.800 --> 00:36:56.500]  他很生意
[00:36:56.500 --> 00:36:59.800]  太多的order要接
[00:36:59.800 --> 00:37:02.000]  有一天同事接到兩個order
[00:37:02.000 --> 00:37:03.500]  一個是搬屋
[00:37:03.500 --> 00:37:05.200]  即是搬遷
[00:37:05.200 --> 00:37:08.700]  所以預備一個喬遷之喜
[00:37:08.700 --> 00:37:13.600]  連花送去
[00:37:13.600 --> 00:37:15.200]  另一個是一個喪禮
[00:37:15.200 --> 00:37:16.800]  所以預備一個花牌
[00:37:16.800 --> 00:37:17.900]  節哀順變
[00:37:17.900 --> 00:37:19.900]  連花送去
[00:37:19.900 --> 00:37:21.000]  不過大家已經聽到
[00:37:21.000 --> 00:37:24.100]  這個花店太忙
[00:37:24.100 --> 00:37:28.200]  所以將兩個牌調轉了
[00:37:28.200 --> 00:37:30.600]  那個搬屋的應該是恭喜他
[00:37:30.600 --> 00:37:32.300]  他就節哀順變
[00:37:32.300 --> 00:37:33.500]  你買了一間這樣的屋
[00:37:33.500 --> 00:37:35.900]  就是節哀順變
[00:37:35.900 --> 00:37:37.500]  但另一個人
[00:37:37.500 --> 00:37:41.300]  他在喪禮的裡面
[00:37:41.300 --> 00:37:44.500]  花牌送了就是恭賀喬遷
[00:37:44.500 --> 00:37:45.800]  因為他離開這個世界
[00:37:45.800 --> 00:37:47.500]  要去到另一個地方
[00:37:47.500 --> 00:37:50.600]  是更加美好
[00:37:50.600 --> 00:37:51.400]  弟兄姊妹願意
[00:37:51.400 --> 00:37:53.100]  我們都明白上帝的心意
[00:37:53.100 --> 00:37:54.600]  有一天
[00:37:54.600 --> 00:37:56.900]  我們在一個美好的家鄉
[00:37:56.900 --> 00:37:59.100]  今天我們所面對的事情
[00:37:59.100 --> 00:38:00.100]  可能是很多眼淚
[00:38:00.100 --> 00:38:02.000]  很多痛苦、悲傷
[00:38:02.000 --> 00:38:04.500]  同神很遠離
[00:38:04.500 --> 00:38:07.300]  但是將來是美好的
[00:38:07.300 --> 00:38:08.800]  但願今天我們開始
[00:38:08.800 --> 00:38:11.800]  迎向上帝那個聖潔的生活
[00:38:11.800 --> 00:38:14.900]  因為聖經最後說到
[00:38:14.900 --> 00:38:17.800]  那些誤信的、膽怯的、可憎的
[00:38:17.800 --> 00:38:20.800]  殺人的、淫亂的、行邪術
[00:38:20.800 --> 00:38:23.400]  拜偶像的、講謊話的
[00:38:23.400 --> 00:38:27.000]  都要落在流亡的火壺裡面
[00:38:27.000 --> 00:38:28.600]  我們信的人要得救
[00:38:28.600 --> 00:38:30.200]  要得著美好的家鄉
[00:38:30.200 --> 00:38:38.600]  去同心禱告
[00:38:38.600 --> 00:38:40.900]  或者你先去禱告
[00:38:40.900 --> 00:38:42.500]  去感謝上帝
[00:38:42.500 --> 00:38:45.700]  為你預備一個美好的家鄉
[00:38:45.700 --> 00:38:53.600]  永恆的、沒有眼淚、沒有憂傷的家鄉
[00:38:53.600 --> 00:38:59.100]  用信心去感謝今天所面對的事情
[00:38:59.100 --> 00:39:04.400]  相信全能的上帝
[00:39:04.400 --> 00:39:07.400]  由納至那個聖潔的生活
[00:39:07.400 --> 00:39:14.300]  寶具起源
[00:39:14.300 --> 00:39:16.100]  親愛的主耶穌,我們感謝祢
[00:39:16.100 --> 00:39:21.300]  因為祢十字架所成就的救恩已經開始
[00:39:21.300 --> 00:39:24.100]  並且將來要完成
[00:39:24.100 --> 00:39:30.200]  就有一個永恆美好的新天新地迎接我們
[00:39:30.200 --> 00:39:32.000]  就是祢的同在
[00:39:32.000 --> 00:39:35.300]  就是我們和祢的關係有最密切
[00:39:35.300 --> 00:39:36.700]  不再有距離
[00:39:36.700 --> 00:39:39.400]  不再有罪惡污穢在其中
[00:39:39.400 --> 00:39:41.000]  主耶穌,我們要讚美祢
[00:39:41.000 --> 00:39:46.300]  讓我們憑著信心去相信和領受
[00:39:46.300 --> 00:39:48.200]  主,讓我們憑著信心
[00:39:48.200 --> 00:39:51.300]  今天去走前面要走的道路
[00:39:51.300 --> 00:39:53.000]  要負代價的信仰
[00:39:53.000 --> 00:39:56.500]  主,讓我們勇敢地負上代價
[00:39:56.500 --> 00:39:58.500]  主,面對罪惡的事情
[00:39:58.500 --> 00:40:00.700]  讓我們看到祢的聖潔的時候
[00:40:00.700 --> 00:40:02.800]  我們遠離罪惡
[00:40:02.800 --> 00:40:06.200]  無論是內心的、外在的行為
[00:40:06.200 --> 00:40:09.700]  主,我們都願意呈獻自己
[00:40:09.700 --> 00:40:13.200]  願為你而過一個聖潔的生活
[00:40:13.200 --> 00:40:14.700]  我們讚美祢
[00:40:14.700 --> 00:40:17.700]  我們感恩
[00:40:17.700 --> 00:40:22.200]  用信心去報告仰望奉耶穌基督的名
