
[00:00:00.000 --> 00:00:07.400]  我們上個禮拜講到說 保羅為菲律賓教會禱告最重要的一件事情是什麼
[00:45:27.100 --> 00:45:30.140]  然後接著才會講十二章第一節
[00:45:30.140 --> 00:45:31.460]  所以我以神的慈悲
[00:45:31.460 --> 00:45:35.580]  勸你們將身體獻上當作活跡
[00:45:35.580 --> 00:45:39.100]  這是神所喜悅的
[00:45:39.100 --> 00:45:41.020]  是理所當然的
[00:45:41.020 --> 00:45:42.740]  是理所當然的
[00:45:42.740 --> 00:45:44.980]  服侍神愛神
[00:45:44.980 --> 00:45:47.140]  渴慕主追求主
[00:45:47.140 --> 00:45:48.180]  以神為中心
[00:45:48.180 --> 00:45:49.740]  這是理所當然的
[00:45:49.740 --> 00:45:50.660]  親愛的劉子妹
[00:45:50.660 --> 00:45:54.220]  不只你給教會一點面子
[00:45:54.220 --> 00:45:55.660]  給牧師一點面子
[00:45:55.660 --> 00:46:00.660]  我有一次在前一個教會去的時候
[00:46:00.660 --> 00:46:01.620]  剛來的時候
[00:46:01.620 --> 00:46:02.260]  有聽我姐妹說
[00:46:02.260 --> 00:46:08.860]  牧師我來教會特別來幫忙你
[00:46:08.860 --> 00:46:10.620]  因為知道你剛來
[00:46:10.620 --> 00:46:11.540]  感謝善為主
[00:46:11.540 --> 00:46:13.140]  很好很好
[00:46:13.140 --> 00:46:16.100]  但是親愛的劉子妹
[00:46:16.100 --> 00:46:18.300]  我想最終你要看見
[00:46:18.300 --> 00:46:20.540]  你不是來幫忙牧師
[00:46:20.540 --> 00:46:23.500]  你不是來幫忙長老
[00:46:23.500 --> 00:46:25.300]  你是來服侍這位
[00:46:25.300 --> 00:46:28.460]  拯救你救贖你愛你
[00:46:28.460 --> 00:46:30.020]  為你而死的這位主
[00:46:30.020 --> 00:46:31.660]  Amen
[00:46:31.660 --> 00:46:32.700]  只有這樣子
[00:46:32.700 --> 00:46:35.060]  你跟隨他才能跟隨到底
[00:46:35.060 --> 00:46:36.500]  只有這樣子
[00:46:36.500 --> 00:46:40.580]  你服侍他才不會灰心
[00:46:40.580 --> 00:46:44.420]  所以有一位人稱坦桑尼亞的
[00:46:44.420 --> 00:46:48.060]  使徒的一位牧師
[00:46:48.060 --> 00:46:51.020]  他是澳洲人
[00:46:51.020 --> 00:46:56.220]  那麼他在到年老的時候
[00:46:56.220 --> 00:47:00.220]  已經都是身體疾病纏身
[00:47:00.220 --> 00:47:03.020]  群醫好像也沒有辦法
[00:47:03.020 --> 00:47:06.260]  他後來得了這個帕根森
[00:47:06.260 --> 00:47:07.980]  帕根森讓他更是
[00:47:07.980 --> 00:47:10.740]  整個人就是非常的疲憊
[00:47:10.740 --> 00:47:11.940]  可是這個人他
[00:47:11.940 --> 00:47:15.020]  這個主教叫做史坦威
[00:47:15.020 --> 00:47:17.500]  中文把他翻成史坦威
[00:47:17.500 --> 00:47:19.700]  史坦威主教
[00:47:19.700 --> 00:47:21.940]  他單單在坦桑尼亞
[00:47:21.940 --> 00:47:24.460]  他建立的主教轄區
[00:47:24.460 --> 00:47:26.900]  就超過二十個
[00:47:26.900 --> 00:47:29.300]  所以稱他為坦桑尼亞的使徒
[00:47:29.300 --> 00:47:31.500]  是因為他到處建立教會
[00:47:31.500 --> 00:47:32.980]  神非常使用他
[00:47:32.980 --> 00:47:33.740]  重用他
[00:47:33.740 --> 00:47:36.980]  讓他建立了很多的教會在非洲
[00:47:36.980 --> 00:47:37.660]  可是你知道嗎
[00:47:37.660 --> 00:47:38.620]  當他年老的時候
[00:47:38.620 --> 00:47:39.620]  他得了帕根森
[00:47:39.620 --> 00:47:44.300]  他全身已經軟弱得不得了的時候
[00:47:44.300 --> 00:47:50.780]  那麼就有一個弟兄就來看到他
[00:47:50.780 --> 00:47:54.100]  然後就問他說
[00:47:54.100 --> 00:47:59.700]  他說你以前那麼活躍
[00:47:59.700 --> 00:48:03.540]  你看你以前這樣子被上帝使用
[00:48:03.540 --> 00:48:07.780]  今天你結果躺在床上
[00:48:07.780 --> 00:48:09.300]  什麼都不能做
[00:48:09.300 --> 00:48:12.900]  甚至連寫字都很困難
[00:48:12.900 --> 00:48:18.940]  他說你會不會覺得很挫折
[00:48:18.940 --> 00:48:24.060]  這個史坦威他對著這個弟兄
[00:48:24.060 --> 00:48:26.020]  看了他一下
[00:48:26.020 --> 00:48:30.300]  緩緩的說出了這句話
[00:48:30.300 --> 00:48:38.260]  他說挫折是沒有前途的
[00:48:38.260 --> 00:48:41.580]  他的意思是什麼
[00:48:41.580 --> 00:48:43.380]  他的意思是說
[00:48:43.380 --> 00:48:46.180]  我今天為上帝服侍
[00:48:46.180 --> 00:48:48.500]  我做的這一切
[00:48:48.500 --> 00:48:52.980]  我已經盡心盡力的來服侍我的主了
[00:48:52.980 --> 00:48:56.500]  今天我不能做什麼
[00:48:56.500 --> 00:48:58.980]  我沒有必要感覺到挫折
[00:48:58.980 --> 00:49:01.340]  因為他已經看見在永恆的裡面
[00:49:01.340 --> 00:49:05.140]  他看見主耶穌在那個天國的那邊
[00:49:05.140 --> 00:49:07.860]  要歡迎他迎接著他
[00:49:07.860 --> 00:49:09.940]  當他有一天離開這個世界的時候
[00:49:09.940 --> 00:49:11.380]  他到主的面前
[00:49:11.380 --> 00:49:15.940]  他要天使天君都要來歡迎他
[00:49:15.940 --> 00:49:23.220]  主要稱呼他是忠心又良善的僕人
[00:49:23.220 --> 00:49:24.740]  親愛的兄弟們
[00:49:24.740 --> 00:49:28.460]  有一天我們都會離開這個世界
[00:49:28.460 --> 00:49:30.820]  什麼東西都帶不走
[00:49:30.820 --> 00:49:33.820]  世上的財富名利全都帶不走
[00:49:33.820 --> 00:49:35.020]  但是盼望有一天
[00:49:35.020 --> 00:49:38.300]  你我到主面前的時候
[00:49:38.300 --> 00:49:39.820]  我們每一個
[00:49:39.820 --> 00:49:42.340]  我們在這裡離娘堂弟兄之美
[00:49:42.340 --> 00:49:49.540]  我盼望都被主稱呼忠心又良善的僕人
[00:49:49.540 --> 00:49:53.300]  Amen
[00:49:53.300 --> 00:49:57.700]  你在地上已經盡了你自己所能
[00:49:57.700 --> 00:49:59.700]  主託付給你的家庭
[00:49:59.700 --> 00:50:01.740]  主託付給你的服飾
[00:50:01.740 --> 00:50:03.260]  主託付給你的工作
[00:50:03.260 --> 00:50:04.780]  主託付給你的恩賜
[00:50:04.780 --> 00:50:09.340]  你已經盡心盡力的去為主而活了
[00:50:09.340 --> 00:50:12.460]  那麼那一天
[00:50:12.460 --> 00:50:15.780]  你在天上就得到神
[00:50:15.780 --> 00:50:18.460]  所給你那個天上的冠冕
[00:50:18.460 --> 00:50:20.540]  得生者的冠冕
[00:50:20.540 --> 00:50:22.380]  我們在這個地上
[00:50:22.380 --> 00:50:26.660]  我們無論是於人 於己 於神
[00:50:26.660 --> 00:50:29.900]  我們都已經打了那美好的仗
[00:50:29.900 --> 00:50:30.180]  阿門
