
[00:00:00.000 --> 00:00:02.000]  我們今天的題目是「真度高低爬」
[00:30:53.000 --> 00:30:56.000]  知道我們不是靠自己的能力
[00:30:56.000 --> 00:30:58.000]  我們是靠著聖靈
[00:30:58.000 --> 00:30:59.000]  靠著神你的說話
[00:30:59.000 --> 00:31:00.000]  你的真道
[00:31:00.000 --> 00:31:02.000]  神啊求你的說話
[00:31:02.000 --> 00:31:03.000]  就在我們自己生命
[00:31:03.000 --> 00:31:04.000]  在我們子女
[00:31:04.000 --> 00:31:05.000]  在我們的配偶
[00:31:05.000 --> 00:31:07.000]  在我們的家人生命當中
[00:31:07.000 --> 00:31:09.000]  發揮威力
[00:31:09.000 --> 00:31:10.000]  主啊有時候我們覺得
[00:31:10.000 --> 00:31:12.000]  在家庭那裡
[00:31:12.000 --> 00:31:14.000]  很難做一個好的見證
[00:31:14.000 --> 00:31:15.000]  因為很多時候
[00:31:15.000 --> 00:31:16.000]  我們都很容易
[00:31:16.000 --> 00:31:17.000]  會將我們一些
[00:31:17.000 --> 00:31:19.000]  很黑暗的地方表達出來
[00:31:19.000 --> 00:31:21.000]  或者我們在我們的職場
[00:31:21.000 --> 00:31:22.000]  在我們的學校裡面
[00:31:22.000 --> 00:31:24.000]  都有很多這些挑戰
[00:31:24.000 --> 00:31:26.000]  神啊
[00:31:26.000 --> 00:31:27.000]  你告訴我們
[00:31:27.000 --> 00:31:29.000]  我們無論在哪一個地方
[00:31:29.000 --> 00:31:31.000]  我們都是基督的門徒
[00:31:31.000 --> 00:31:33.000]  聖靈你的說話
[00:31:33.000 --> 00:31:35.000]  都會進入我們生命
[00:31:35.000 --> 00:31:37.000]  改變我們改變這個世界
[00:31:37.000 --> 00:31:39.000]  只要我們願意相信
[00:31:39.000 --> 00:31:40.000]  願意靠著你
[00:31:40.000 --> 00:31:41.000]  一定能夠
[00:31:41.000 --> 00:31:42.000]  多謝主
[00:31:42.000 --> 00:31:43.000]  聽我們的祈禱
[00:31:43.000 --> 00:31:45.000]  是奉耶穌基督聖命求
[00:31:45.000 --> 00:31:46.000]  阿們
