
[00:00:00.000 --> 00:00:05.800]  我哋今日開始繼續我哋嘅Romance嘅Series
[00:32:23.770 --> 00:32:25.770]  同埋橙都,有冇可能嘅
[00:32:25.770 --> 00:32:27.770]  有冇可能
[00:32:27.770 --> 00:32:29.770]  有冇可能,Cindy
[00:32:29.770 --> 00:32:31.770]  有冇可能,見過啦,China
[00:32:31.770 --> 00:32:33.770]  有冇,冇,冇
[00:32:33.770 --> 00:32:35.770]  ok
[00:32:35.770 --> 00:32:37.770]  呢個 process 呢
[00:32:37.770 --> 00:32:39.770]  of making
[00:32:39.770 --> 00:32:41.770]  one tree
[00:32:41.770 --> 00:32:43.770]  grafted to another
[00:32:43.770 --> 00:32:45.770]  it's called grafting
[00:32:45.770 --> 00:32:47.770]  grafting is a
[00:32:47.770 --> 00:32:49.770]  technique whereby tissues
[00:32:49.770 --> 00:32:51.770]  of a plant are joined
[00:32:51.770 --> 00:32:53.770]  so as to continue their growth
[00:32:53.770 --> 00:32:55.770]  together
[00:32:55.770 --> 00:32:57.770]  ok
[00:32:57.770 --> 00:32:59.770]  biblical purpose of grafting
[00:32:59.770 --> 00:33:01.770]  Gentiles are grafted
[00:33:01.770 --> 00:33:03.770]  into the church
[00:33:03.770 --> 00:33:05.770]  by Jesus
[00:33:05.770 --> 00:33:07.770]  我們睇個 next slide
[00:33:07.770 --> 00:33:09.770]  ok, for example
[00:33:09.770 --> 00:33:11.770]  你有呢棵樹
[00:33:11.770 --> 00:33:13.770]  你就
[00:33:13.770 --> 00:33:15.770]  cut咗呢個 branch,跟住你
[00:33:15.770 --> 00:33:17.770]  唔同嘅 tree
[00:33:17.770 --> 00:33:19.770]  好似stitch返
[00:33:19.770 --> 00:33:21.770]  入去,呢個就係
[00:33:21.770 --> 00:33:23.770]  grafting
[00:33:23.770 --> 00:33:25.770]  grafting,咁就可以
[00:33:25.770 --> 00:33:27.770]  蘋果樹
[00:33:27.770 --> 00:33:29.770]  有蘋果
[00:33:29.770 --> 00:33:31.770]  同埋生橙都得㗎喎
[00:33:31.770 --> 00:33:33.770]  好奇妙㗎喎
[00:33:33.770 --> 00:33:35.770]  it's amazing, it's called grafting
[00:33:35.770 --> 00:33:37.770]  個 next slide
[00:33:37.770 --> 00:33:39.770]  ok
[00:33:39.770 --> 00:33:41.770]  咁呢個 original 呢
[00:33:41.770 --> 00:33:43.770]  係
[00:33:43.770 --> 00:33:45.770]  猶太人
[00:33:45.770 --> 00:33:47.770]  or the cultivated olive tree
[00:33:47.770 --> 00:33:49.770]  猶太人之前呢就
[00:33:49.770 --> 00:33:51.770]  認識神先啦嘛,係咪
[00:33:51.770 --> 00:33:53.770]  咁之前呢
[00:33:53.770 --> 00:33:55.770]  唔係猶太人嗰啲人呢就唔認識神
[00:33:55.770 --> 00:33:57.770]  咁主耶穌點可以
[00:33:57.770 --> 00:33:59.770]  帶呢棵樹去到
[00:33:59.770 --> 00:34:01.770]  呢棵樹呢
[00:34:01.770 --> 00:34:03.770]  去 become one church
[00:34:03.770 --> 00:34:05.770]  ok,咁就係
[00:34:05.770 --> 00:34:07.770]  呢個 process 叫 grafting
[00:34:07.770 --> 00:34:09.770]  ok, grafting
[00:34:09.770 --> 00:34:11.770]  之前
[00:34:11.770 --> 00:34:13.770]  係兩棵樹
[00:34:13.770 --> 00:34:15.770]  嘅,而家
[00:34:15.770 --> 00:34:17.770]  係 one church
[00:34:17.770 --> 00:34:19.770]  one church,我哋睇 next slide
[00:34:19.770 --> 00:34:21.770]  ok, the believers
[00:34:21.770 --> 00:34:23.770]  啲樹葉呢
[00:34:23.770 --> 00:34:25.770]  係信咗嘅
[00:34:25.770 --> 00:34:27.770]  人,ok
[00:34:27.770 --> 00:34:29.770]  決置咗
[00:34:29.770 --> 00:34:31.770]  信咗耶穌嘅人
[00:34:31.770 --> 00:34:33.770]  以色列呢,係個 olive tree
[00:34:33.770 --> 00:34:35.770]  ok, olive tree
[00:34:35.770 --> 00:34:37.770]  跟住
[00:34:37.770 --> 00:34:39.770]  the messiah is the root
[00:34:39.770 --> 00:34:41.770]  messiah is the root
[00:34:41.770 --> 00:34:43.770]  God
[00:34:43.770 --> 00:34:45.770]  first
[00:34:45.770 --> 00:34:47.770]  commanded the Jews
[00:34:47.770 --> 00:34:49.770]  to share the blessings
[00:34:49.770 --> 00:34:51.770]  to the world
[00:34:51.770 --> 00:34:53.770]  ok,但係佢哋 fail
[00:34:53.770 --> 00:34:55.770]  咗,咁邊個要嚟呀
[00:34:55.770 --> 00:34:57.770]  耶穌就要嚟啦
[00:34:57.770 --> 00:34:59.770]  耶穌就 graph
[00:34:59.770 --> 00:35:01.770]  咗我哋個 wild olive tree
[00:35:01.770 --> 00:35:03.770]  into the big
[00:35:03.770 --> 00:35:05.770]  tree
[00:35:05.770 --> 00:35:07.770]  咁我哋
[00:35:07.770 --> 00:35:09.770]  睇到耶穌
[00:35:09.770 --> 00:35:11.770]  嘅 example
[00:35:11.770 --> 00:35:13.770]  bring peace to one
[00:35:13.770 --> 00:35:15.770]  another
[00:35:15.770 --> 00:35:17.770]  咁我哋就問個問題啦
[00:35:17.770 --> 00:35:19.770]  next slide, how do we live in
[00:35:19.770 --> 00:35:21.770]  harmony with one another
[00:35:21.770 --> 00:35:23.770]  我哋喺 explorer
[00:35:23.770 --> 00:35:25.770]  喺呢個教會,咁多唔同嘅人
[00:35:25.770 --> 00:35:27.770]  咁多唔同嘅 background
[00:35:27.770 --> 00:35:29.770]  咁多唔同嘅 school
[00:35:29.770 --> 00:35:31.770]  係咪
[00:35:31.770 --> 00:35:33.770]  個個全部都
[00:35:33.770 --> 00:35:35.770]  有唔同嘅 strengths and weaknesses
[00:35:35.770 --> 00:35:37.770]  我哋點可以 live
[00:35:37.770 --> 00:35:39.770]  in harmony with one another
[00:35:39.770 --> 00:35:41.770]  how do we do it
[00:35:41.770 --> 00:35:45.770]  we need to be imitators
[00:35:45.770 --> 00:35:47.770]  of God
[00:35:47.770 --> 00:35:49.770]  be imitators
[00:35:49.770 --> 00:35:51.770]  of God
[00:35:51.770 --> 00:35:53.770]  個個親近神
[00:35:53.770 --> 00:35:55.770]  個個
[00:35:55.770 --> 00:35:57.770]  追求神
[00:35:57.770 --> 00:35:59.770]  我哋個個
[00:35:59.770 --> 00:36:01.770]  會慢慢 become
[00:36:01.770 --> 00:36:03.770]  more like Jesus Christ
[00:36:03.770 --> 00:36:05.770]  因為耶穌
[00:36:05.770 --> 00:36:07.770]  幫我哋 set 最好嘅
[00:36:07.770 --> 00:36:09.770]  example,係咪
[00:36:09.770 --> 00:36:11.770]  Jesus was compassionate to
[00:36:11.770 --> 00:36:13.770]  those who were weak
[00:36:13.770 --> 00:36:15.770]  係咪,耶穌點解嚟呢個世界
[00:36:15.770 --> 00:36:17.770]  係咪
[00:36:17.770 --> 00:36:19.770]  佢係咪 feed 佢自己
[00:36:19.770 --> 00:36:21.770]  唔係 feed 5,000 佢 feed 佢自己
[00:36:21.770 --> 00:36:23.770]  係咪,佢 create 一個
[00:36:23.770 --> 00:36:25.770]  great buffet 畀自己,係咪
[00:36:25.770 --> 00:36:27.770]  唔係喎,佢嚟
[00:36:27.770 --> 00:36:29.770]  去
[00:36:29.770 --> 00:36:31.770]  侍奉,去 serve
[00:36:31.770 --> 00:36:33.770]  others
[00:36:33.770 --> 00:36:35.770]  耶穌係咪嚟 heal 自己呀
[00:36:35.770 --> 00:36:37.770]  係咪
[00:36:37.770 --> 00:36:39.770]  係咪 heal 自己,唔係喎,佢嚟
[00:36:39.770 --> 00:36:41.770]  heal the weak
[00:36:41.770 --> 00:36:43.770]  he came to seek and to
[00:36:43.770 --> 00:36:45.770]  save
[00:36:45.770 --> 00:36:47.770]  Jesus did not come to please himself
[00:36:47.770 --> 00:36:49.770]  he was compassionate
[00:36:49.770 --> 00:36:51.770]  and he created
[00:36:51.770 --> 00:36:53.770]  peace between Jews
[00:36:53.770 --> 00:36:55.770]  and Gentiles
[00:36:55.770 --> 00:36:57.770]  and so we are now one church
[00:36:57.770 --> 00:36:59.770]  耶穌係我哋
[00:36:59.770 --> 00:37:01.770]  個最好嘅榜樣
[00:37:01.770 --> 00:37:03.770]  咁我哋做基督徒
[00:37:03.770 --> 00:37:05.770]  都要一樣
[00:37:05.770 --> 00:37:07.770]  好似耶穌咁樣
[00:37:07.770 --> 00:37:09.770]  去 bear with the weak
[00:37:09.770 --> 00:37:11.770]  我哋身邊人個個都有
[00:37:11.770 --> 00:37:13.770]  唔同嘅需要嘅,我哋個個
[00:37:13.770 --> 00:37:15.770]  都有唔同嘅 strengths and weaknesses
[00:37:15.770 --> 00:37:17.770]  我哋要學
[00:37:17.770 --> 00:37:19.770]  點去謙卑自己
[00:37:19.770 --> 00:37:21.770]  睇到人哋嘅
[00:37:21.770 --> 00:37:23.770]  需要,跟住
[00:37:23.770 --> 00:37:25.770]  去 reach out,去幫人
[00:37:25.770 --> 00:37:27.770]  跟住呢
[00:37:27.770 --> 00:37:29.770]  我哋
[00:37:29.770 --> 00:37:31.770]  要學點去唔係
[00:37:31.770 --> 00:37:33.770]  淨係 please 我哋自己
[00:37:33.770 --> 00:37:35.770]  我哋個個都有唔同嘅
[00:37:35.770 --> 00:37:37.770]  弱點嘅,我哋個個都係有
[00:37:37.770 --> 00:37:39.770]  selfish, be selfish
[00:37:39.770 --> 00:37:41.770]  係咪,但我哋要學
[00:37:41.770 --> 00:37:43.770]  好似主耶穌咁,佢
[00:37:43.770 --> 00:37:45.770]  嚟到呢度,唔係 please 佢自己
[00:37:45.770 --> 00:37:47.770]  佢係喺度侍奉
[00:37:47.770 --> 00:37:49.770]  人, heal 人
[00:37:49.770 --> 00:37:51.770]  feed 人
[00:37:51.770 --> 00:37:53.770]  關心人
[00:37:53.770 --> 00:37:55.770]  我哋都要一樣
[00:37:55.770 --> 00:37:57.770]  去幫人
[00:37:57.770 --> 00:37:59.770]  in the power of Jesus
[00:37:59.770 --> 00:38:01.770]  跟住第三
[00:38:01.770 --> 00:38:03.770]  保羅 command 我哋就係
[00:38:03.770 --> 00:38:05.770]  去 live in harmony
[00:38:05.770 --> 00:38:07.770]  with one another
[00:38:07.770 --> 00:38:09.770]  and welcome one another
[00:38:11.770 --> 00:38:13.770]  我哋請 worship team 上嚟
[00:38:13.770 --> 00:38:15.770]  我哋未
[00:38:15.770 --> 00:38:17.770]  完之前呢,我哋不如
[00:38:17.770 --> 00:38:19.770]  密討下,我哋閉埋
[00:38:19.770 --> 00:38:21.770]  眼,我哋
[00:38:21.770 --> 00:38:25.770]  我哋祈禱
[00:38:25.770 --> 00:38:27.770]  我哋求神
[00:38:27.770 --> 00:38:29.770]  畀我哋睇到
[00:38:29.770 --> 00:38:31.770]  我哋身邊嘅人
[00:38:31.770 --> 00:38:33.770]  個需要
[00:38:33.770 --> 00:38:35.770]  唔同嘅需要,有咩人
[00:38:35.770 --> 00:38:37.770]  喺你身邊,神係
[00:38:37.770 --> 00:38:39.770]  同你,感動你嘅
[00:38:39.770 --> 00:38:41.770]  去幫佢
[00:38:41.770 --> 00:38:43.770]  跟住
[00:38:43.770 --> 00:38:45.770]  求神畀你有智慧
[00:38:45.770 --> 00:38:47.770]  點去識得,點去
[00:38:47.770 --> 00:38:49.770]  幫佢
[00:38:49.770 --> 00:38:51.770]  我哋密討下
[00:38:51.770 --> 00:38:53.770]  求神幫我哋有
[00:38:53.770 --> 00:38:55.770]  主耶穌嘅心
[00:38:55.770 --> 00:38:57.770]  愛心
[00:38:57.770 --> 00:38:59.770]  去幫人
[00:38:59.770 --> 00:39:01.770]  接受人
[00:39:01.770 --> 00:39:03.770]  愛人
