
[00:00:00.000 --> 00:00:08.500]  大家早 今天的題目是 教會出品必屬佳品 是問句來的
[00:37:15.500 --> 00:37:17.500]  因為他們買東西都拿著一抽二扔的東西
[00:37:17.500 --> 00:37:19.500]  然後都趕著走
[00:37:19.500 --> 00:37:21.500]  當中有位姿態很有創意
[00:37:21.500 --> 00:37:25.500]  他想到其實我們可以去機場傳福音
[00:37:25.500 --> 00:37:27.500]  為什麼呢
[00:37:27.500 --> 00:37:29.500]  因為每個星期日下午五點鐘
[00:37:29.500 --> 00:37:32.500]  總有一班中國航空的飛機
[00:37:32.500 --> 00:37:35.500]  由柏林Tiger機場飛回中國
[00:37:35.500 --> 00:37:37.500]  他們的機場通常很小
[00:37:37.500 --> 00:37:39.500]  通常在外面排隊
[00:37:39.500 --> 00:37:41.500]  一條長龍下來幾百人
[00:37:41.500 --> 00:37:42.500]  全部都是中國人
[00:37:42.500 --> 00:37:44.500]  都是來旅遊來探親
[00:37:44.500 --> 00:37:47.500]  他們一排隊至少半個小時
[00:37:47.500 --> 00:37:49.500]  嘩 多好啊
[00:37:49.500 --> 00:37:50.500]  感謝主啊 我們又去到
[00:37:50.500 --> 00:37:52.500]  不是很遠 機場很近
[00:37:52.500 --> 00:37:53.500]  我們特意開了一個時間
[00:37:53.500 --> 00:37:56.500]  我們拿著單張跟他們聊天
[00:37:56.500 --> 00:37:57.500]  我們聊天當然是話題
[00:37:57.500 --> 00:38:00.500]  不是你要信耶穌那麼快進去
[00:38:00.500 --> 00:38:01.500]  我們問問他們
[00:38:01.500 --> 00:38:04.500]  你來德國來歐洲玩些什麼
[00:38:04.500 --> 00:38:05.500]  玩一玩 講一講
[00:38:05.500 --> 00:38:07.500]  你來到肯定要看教會
[00:38:07.500 --> 00:38:09.500]  來看教堂的時候
[00:38:09.500 --> 00:38:13.500]  會不會看到柏林市中心有個爛教堂
[00:38:13.500 --> 00:38:14.500]  被人炸了一半
[00:38:14.500 --> 00:38:17.500]  很有趣 德國政府不維修
[00:38:17.500 --> 00:38:18.500]  就任由它爛掉
[00:38:18.500 --> 00:38:20.500]  知道為什麼嗎
[00:38:20.500 --> 00:38:23.500]  是紀念二戰的時候
[00:38:23.500 --> 00:38:25.500]  德國納粹攻擊人
[00:38:25.500 --> 00:38:27.500]  這種不好的行為
[00:38:27.500 --> 00:38:29.500]  他們以此為教訓
[00:38:29.500 --> 00:38:30.500]  剛剛我們講到
[00:38:30.500 --> 00:38:32.500]  為什麼德國會這樣做
[00:38:32.500 --> 00:38:35.500]  相反另一個國家日本
[00:38:35.500 --> 00:38:39.500]  有些事實不是很公開
[00:38:39.500 --> 00:38:41.500]  掩蓋一些事實
[00:38:41.500 --> 00:38:44.500]  原來背後有基督的信仰
[00:38:44.500 --> 00:38:46.500]  帶領著一個國家
[00:38:46.500 --> 00:38:48.500]  對一些價值有不同的看法
[00:38:48.500 --> 00:38:50.500]  進而我們談到福音
[00:38:50.500 --> 00:38:53.500]  進而我們可以談到聖經的內容
[00:38:53.500 --> 00:38:54.500]  同樣道理
[00:38:54.500 --> 00:38:56.500]  最近的時間我去到廈門
[00:38:56.500 --> 00:39:01.500]  有機會去旅遊和探訪一些地方
[00:39:01.500 --> 00:39:03.500]  去到一個地方叫古浪嶼
[00:39:03.500 --> 00:39:04.500]  可能大家都去過
[00:39:04.500 --> 00:39:06.500]  古浪嶼上面有很多教會
[00:39:06.500 --> 00:39:08.500]  十幾個教堂在裏面
[00:39:08.500 --> 00:39:10.500]  其中去到一個教堂裏面
[00:39:10.500 --> 00:39:15.500]  有些人時不時進去拍婚紗照
[00:39:15.500 --> 00:39:18.500]  他們其實是打開教會
[00:39:18.500 --> 00:39:21.500]  讓別人進去歡迎他們
[00:39:21.500 --> 00:39:23.500]  其中在裏面的時間
[00:39:23.500 --> 00:39:25.500]  我們參觀了教會
[00:39:25.500 --> 00:39:28.500]  教會裏面有兩個很大的公仔
[00:39:28.500 --> 00:39:29.500]  比我高
[00:39:29.500 --> 00:39:32.500]  放在牆櫈裏
[00:39:32.500 --> 00:39:33.500]  我們很開心
[00:39:33.500 --> 00:39:34.500]  看到這麼可愛的公仔
[00:39:34.500 --> 00:39:37.500]  肯定坐在那裏拍照
[00:39:37.500 --> 00:39:39.500]  當你拍照的時候
[00:39:39.500 --> 00:39:44.500]  旁邊有些姊妹走過來和你聊天
[00:39:44.500 --> 00:39:46.500]  那些公仔很可愛
[00:39:46.500 --> 00:39:49.500]  公仔的來歷是怎樣來的呢
[00:39:49.500 --> 00:39:51.500]  原來是一對基督徒夫婦
[00:39:51.500 --> 00:39:52.500]  結婚的時候
[00:39:52.500 --> 00:39:53.500]  有人送給他們
[00:39:53.500 --> 00:39:54.500]  今天留下了
[00:39:54.500 --> 00:39:55.500]  留下了的時候
[00:39:55.500 --> 00:39:56.500]  他們說拿不走了
[00:39:56.500 --> 00:39:58.500]  希望送給教會作一個祝福
[00:39:58.500 --> 00:40:00.500]  長期放在那裏
[00:40:00.500 --> 00:40:01.500]  然後說到什麼呢
[00:40:01.500 --> 00:40:03.500]  說到婚姻
[00:40:03.500 --> 00:40:05.500]  婚姻是神所設立的
[00:40:05.500 --> 00:40:06.500]  一男一女的婚姻
[00:40:06.500 --> 00:40:08.500]  然後從婚姻說到盟約
[00:40:08.500 --> 00:40:11.500]  盟約是人和神之間的納約
[00:40:11.500 --> 00:40:12.500]  然後拿一本聖經出來
[00:40:12.500 --> 00:40:14.500]  和你說福音
[00:40:14.500 --> 00:40:15.500]  我覺得很寶貴
[00:40:15.500 --> 00:40:16.500]  我經歷了
[00:40:16.500 --> 00:40:18.500]  看到很有心思
[00:40:18.500 --> 00:40:19.500]  很有智慧
[00:40:19.500 --> 00:40:21.500]  你知不知道留意一件事
[00:40:21.500 --> 00:40:22.500]  在廈門
[00:40:22.500 --> 00:40:23.500]  在內地的時間
[00:40:23.500 --> 00:40:26.500]  教會門外是不可以傳福音的
[00:40:26.500 --> 00:40:28.500]  但是當你打開教會
[00:40:28.500 --> 00:40:30.500]  別人進來坐下的時候
[00:40:30.500 --> 00:40:32.500]  有機會和他傾福音的時候
[00:40:32.500 --> 00:40:34.500]  這是很難得的寶貴的機會
[00:40:34.500 --> 00:40:38.500]  所以其實神賜給我們很多智慧
[00:40:38.500 --> 00:40:42.500]  願意走出去的時候
[00:40:42.500 --> 00:40:45.500]  我們就可以實踐大使命
[00:40:45.500 --> 00:40:47.500]  我們問一個問題
[00:40:47.500 --> 00:40:49.500]  為了門徒訓練
[00:40:49.500 --> 00:40:51.500]  我們可以去到多盡呢
[00:40:51.500 --> 00:40:52.500]  為了門徒訓練
[00:40:52.500 --> 00:40:54.500]  我們可以去到多盡呢
[00:40:54.500 --> 00:40:55.500]  最近看一個新聞
[00:40:55.500 --> 00:40:58.500]  黑龍江一個外科醫生
[00:40:58.500 --> 00:41:00.500]  為了培養自己的兒子
[00:41:00.500 --> 00:41:02.500]  對醫學的興趣
[00:41:02.500 --> 00:41:06.500]  竟然在水果上做手術
[00:41:06.500 --> 00:41:08.500]  然後做給兒子看
[00:41:08.500 --> 00:41:13.500]  包括幫葡萄籽做縫合手術
[00:41:13.500 --> 00:41:16.500]  幫芒果割盲腸
[00:41:16.500 --> 00:41:19.500]  幫柚子換心
[00:41:19.500 --> 00:41:21.500]  雖然是和水果做手術
[00:41:21.500 --> 00:41:23.500]  但他一點也不馬虎
[00:41:23.500 --> 00:41:27.500]  還特別地買了專用的手術器材
[00:41:27.500 --> 00:41:28.500]  而且還特意找了
[00:41:28.500 --> 00:41:30.500]  好像人器官的水果
[00:41:30.500 --> 00:41:32.500]  慢慢地做
[00:41:32.500 --> 00:41:35.500]  慢慢地拍片給兒子看
[00:41:35.500 --> 00:41:37.500]  一個爸爸為了栽培兒子
[00:41:37.500 --> 00:41:40.500]  可以如此用心
[00:41:40.500 --> 00:41:42.500]  教會又怎樣呢
[00:41:42.500 --> 00:41:44.500]  為了門徒訓練
[00:41:44.500 --> 00:41:46.500]  我們可以去到多盡呢
[00:41:46.500 --> 00:41:50.500]  太古城堂在門徒訓練這方面
[00:41:50.500 --> 00:41:53.500]  我們是實踐得怎樣呢
[00:41:53.500 --> 00:41:55.500]  大家可以根據聖經裡面
[00:41:55.500 --> 00:41:58.500]  以上的標準去衡量
[00:41:58.500 --> 00:42:00.500]  我非常相信
[00:42:00.500 --> 00:42:02.500]  當教會切實進行門徒訓練
[00:42:02.500 --> 00:42:05.500]  銳意地專注在門徒訓練的時候
[00:42:05.500 --> 00:42:07.500]  教會出品
[00:42:07.500 --> 00:42:09.500]  必屬佳品這句說話
[00:42:09.500 --> 00:42:12.500]  絕對是有可能實現的
[00:42:12.500 --> 00:42:14.500]  求主幫助我們
[00:42:14.500 --> 00:42:16.500]  現在給我們一點時間
[00:42:16.500 --> 00:42:19.500]  讓我們在主的裡面去安靜
[00:42:19.500 --> 00:42:23.500]  去思想剛才整個話語
[00:42:23.500 --> 00:42:25.500]  讓聖靈去幫助我們
[00:42:25.500 --> 00:42:27.500]  我們 光照我們!
