
[00:00:00.000 --> 00:00:03.640]  我在年青的時候 特別是考試的時候
[00:34:07.860 --> 00:34:09.560]  但你不可以將它
[00:34:09.560 --> 00:34:10.660]  將它放在這裏
[00:34:10.660 --> 00:34:12.360]  永遠都想它
[00:34:12.360 --> 00:34:13.360]  好
[00:34:13.360 --> 00:34:14.460]  我求主幫助我們
[00:34:14.460 --> 00:34:17.060]  有生命的悔改
[00:34:17.060 --> 00:34:19.460]  最後耶穌想講一句說話
[00:34:19.460 --> 00:34:23.060]  就是當順福音
[00:34:23.060 --> 00:34:24.960]  福音是什麼呢
[00:34:24.960 --> 00:34:26.260]  其實簡單地講
[00:34:26.260 --> 00:34:27.860]  下面這張PAPON提醒我們
[00:34:27.860 --> 00:34:30.760]  福音是什麼
[00:34:30.760 --> 00:34:32.360]  在哥林多前書
[00:34:32.360 --> 00:34:33.860]  十五章三到八節
[00:34:33.860 --> 00:34:36.760]  或者簡單地十五章三到五節
[00:34:36.760 --> 00:34:37.660]  一起讀一讀
[00:34:37.660 --> 00:34:39.060]  有人問你福音是什麼
[00:34:39.060 --> 00:34:39.860]  記住
[00:34:39.860 --> 00:34:41.460]  哥林多前書
[00:34:41.460 --> 00:34:43.060]  這三節
[00:34:43.060 --> 00:34:44.160]  是福音的重心
[00:34:44.160 --> 00:34:45.360]  一起讀一讀
[00:34:45.360 --> 00:34:48.760]  我當日所領受又傳給你們的
[00:34:48.760 --> 00:34:49.560]  第一
[00:34:49.560 --> 00:34:52.260]  就是基督照著聖經所說
[00:34:52.260 --> 00:34:54.660]  為你們的罪死了
[00:34:54.660 --> 00:34:56.360]  而且埋葬了
[00:34:56.360 --> 00:34:58.260]  又照聖經所說
[00:34:58.260 --> 00:35:00.360]  第三天復活了
[00:35:00.360 --> 00:35:02.660]  並且顯給基法罕
[00:35:02.660 --> 00:35:05.260]  以及顯給十二舌頭
[00:35:05.260 --> 00:35:06.660]  接著講了五千多
[00:35:06.660 --> 00:35:08.260]  重點就是
[00:35:08.260 --> 00:35:10.060]  耶穌基督是死了
[00:35:10.060 --> 00:35:12.060]  而是復活
[00:35:12.060 --> 00:35:13.260]  是三天復活
[00:35:13.260 --> 00:35:14.860]  這是福音的重點
[00:35:14.860 --> 00:35:16.360]  可以說福音裡面
[00:35:16.360 --> 00:35:18.660]  這個俠義性的
[00:35:18.660 --> 00:35:21.460]  就是耶穌基督為我們死
[00:35:21.460 --> 00:35:22.560]  然後復活
[00:35:22.560 --> 00:35:23.560]  但福音這個字
[00:35:23.560 --> 00:35:26.560]  原來這個字就是一個好消息
[00:35:26.560 --> 00:35:27.660]  我想問大家
[00:35:27.660 --> 00:35:28.360]  你問一問隔壁
[00:35:28.360 --> 00:35:32.960]  什麼叫好消息對你們來說
[00:35:32.960 --> 00:35:34.760]  其實今天香港很多好消息
[00:35:34.760 --> 00:35:35.860]  我有時都留意
[00:35:35.860 --> 00:35:37.360]  我最喜歡三號
[00:35:37.360 --> 00:35:38.460]  十三號二十三號
[00:35:38.460 --> 00:35:40.160]  你知不知道什麼意思
[00:35:40.160 --> 00:35:41.560]  拿著一張恆生VISA卡
[00:35:41.560 --> 00:35:44.560]  去維康買東西有九五折
[00:35:44.560 --> 00:35:46.160]  你知不知道
[00:35:46.160 --> 00:35:47.360]  對我來說這是好消息
[00:35:47.360 --> 00:35:49.460]  不過很難撞中三號
[00:35:49.460 --> 00:35:51.960]  十三號二十三號
[00:35:51.960 --> 00:35:54.760]  其實每個人都有一個好消息在裡面
[00:35:54.760 --> 00:35:56.660]  不過有個神學家說
[00:35:56.660 --> 00:35:59.560]  我們最終的心底裡面
[00:35:59.560 --> 00:36:01.160]  什麼叫好消息呢
[00:36:01.160 --> 00:36:03.660]  今天耶穌能夠救你
[00:36:03.660 --> 00:36:05.660]  在你來說是最好消息
[00:36:05.660 --> 00:36:07.860]  還是你希望你的子女長大成人
[00:36:07.860 --> 00:36:10.060]  每個月納重稅給你呢
[00:36:10.060 --> 00:36:11.660]  你想一下
[00:36:11.660 --> 00:36:13.260]  其實很現實的
[00:36:13.260 --> 00:36:15.360]  可能你寧願你兒子長大
[00:36:15.360 --> 00:36:16.260]  納重稅給你
[00:36:16.260 --> 00:36:18.360]  或者你女兒長大
[00:36:18.360 --> 00:36:19.760]  納重稅給你
[00:36:19.760 --> 00:36:23.660]  好於你現在裡面有這個永世的生命
[00:36:23.660 --> 00:36:25.460]  我不知是誰
[00:36:25.460 --> 00:36:28.460]  你的終極的好消息是什麼
[00:36:28.460 --> 00:36:29.660]  好消息我在這裡簡單一點
[00:36:29.660 --> 00:36:31.860]  我借用剛剛去韓國裡面
[00:36:31.860 --> 00:36:34.560]  做一次趙容基牧師那本書
[00:36:34.560 --> 00:36:36.260]  叫《四道空間》
[00:36:36.260 --> 00:36:37.960]  有機會再跟大家分享
[00:36:37.960 --> 00:36:40.360]  在接下來的禮拜三的祈禱會
[00:36:40.360 --> 00:36:42.560]  我都想分享一些關於祈禱裡面
[00:36:42.560 --> 00:36:43.660]  在韓國裡面的領受
[00:36:43.660 --> 00:36:44.360]  今天時間關係
[00:36:44.360 --> 00:36:45.960]  我暫時不講那麼多
[00:36:45.960 --> 00:36:46.860]  有興趣的
[00:36:46.860 --> 00:36:48.460]  不是有興趣那麼簡單
[00:36:48.460 --> 00:36:49.360]  有負擔的
[00:36:49.360 --> 00:36:51.660]  我們禮拜三晚一起來禱告
[00:36:51.660 --> 00:36:53.360]  我可以分享更詳細
[00:36:53.360 --> 00:36:55.760]  不過趙容基裡面提醒我們
[00:36:55.760 --> 00:36:57.060]  福音
[00:36:57.060 --> 00:36:58.760]  他有五重的福音
[00:36:58.760 --> 00:37:00.960]  牧師你不是在說疑端嗎
[00:37:00.960 --> 00:37:02.560]  福音不是只有一個嗎
[00:37:02.560 --> 00:37:03.960]  為什麼有五重
[00:37:03.960 --> 00:37:06.460]  福音是一個好消息
[00:37:06.460 --> 00:37:08.060]  趙容基牧師裡面
[00:37:08.060 --> 00:37:09.560]  既然是一個好的消息
[00:37:09.560 --> 00:37:10.960]  福音是一個好消息
[00:37:10.960 --> 00:37:12.660]  有五重的意思
[00:37:12.660 --> 00:37:14.260]  不過在狹義的
[00:37:14.260 --> 00:37:16.260]  最簡單就是羅馬書所講
[00:37:16.260 --> 00:37:17.860]  福音本是神的大能
[00:37:17.860 --> 00:37:19.460]  要夠一切相信的
[00:37:19.460 --> 00:37:20.360]  這個就是狹義
[00:37:20.360 --> 00:37:22.060]  所以第一個叫做什麼
[00:37:22.060 --> 00:37:24.060]  重新的福音
[00:37:24.060 --> 00:37:27.160]  下一張拍檔
[00:37:27.160 --> 00:37:29.060]  這個重新福音是什麼意思呢
[00:37:29.060 --> 00:37:30.360]  我們被罪捆綁
[00:37:30.360 --> 00:37:32.060]  因為耶穌的時候我們得釋放
[00:37:32.060 --> 00:37:33.760]  我們所有的罪
[00:37:33.760 --> 00:37:35.860]  都壓在耶穌的身上
[00:37:35.860 --> 00:37:37.460]  所以耶穌在十甲七言的
[00:37:37.460 --> 00:37:38.960]  其中一個說話
[00:37:38.960 --> 00:37:41.060]  父啊父啊你為什麼離棄我
[00:37:41.060 --> 00:37:42.460]  因為我們所有的污的東西
[00:37:42.460 --> 00:37:46.060]  都擺在他身上
[00:37:46.060 --> 00:37:48.560]  有一個故事就是這樣講
[00:37:48.560 --> 00:37:51.060]  有一個人很像肥豬仔
[00:37:51.060 --> 00:37:52.760]  整天抱著他
[00:37:52.760 --> 00:37:53.860]  他去泥辦
[00:37:53.860 --> 00:37:54.760]  玩到髒兮兮
[00:37:54.760 --> 00:37:55.960]  他拿回來
[00:37:55.960 --> 00:37:57.260]  然後幫他洗乾淨
[00:37:57.260 --> 00:37:58.760]  抱著他
[00:37:58.760 --> 00:37:59.760]  我想請問
[00:37:59.760 --> 00:38:01.560]  當這個肥豬仔又跳下去
[00:38:01.560 --> 00:38:02.860]  那個泥蛋
[00:38:02.860 --> 00:38:04.460]  渾身弄到髒兮兮
[00:38:04.460 --> 00:38:08.360]  你猜這個主人會不會抱著他呢
[00:38:08.360 --> 00:38:09.260]  會啊
[00:38:09.260 --> 00:38:11.260]  我是主人我就不抱著他
[00:38:11.260 --> 00:38:12.560]  他髒兮兮嘛
[00:38:12.560 --> 00:38:14.360]  不過我會洗乾淨了之後
[00:38:14.360 --> 00:38:16.160]  我再抱著他
[00:38:16.160 --> 00:38:17.260]  對嗎
[00:38:17.260 --> 00:38:18.760]  同樣耶穌當日就是
[00:38:18.760 --> 00:38:20.460]  所有的罪都壓在他身上
[00:38:20.460 --> 00:38:22.260]  就好像肥豬仔髒了
[00:38:22.260 --> 00:38:23.660]  上帝覺得你很污穢
[00:38:23.660 --> 00:38:25.260]  所以和他斷絕
[00:38:25.260 --> 00:38:26.660]  但什麼時候
[00:38:26.660 --> 00:38:28.060]  他告訴上帝
[00:38:28.060 --> 00:38:29.760]  我這個罪不是我的
[00:38:29.760 --> 00:38:30.760]  是我替人承擔
[00:38:30.760 --> 00:38:32.460]  上帝知道他本質
[00:38:32.460 --> 00:38:34.260]  仍然是一個無罪的手
[00:38:34.260 --> 00:38:35.160]  就歸納他
[00:38:35.160 --> 00:38:36.660]  所以我們每一個人
[00:38:36.660 --> 00:38:38.160]  都要經歷第一個福音
[00:38:38.160 --> 00:38:40.160]  是合意的重生的福音
[00:38:40.160 --> 00:38:41.160]  所以少林寺主說
[00:38:41.160 --> 00:38:42.560]  除他以外別無請求
[00:38:42.560 --> 00:38:43.360]  弟兄姊妹們
[00:38:43.360 --> 00:38:44.560]  我不管你們是剛剛信耶穌
[00:38:44.560 --> 00:38:45.560]  或者未信耶穌
[00:38:45.560 --> 00:38:46.760]  這個說話很重要
[00:38:46.760 --> 00:38:48.560]  天下人間沒有別的名字
[00:38:48.560 --> 00:38:49.360]  就是耶穌這個名字
[00:38:49.360 --> 00:38:51.360]  可以靠著得救
[00:38:51.360 --> 00:38:53.360]  這個是第一樣東西
[00:38:53.360 --> 00:38:54.760]  第二就是
[00:38:54.760 --> 00:38:56.760]  聖靈充滿的福音
[00:38:56.760 --> 00:38:57.760]  原來聖靈
[00:38:57.760 --> 00:38:58.760]  當我們信耶穌的時候
[00:38:58.760 --> 00:38:59.760]  聖靈在我們裏面
[00:38:59.760 --> 00:39:01.560]  現在聖靈想充滿我們
[00:39:01.560 --> 00:39:02.960]  掌管我們
[00:39:02.960 --> 00:39:04.760]  在啟發課程就會學到
[00:39:04.760 --> 00:39:06.260]  經驗這件事
[00:39:06.260 --> 00:39:07.360]  希望大家都可以
[00:39:07.360 --> 00:39:08.560]  在經歷裏面
[00:39:08.560 --> 00:39:10.560]  更深這件事
[00:39:10.560 --> 00:39:11.960]  聖靈是很想管理我們
[00:39:11.960 --> 00:39:12.860]  所以保羅說
[00:39:12.860 --> 00:39:14.160]  不要醉酒
[00:39:14.160 --> 00:39:15.760]  那要被什麼
[00:39:15.760 --> 00:39:17.360]  聖靈充滿
[00:39:17.360 --> 00:39:19.060]  常常生活裏面
[00:39:19.060 --> 00:39:19.860]  都會感受到
[00:39:19.860 --> 00:39:21.660]  上帝與你同行
[00:39:21.660 --> 00:39:22.760]  有個聲音
[00:39:22.760 --> 00:39:24.660]  或者聖經提醒你
[00:39:24.660 --> 00:39:26.060]  今天大家看聖經
[00:39:26.060 --> 00:39:27.560]  你發覺有沒有味道
[00:39:27.560 --> 00:39:28.360]  如果沒有味道
[00:39:28.360 --> 00:39:30.160]  你仍然都是有聖靈在當中
[00:39:30.160 --> 00:39:32.260]  但是你好像很平
[00:39:32.260 --> 00:39:33.960]  但是有一天你很感動
[00:39:33.960 --> 00:39:35.660]  這個說話與你去說話的時候
[00:39:35.660 --> 00:39:36.560]  我可以告訴你
[00:39:36.560 --> 00:39:37.360]  那一刻
[00:39:37.360 --> 00:39:38.960]  是其中一刻
[00:39:38.960 --> 00:39:42.260]  聖靈去充滿你
[00:39:42.260 --> 00:39:42.960]  去帶動你
[00:39:42.960 --> 00:39:45.660]  第三個福音就是什麼
[00:39:45.660 --> 00:39:47.460]  醫治的福音
[00:39:47.460 --> 00:39:48.360]  當耶穌來的時候
[00:39:48.360 --> 00:39:49.360]  這個一個
[00:39:49.360 --> 00:39:50.160]  有一個應許
[00:39:50.160 --> 00:39:51.560]  祂的鞭傷使我們得醫治
[00:39:51.560 --> 00:39:52.360]  頂尖的門
[00:39:52.360 --> 00:39:54.360]  不要想著信耶穌的醫治
[00:39:54.360 --> 00:39:55.760]  很隨便都可以
[00:39:55.760 --> 00:39:56.760]  耶穌的醫治
[00:39:56.760 --> 00:39:58.860]  是可以很實在的
[00:39:58.860 --> 00:40:00.160]  今天在韓國
[00:40:00.160 --> 00:40:02.460]  剛剛再提醒
[00:40:02.460 --> 00:40:03.260]  或者我最近
[00:40:03.260 --> 00:40:04.260]  都可能
[00:40:04.260 --> 00:40:05.260]  都有一個情況
[00:40:05.260 --> 00:40:06.860]  上帝的醫治
[00:40:06.860 --> 00:40:08.060]  是真的
[00:40:08.060 --> 00:40:09.860]  可以全人的醫治
[00:40:09.860 --> 00:40:10.960]  當然有些人
[00:40:10.960 --> 00:40:12.360]  覺得我都會祈禱一禱
[00:40:12.360 --> 00:40:13.060]  未有
[00:40:13.060 --> 00:40:14.560]  我不明白為什麼
[00:40:14.560 --> 00:40:15.660]  我都是想問一下上帝
[00:40:15.660 --> 00:40:16.460]  但是
[00:40:16.460 --> 00:40:18.260]  有很多很多
[00:40:18.260 --> 00:40:21.760]  是經歷到上帝的醫治
[00:40:21.760 --> 00:40:23.460]  這個是一個真實
[00:40:23.460 --> 00:40:24.260]  請你繼續
[00:40:24.260 --> 00:40:25.460]  不要放棄
[00:40:25.460 --> 00:40:28.560]  為你的軟弱去禱告
[00:40:28.560 --> 00:40:30.260]  也頂尖的門不要放棄
[00:40:30.260 --> 00:40:31.660]  為你的肢體門
[00:40:31.660 --> 00:40:36.160]  在身體的軟弱去禱告
[00:40:36.160 --> 00:40:37.460]  第四
[00:40:37.460 --> 00:40:39.760]  是一個祝福的福音
[00:40:39.760 --> 00:40:41.160]  當我們禱告的時候
[00:40:41.160 --> 00:40:42.160]  當我們信耶穌的時候
[00:40:42.160 --> 00:40:44.260]  神都很希望透過我們生命
[00:40:44.260 --> 00:40:45.360]  去祝福人
[00:40:45.360 --> 00:40:47.260]  我想起一個烏干達的事情
[00:40:47.260 --> 00:40:48.860]  可以成為一個例子
[00:40:48.860 --> 00:40:49.960]  當烏干達的時候
[00:40:49.960 --> 00:40:52.460]  是被阿緬將軍統治的時候
[00:40:52.460 --> 00:40:54.060]  人是很辛苦的
[00:40:54.060 --> 00:40:55.960]  生活裡面是很沒有盼望
[00:40:55.960 --> 00:40:57.860]  但是國家轉化的時候
[00:40:57.860 --> 00:41:00.160]  其中有一個宣教者
[00:41:00.160 --> 00:41:01.560]  去到那裡
[00:41:01.560 --> 00:41:03.560]  去牧養一些孤兒
[00:41:03.560 --> 00:41:05.260]  就是Watutu
[00:41:05.260 --> 00:41:07.460]  這一班的孤兒開始長大
[00:41:07.460 --> 00:41:08.960]  他們的生命有一個夢想
[00:41:08.960 --> 00:41:10.060]  我想做醫生
[00:41:10.060 --> 00:41:11.160]  我想做律師
[00:41:11.160 --> 00:41:11.960]  我想做飛機司機
[00:41:11.960 --> 00:41:13.560]  我想做巴士司機都好
[00:41:13.560 --> 00:41:17.960]  將他們的生命完全投入那個社會裡面
[00:41:17.960 --> 00:41:20.960]  而烏干達就因為這個福音的祝福
[00:41:20.960 --> 00:41:22.560]  開始什麼
[00:41:22.560 --> 00:41:25.160]  人是在經歷更豐富
[00:41:25.160 --> 00:41:26.460]  所以頂尖的門
[00:41:26.460 --> 00:41:28.560]  我們都想福音會祝福的時候
[00:41:28.560 --> 00:41:30.060]  接下來的行區
[00:41:30.060 --> 00:41:31.260]  或者報道會
[00:41:31.260 --> 00:41:32.460]  都請一些人
[00:41:32.460 --> 00:41:33.560]  回來好不好
[00:41:33.560 --> 00:41:35.660]  將這個祝福繼續分享給人
[00:41:35.660 --> 00:41:36.960]  最後
[00:41:36.960 --> 00:41:39.960]  就是再臨的福音
[00:41:39.960 --> 00:41:41.960]  什麼叫再臨的福音呢
[00:41:41.960 --> 00:41:42.660]  頂尖的門
[00:41:42.660 --> 00:41:44.360]  剛才守了主餐
[00:41:44.360 --> 00:41:46.060]  主餐有三個意思
[00:41:46.060 --> 00:41:47.560]  其中一個意思是什麼
[00:41:47.560 --> 00:41:48.660]  耶穌說的
[00:41:48.660 --> 00:41:49.860]  我告訴你們
[00:41:49.860 --> 00:41:51.360]  從今以後
[00:41:51.360 --> 00:41:53.460]  我不再學著葡萄汁
[00:41:53.460 --> 00:41:55.960]  直到我在我富國裡
[00:41:55.960 --> 00:41:59.260]  學新的日子
[00:41:59.260 --> 00:42:01.660]  福音是一個盼望
[00:42:01.660 --> 00:42:03.760]  其實當耶穌面對
[00:42:03.760 --> 00:42:05.860]  一些受逼迫的信徒
[00:42:05.860 --> 00:42:08.260]  在馬可給他們的鼓勵
[00:42:08.260 --> 00:42:10.360]  日期滿了
[00:42:10.360 --> 00:42:11.260]  天國近了
[00:42:11.260 --> 00:42:13.360]  你們當悔改信福音
[00:42:13.360 --> 00:42:16.060]  是一個比較廣義的我相信
[00:42:16.060 --> 00:42:17.260]  讓他們知道
[00:42:17.260 --> 00:42:18.560]  有一天
[00:42:18.560 --> 00:42:20.860]  上帝會同在
[00:42:20.860 --> 00:42:23.460]  這個就是耶穌講這句話
[00:42:23.460 --> 00:42:25.260]  是一個宣告
[00:42:25.260 --> 00:42:27.560]  宣告時間到了
[00:42:27.560 --> 00:42:29.660]  我們生活應該有些改變
[00:42:29.660 --> 00:42:31.860]  不要依然顧我的生活
[00:42:31.860 --> 00:42:34.160]  然後這個改變的生活
[00:42:34.160 --> 00:42:35.960]  是因為福音的改變
[00:42:35.960 --> 00:42:38.460]  福音的大能幫助我們去改變
[00:42:38.460 --> 00:42:39.860]  這個是今天的信息
[00:42:39.860 --> 00:42:41.860]  讓大家看到
[00:42:41.860 --> 00:42:42.660]  時間到了
[00:42:42.660 --> 00:42:44.260]  神的國近了
[00:42:44.260 --> 00:42:45.860]  我們悔改的心
[00:42:45.860 --> 00:42:47.160]  去接受福音
[00:42:47.160 --> 00:42:50.660]  因為這是一個重價的福音
[00:42:50.660 --> 00:42:52.360]  在結束的時候
[00:42:52.360 --> 00:42:55.660]  有一個悔改的故事再提醒我們
[00:42:55.660 --> 00:42:57.560]  真的行事為人
[00:42:57.560 --> 00:43:00.160]  與蒙召的恩相稱
[00:43:00.160 --> 00:43:03.660]  話說在古羅馬的時代
[00:43:03.660 --> 00:43:05.460]  保羅的時代
[00:43:05.460 --> 00:43:07.260]  有一個當時在奴隸制度
[00:43:07.260 --> 00:43:08.460]  有一個奴隸
[00:43:08.460 --> 00:43:11.560]  拿了他老闆一些錢
[00:43:11.560 --> 00:43:13.160]  就離家出走
[00:43:13.160 --> 00:43:15.160]  去了其他地方生活
[00:43:15.160 --> 00:43:16.560]  誰知他生活的時候
[00:43:16.560 --> 00:43:18.360]  遇上一個基督徒
[00:43:18.360 --> 00:43:20.560]  這個基督徒和他一起生活
[00:43:20.560 --> 00:43:23.160]  而且將福音告訴他
[00:43:23.160 --> 00:43:26.060]  然後他就信了耶穌
[00:43:26.060 --> 00:43:29.460]  這個奴僕就服侍帶領他信耶穌的人
[00:43:29.460 --> 00:43:32.560]  一邊服侍一邊商交一邊聊天
[00:43:32.560 --> 00:43:35.560]  他就將他過去一些不光彩的事
[00:43:35.560 --> 00:43:38.160]  告訴這個帶領他信耶穌的人
[00:43:38.160 --> 00:43:40.660]  這個帶領他信耶穌的人就告訴他
[00:43:40.660 --> 00:43:42.060]  你這樣不行的
[00:43:42.060 --> 00:43:43.860]  你要回到你的主人那裡
[00:43:43.860 --> 00:43:45.460]  求他叫你
[00:43:45.460 --> 00:43:46.560]  赦免你
[00:43:46.560 --> 00:43:48.060]  如果他肯赦免你
[00:43:48.060 --> 00:43:49.560]  你就回來服侍我
[00:43:49.560 --> 00:43:50.660]  如果他不肯赦免你
[00:43:50.660 --> 00:43:52.860]  或者他赦免了你要來服侍他
[00:43:52.860 --> 00:43:54.560]  你就要聽他的話
[00:43:54.560 --> 00:43:57.560]  因為你始終是屬於他的奴隸
[00:43:57.560 --> 00:43:59.360]  結果他就回去
[00:43:59.360 --> 00:44:01.060]  求這個主人赦免
[00:44:01.060 --> 00:44:03.060]  你猜這個主人有沒有赦免的?
[00:44:03.060 --> 00:44:04.660]  你猜這個主人有沒有赦免?
[00:44:04.660 --> 00:44:05.860]  有
[00:44:05.860 --> 00:44:08.460]  如果想詳細知道這個故事是怎樣
[00:44:08.460 --> 00:44:10.360]  請去看《肥理門書》
[00:44:10.360 --> 00:44:12.560]  肥理門就是這個故事
[00:44:12.560 --> 00:44:14.860]  有一個阿尼西姆這個人
[00:44:14.860 --> 00:44:18.260]  今天我們每一個人都有一個屬靈的阿尼西姆
[00:44:18.260 --> 00:44:20.560]  我可能做錯了一些事情虧欠神
[00:44:20.560 --> 00:44:24.160]  但願求神都幫助我們去悔改
[00:44:24.160 --> 00:44:30.060]  重新過一個合乎主喜悅的生活
[00:44:30.060 --> 00:44:31.360]  我們重新悔改
[00:44:31.360 --> 00:44:33.560]  改變我們生活的形態
[00:44:33.560 --> 00:44:35.160]  合乎福音
[00:44:35.160 --> 00:44:36.960]  合乎主的心願
[00:44:36.960 --> 00:44:39.260]  我們低頭禱告
[00:44:39.260 --> 00:44:41.360]  天父我們多謝你
[00:44:41.360 --> 00:44:53.060]  不是你先願意寫在十字架上愛我們
[00:44:53.060 --> 00:44:54.860]  我們今天沒有一個人
[00:44:54.860 --> 00:44:58.360]  沒有一個人能夠站立在你的面前
[00:44:58.360 --> 00:45:02.160]  天父我願意在你的面前說一聲
[00:45:02.160 --> 00:45:03.460]  我們多謝你
[00:45:03.460 --> 00:45:05.360]  是因為你先愛我們
[00:45:05.360 --> 00:45:07.460]  所以我都很愛你
[00:45:07.460 --> 00:45:13.160]  我願意我們有悔改的心
[00:45:13.160 --> 00:45:16.060]  和主的話語去相調配
[00:45:16.060 --> 00:45:17.660]  以我們行事為人
[00:45:17.660 --> 00:45:20.160]  都要蒙著祂的恩相請
[00:45:20.160 --> 00:45:26.360]  求主幫助我們在座每一位弟兄姊妹
[00:45:26.360 --> 00:45:28.460]  他們信了耶穌的
[00:45:28.460 --> 00:45:30.560]  生活有一個能力
[00:45:30.560 --> 00:45:32.860]  有從聖靈給他們的能力
[00:45:32.860 --> 00:45:36.560]  可以改變他們的生活
[00:45:36.560 --> 00:45:39.160]  合乎主的意思
[00:45:39.160 --> 00:45:41.160]  未信耶穌的
[00:45:41.160 --> 00:45:42.960]  他可以告訴耶穌
[00:45:42.960 --> 00:45:44.760]  原來耶穌這麼愛他
[00:45:44.760 --> 00:45:46.860]  想他生命有一個好的計劃
[00:45:46.860 --> 00:45:49.160]  他想決定信耶穌
[00:45:49.160 --> 00:45:50.160]  無論哪種人都好
[00:45:50.160 --> 00:45:52.560]  這個禱告
[00:45:52.560 --> 00:45:54.460]  若是你心願的時候
[00:45:54.460 --> 00:45:57.160]  你從心底裏面說阿們
[00:45:57.160 --> 00:45:58.360]  我們祈禱交托
[00:45:58.360 --> 00:46:00.960]  奉耶穌得聖的名字祈求
[00:46:00.960 --> 00:46:02.560]  阿們
