
[00:00:00.000 --> 00:00:03.600]  各位好 新年快樂 跟大家拜個年
[00:34:23.080 --> 00:34:24.080]  繼續在我們生命裡面
[00:34:24.080 --> 00:34:26.080]  去產生出來
[00:34:26.080 --> 00:34:27.080]  讓我們知道
[00:34:27.080 --> 00:34:29.080]  我們屬於光的國度
[00:34:29.080 --> 00:34:31.080]  屬於你自己的國度
[00:34:31.080 --> 00:34:32.080]  主讓我們的家庭
[00:34:32.080 --> 00:34:33.080]  讓我們的關係
[00:34:33.080 --> 00:34:34.080]  讓我們的生命
[00:34:34.080 --> 00:34:35.080]  讓我們的職業
[00:34:35.080 --> 00:34:36.080]  等等任何一件事
[00:34:36.080 --> 00:34:38.080]  慢慢繼續的
[00:34:38.080 --> 00:34:39.080]  去兌現出
[00:34:39.080 --> 00:34:42.080]  上帝你自己的權能
[00:34:42.080 --> 00:34:44.080]  我們是屬於你自己國度的國民
[00:34:44.080 --> 00:34:46.080]  求你去使用我們
[00:34:46.080 --> 00:34:48.080]  祈禱馮主明
