
[00:00:00.000 --> 00:00:03.560]  教會今年的主題是照明人生
[00:32:55.560 --> 00:32:58.560]  你只要做一件事
[00:32:58.560 --> 00:33:00.560]  請求
[00:33:00.560 --> 00:33:01.560]  英文是ask
[00:33:01.560 --> 00:33:03.560]  你問我
[00:33:03.560 --> 00:33:04.560]  喊文就跟爸爸說
[00:33:04.560 --> 00:33:06.560]  爸爸我求求你
[00:33:06.560 --> 00:33:09.560]  我很想要一頂屬於自己的帽子
[00:33:09.560 --> 00:33:11.560]  爸爸就跟喊文說
[00:33:11.560 --> 00:33:12.560]  好 你來
[00:33:12.560 --> 00:33:16.560]  你告訴我你喜歡什麼
[00:33:16.560 --> 00:33:19.560]  喊文就一直跟爸爸說
[00:33:19.560 --> 00:33:20.560]  爸爸就按著喊文
[00:33:20.560 --> 00:33:23.560]  喜歡的跟他做一頂帽子
[00:33:23.560 --> 00:33:25.560]  頂姐妹
[00:33:25.560 --> 00:33:27.560]  我們天父上帝最了解我們
[00:33:27.560 --> 00:33:29.560]  別人給我們很多期望
[00:33:29.560 --> 00:33:31.560]  有時我們也給自己很多期望
[00:33:31.560 --> 00:33:34.560]  但我們不是按著上帝做我們這個特質
[00:33:34.560 --> 00:33:36.560]  祂做我們有一個心意
[00:33:36.560 --> 00:33:38.560]  祂做我們有一個特質
[00:33:38.560 --> 00:33:39.560]  是祂給了一個名字
[00:33:39.560 --> 00:33:41.560]  我們是什麼呢
[00:33:41.560 --> 00:33:43.560]  求主幫助我們
[00:33:43.560 --> 00:33:45.560]  讓我們知道上帝按祂心意
[00:33:45.560 --> 00:33:46.560]  選擇我們
[00:33:46.560 --> 00:33:48.560]  讓我們知道上帝按祂主權
[00:33:48.560 --> 00:33:49.560]  選擇我們
[00:33:49.560 --> 00:33:51.560]  是有意思的
[00:33:51.560 --> 00:33:54.560]  讓我們信靠信服去接受
[00:33:54.560 --> 00:33:56.560]  我們一起低頭祈禱
[00:33:56.560 --> 00:34:02.560]  天父求你藉著
[00:34:02.560 --> 00:34:06.560]  記載在二乍書這段經文
[00:34:06.560 --> 00:34:09.560]  就是上帝你怎樣揀選古列
[00:34:09.560 --> 00:34:13.560]  成就你對以色列人的計劃
[00:34:13.560 --> 00:34:17.560]  這件事情幫助我們明白
[00:34:17.560 --> 00:34:19.560]  你做人
[00:34:19.560 --> 00:34:20.560]  是你創造人
[00:34:20.560 --> 00:34:24.560]  就已經將你的心意放在人的心上
[00:34:24.560 --> 00:34:28.560]  你很想我們成為一個
[00:34:28.560 --> 00:34:34.560]  就是你所創造和呼喚我們的人
[00:34:34.560 --> 00:34:39.560]  求你讓我們有耐性去尋找去明白
[00:34:39.560 --> 00:34:42.560]  上帝你在我們身上的心意
[00:34:42.560 --> 00:34:44.560]  你帶領我們幫助我們
[00:34:44.560 --> 00:34:48.560]  幫助我們能夠接納自己
[00:34:48.560 --> 00:34:50.560]  是一個怎樣的人
[00:34:50.560 --> 00:34:53.560]  幫助我們能夠接納我們的光景
[00:34:53.560 --> 00:34:54.560]  我們不灰心
[00:34:54.560 --> 00:34:55.560]  我們不沮喪
[00:34:55.560 --> 00:34:56.560]  我們信靠你
[00:34:56.560 --> 00:34:57.560]  繼續向前行
[00:34:57.560 --> 00:34:58.560]  我們這樣的祈禱
[00:34:58.560 --> 00:35:00.560]  是奉耶穌基督的聖名而求
[00:35:00.560 --> 00:35:01.560]  阿門
