
[00:00:00.000 --> 00:00:03.020]  今天要跟大家分享的題目是在
[00:38:09.200 --> 00:38:11.200]  你還到處去傳
[00:38:11.200 --> 00:38:13.200]  我們真的要小心
[00:38:13.200 --> 00:38:14.200]  我們要分辨
[00:38:14.200 --> 00:38:17.200]  我們要很多的教導
[00:38:17.200 --> 00:38:21.200]  現在有很多的學說出來
[00:38:21.200 --> 00:38:23.200]  我們需要謹慎
[00:38:23.200 --> 00:38:25.200]  求主來幫助我們
[00:38:25.200 --> 00:38:29.200]  我們一起來同心禱告
[00:38:29.200 --> 00:38:30.200]  主耶穌謝謝你
[00:38:30.200 --> 00:38:33.200]  藉著聖經來不斷提醒我們
[00:38:33.200 --> 00:38:35.200]  我們要接受你
[00:38:35.200 --> 00:38:36.200]  主耶穌基督
[00:38:36.200 --> 00:38:38.200]  接受你成為我們生命的主
[00:38:38.200 --> 00:38:40.200]  跟你發生真實的關係
[00:38:40.200 --> 00:38:44.200]  跟你建立一個更加緊密的關係
[00:38:44.200 --> 00:38:45.200]  主耶穌你幫助我們
[00:38:45.200 --> 00:38:46.200]  能夠遵循你的教導
[00:38:46.200 --> 00:38:48.200]  在你裡面生根
[00:38:48.200 --> 00:38:50.200]  在你裡面不斷地被你來建造
[00:38:50.200 --> 00:38:53.200]  以致我們成為一個成熟的基督徒
[00:38:53.200 --> 00:38:55.200]  成為你中心的門徒
[00:38:55.200 --> 00:38:56.200]  被你來使用
[00:38:56.200 --> 00:38:59.200]  也提醒我們常常謹慎
[00:38:59.200 --> 00:39:02.200]  警惕我們身邊各種的學說
[00:39:02.200 --> 00:39:05.200]  在這個偽時代裡面充斥各種假的東西
[00:39:05.200 --> 00:39:07.200]  要我們能夠去分辨
[00:39:07.200 --> 00:39:09.200]  主耶穌願你的真理
[00:39:09.200 --> 00:39:11.200]  願你的真光來照耀我們
[00:39:11.200 --> 00:39:15.200]  願你親自引領我們進入你的真理
[00:39:15.200 --> 00:39:19.200]  願你真理的光也能夠照亮人心的黑暗
[00:39:19.200 --> 00:39:21.200]  能夠驅除人心的黑暗
[00:39:21.200 --> 00:39:25.200]  也能夠幫助我們在這個虛晃的世代裡面
[00:39:25.200 --> 00:39:28.200]  我們能夠發出真理的聲音
[00:39:28.200 --> 00:39:29.200]  主謝謝你
[00:39:29.200 --> 00:39:30.200]  我們同心地禱告
[00:39:30.200 --> 00:39:32.200]  奉主耶穌基督的聖名
[00:39:32.200 --> 00:39:33.200]  阿們
