
[00:00:00.000 --> 00:00:01.600]  各位兄弟姐妹
[00:39:25.700 --> 00:39:28.700]  透過我們身體力行
[00:39:28.700 --> 00:39:30.700]  讓他們知道
[00:39:30.700 --> 00:39:32.700]  哪裡有神
[00:39:32.700 --> 00:39:34.700]  哪裡就有平安
[00:39:34.700 --> 00:39:35.700]  哪裡有神
[00:39:35.700 --> 00:39:36.700]  哪裡就有喜樂
[00:39:36.700 --> 00:39:37.700]  哪裡有神
[00:39:37.700 --> 00:39:39.700]  哪裡就有希望
[00:39:39.700 --> 00:39:42.700]  你願不願意成為這個天使呢?
[00:39:42.700 --> 00:39:44.700]  今天是我們聖誕裡面
[00:39:44.700 --> 00:39:46.700]  這個挑戰
[00:39:46.700 --> 00:39:49.700]  你願不願意成為
[00:39:49.700 --> 00:39:52.700]  這個天使
[00:39:52.700 --> 00:39:56.700]  將神的愛帶到身邊的人當中
[00:39:56.700 --> 00:40:00.700]  你願不願意成為這個天使呢?
[00:40:00.700 --> 00:40:04.700]  今天我們收到禮物的弟兄姊妹
[00:40:04.700 --> 00:40:06.700]  今天有很多禮物
[00:40:06.700 --> 00:40:09.700]  真是好了
[00:40:09.700 --> 00:40:12.700]  你收到第一份禮物
[00:40:12.700 --> 00:40:14.700]  是屬於你的
[00:40:14.700 --> 00:40:16.700]  第二份禮物
[00:40:16.700 --> 00:40:18.700]  你要在這裡
[00:40:18.700 --> 00:40:20.700]  待會崇拜完之後
[00:40:20.700 --> 00:40:21.700]  第二份
[00:40:21.700 --> 00:40:23.700]  你就要在這裡選一個
[00:40:23.700 --> 00:40:26.700]  跟你不同團契
[00:40:26.700 --> 00:40:28.700]  不同年紀的弟兄姊妹
[00:40:28.700 --> 00:40:30.700]  你要送出去給他們
[00:40:30.700 --> 00:40:32.700]  第二份
[00:40:32.700 --> 00:40:35.700]  明白嗎?
[00:40:35.700 --> 00:40:38.700]  是送給其他跟你年齡層不同的人
[00:40:38.700 --> 00:40:40.700]  這裡第二份
[00:40:40.700 --> 00:40:45.700]  你收到第三、第四、第五份那些
[00:40:45.700 --> 00:40:47.700]  祝福你了
[00:40:47.700 --> 00:40:50.700]  請你珍惜機會
[00:40:50.700 --> 00:40:53.700]  請你珍惜機會在過去
[00:40:53.700 --> 00:40:55.700]  不要太壓迫感
[00:40:55.700 --> 00:40:56.700]  不要今天
[00:40:56.700 --> 00:40:59.700]  在接下來的一個禮拜裡面
[00:40:59.700 --> 00:41:01.700]  將它送給其他
[00:41:01.700 --> 00:41:03.700]  不是我們教會以來的人
[00:41:03.700 --> 00:41:04.700]  送給外面
[00:41:04.700 --> 00:41:05.700]  特別是一些
[00:41:05.700 --> 00:41:07.700]  未信耶穌基督的人
[00:41:07.700 --> 00:41:08.700]  祝福他們
[00:41:08.700 --> 00:41:09.700]  耶穌愛你
[00:41:09.700 --> 00:41:11.700]  將這份禮物送給他們
[00:41:11.700 --> 00:41:14.700]  是不是很有意思呢?
[00:41:14.700 --> 00:41:18.700]  我們基督徒其實就是自己領受了神的東西
[00:41:18.700 --> 00:41:20.700]  我們願意
[00:41:20.700 --> 00:41:21.700]  不要吝嗇
[00:41:21.700 --> 00:41:22.700]  我們分享出去
[00:41:22.700 --> 00:41:25.700]  你願不願意成為
[00:41:25.700 --> 00:41:29.700]  這個神的大使
[00:41:29.700 --> 00:41:31.700]  將這個平安喜樂的信息傳開去呢?
[00:41:31.700 --> 00:41:34.700]  我很想弟兄姊妹你閉上雙眼
[00:41:34.700 --> 00:41:40.700]  這個真是一個挑戰回應的時間
[00:41:40.700 --> 00:41:44.700]  特別我們說COVID-19影響很多
[00:41:44.700 --> 00:41:49.700]  但你相不相信神的福音會影響更大更多呢?
[00:41:49.700 --> 00:41:53.700]  神現在就在問你
[00:41:53.700 --> 00:41:56.700]  你願不願意成為這個天使
[00:41:56.700 --> 00:41:58.700]  在這段期間裡面
[00:41:58.700 --> 00:42:01.700]  將平安喜樂
[00:42:01.700 --> 00:42:02.700]  愛
[00:42:02.700 --> 00:42:03.700]  正面
[00:42:03.700 --> 00:42:05.700]  積極的信息
[00:42:05.700 --> 00:42:07.700]  傳開出去
[00:42:07.700 --> 00:42:08.700]  帶給身邊的人
[00:42:08.700 --> 00:42:10.700]  成為這個天使
[00:42:11.700 --> 00:42:14.700]  我請你在心裡面祈禱
[00:42:14.700 --> 00:42:27.700]  如果你願意的時候
[00:42:27.700 --> 00:42:29.700]  你也求神讓你
[00:42:29.700 --> 00:42:32.700]  在你腦裡面出現
[00:42:32.700 --> 00:42:35.700]  你身邊有些什麼很需要的人
[00:42:35.700 --> 00:42:37.700]  是要你在這幾天裡面
[00:42:37.700 --> 00:42:38.700]  真的去行動的
[00:42:38.700 --> 00:42:40.700]  包括你身邊的朋友
[00:42:40.700 --> 00:42:41.700]  鄰居
[00:42:41.700 --> 00:42:43.700]  你可以行動
[00:42:43.700 --> 00:42:46.700]  成為他們的天使
[00:42:46.700 --> 00:42:47.700]  你祈禱呢
[00:42:47.700 --> 00:42:49.700]  求問神
[00:42:49.700 --> 00:43:02.700]  如果你在神裡面
[00:43:02.700 --> 00:43:03.700]  你說神啊我願意
[00:43:03.700 --> 00:43:05.700]  我願意成為這個天使
[00:43:05.700 --> 00:43:07.700]  我邀請你
[00:43:07.700 --> 00:43:09.700]  我們一起祈禱
[00:43:11.700 --> 00:43:15.700]  弟兄姊妹我們請大家可以開聲
[00:43:15.700 --> 00:43:18.700]  我們這個世界上仍然有很多人
[00:43:18.700 --> 00:43:20.700]  他們在惶恐
[00:43:20.700 --> 00:43:21.700]  不安
[00:43:21.700 --> 00:43:23.700]  甚至因為這個疫症
[00:43:23.700 --> 00:43:24.700]  失去了他們的親人
[00:43:24.700 --> 00:43:26.700]  很哀傷
[00:43:26.700 --> 00:43:27.700]  過了這個聖誕節
[00:43:27.700 --> 00:43:30.700]  有很多人他們不能夠和家人團聚
[00:43:30.700 --> 00:43:31.700]  很失落
[00:43:31.700 --> 00:43:34.700]  我們現在請弟兄姊妹我們一起開聲
[00:43:34.700 --> 00:43:36.700]  為這一群人去祈禱
[00:43:36.700 --> 00:43:40.700]  也為這個疫症求主繼續
[00:43:40.700 --> 00:43:42.700]  在大地上施行工作去禱告
[00:43:42.700 --> 00:43:44.700]  我們一起開聲
[00:43:44.700 --> 00:43:58.700]  天父上帝
[00:43:58.700 --> 00:44:00.700]  全地至高的君王
[00:44:00.700 --> 00:44:03.700]  你是愛
[00:44:03.700 --> 00:44:05.700]  你是力量
[00:44:05.700 --> 00:44:07.700]  你是平安
[00:44:07.700 --> 00:44:08.700]  的源頭
[00:44:08.700 --> 00:44:10.700]  神啊我們紀念到
[00:44:10.700 --> 00:44:12.700]  仍然在今天
[00:44:12.700 --> 00:44:14.700]  這個聖誕日當中
[00:44:14.700 --> 00:44:16.700]  很多人他們經歷不到平安
[00:44:16.700 --> 00:44:18.700]  很多人
[00:44:18.700 --> 00:44:20.700]  甚至有些病患者
[00:44:20.700 --> 00:44:22.700]  躺在醫院當中
[00:44:22.700 --> 00:44:24.700]  受著痛苦
[00:44:24.700 --> 00:44:26.700]  也都可能有些人
[00:44:26.700 --> 00:44:28.700]  他的生命
[00:44:28.700 --> 00:44:30.700]  在垂危的邊緣當中
[00:44:30.700 --> 00:44:34.700]  主啊我求祢紀念他們
[00:44:34.700 --> 00:44:36.700]  主啊求祢平安
[00:44:36.700 --> 00:44:39.700]  親自臨到他們和他們的家人當中
[00:44:39.700 --> 00:44:43.700]  主啊求祢讓他們在聖誕日當中
[00:44:43.700 --> 00:44:45.700]  他們在醫院
[00:44:45.700 --> 00:44:46.700]  在病床當中
[00:44:46.700 --> 00:44:47.700]  可能是很困
[00:44:47.700 --> 00:44:49.700]  很痛苦
[00:44:49.700 --> 00:44:50.700]  很困惑
[00:44:50.700 --> 00:44:51.700]  但是神啊
[00:44:51.700 --> 00:44:52.700]  就求祢用祢的方法
[00:44:52.700 --> 00:44:54.700]  用祢的愛
[00:44:54.700 --> 00:44:56.700]  去包圍他們
[00:44:56.700 --> 00:44:58.700]  在醫院當中
[00:44:58.700 --> 00:44:59.700]  有些世界的國家
[00:44:59.700 --> 00:45:00.700]  有些醫護人員
[00:45:00.700 --> 00:45:01.700]  可能很多天
[00:45:01.700 --> 00:45:03.700]  都不能夠有充足的休息
[00:45:03.700 --> 00:45:05.700]  熬夜去照顧
[00:45:05.700 --> 00:45:08.700]  去醫治這些病患者
[00:45:08.700 --> 00:45:11.700]  神啊我求祢保守他們身體
[00:45:11.700 --> 00:45:13.700]  心靈的平安
[00:45:13.700 --> 00:45:17.700]  主啊我們也都為很多
[00:45:17.700 --> 00:45:19.700]  這個世界上有很多的人
[00:45:19.700 --> 00:45:21.700]  他們在這一年
[00:45:21.700 --> 00:45:23.700]  失去了他們的親人
[00:45:23.700 --> 00:45:26.700]  在這些大時大節
[00:45:26.700 --> 00:45:28.700]  很多人很開心的日子當中
[00:45:28.700 --> 00:45:31.700]  可能他們仍然在哀傷難過
[00:45:32.700 --> 00:45:34.700]  神啊求祢與他們同在
[00:45:34.700 --> 00:45:38.700]  神啊求祢差派一些天使
[00:45:38.700 --> 00:45:40.700]  圍繞著這些家庭
[00:45:40.700 --> 00:45:43.700]  賜給他們有合適的
[00:45:43.700 --> 00:45:45.700]  安慰的說話
[00:45:45.700 --> 00:45:47.700]  行動
[00:45:47.700 --> 00:45:49.700]  陪伴這些
[00:45:49.700 --> 00:45:51.700]  傷心失落的人
[00:45:51.700 --> 00:45:54.700]  主啊我們都為著
[00:45:54.700 --> 00:45:57.700]  仍然有很多的人因為這個疫症
[00:45:57.700 --> 00:45:59.700]  內心很不安
[00:45:59.700 --> 00:46:01.700]  很徬徨
[00:46:01.700 --> 00:46:03.700]  甚至在情緒
[00:46:03.700 --> 00:46:05.700]  在精神上面
[00:46:05.700 --> 00:46:07.700]  陸陸續續出現一些問題
[00:46:07.700 --> 00:46:10.700]  神啊求祢讓他們有勇敢
[00:46:10.700 --> 00:46:12.700]  能夠面對真實的自己
[00:46:12.700 --> 00:46:15.700]  讓他們能夠
[00:46:15.700 --> 00:46:17.700]  與身邊的人分享
[00:46:17.700 --> 00:46:19.700]  他們自己真實的一面
[00:46:19.700 --> 00:46:22.700]  甚至願意尋求專業的幫助
[00:46:22.700 --> 00:46:25.700]  神啊
[00:46:25.700 --> 00:46:27.700]  在聖誕節裏求祢
[00:46:27.700 --> 00:46:29.700]  平安的訊息
[00:46:29.700 --> 00:46:31.700]  用不同的方法
[00:46:31.700 --> 00:46:33.700]  臨到這群人當中
[00:46:33.700 --> 00:46:35.700]  帶領他們
[00:46:35.700 --> 00:46:37.700]  經歷不再一樣的聖誕節
[00:46:37.700 --> 00:46:39.700]  主啊也有很多的人
[00:46:39.700 --> 00:46:41.700]  他們因為這個疫症與家人
[00:46:41.700 --> 00:46:43.700]  不能夠在聖誕節裏團聚
[00:46:43.700 --> 00:46:45.700]  求主祢親自
[00:46:45.700 --> 00:46:47.700]  去安慰
[00:46:47.700 --> 00:46:48.700]  保守
[00:46:48.700 --> 00:46:50.700]  神啊我們再一次為我們
[00:46:50.700 --> 00:46:52.700]  自己的生命去祈禱
[00:46:52.700 --> 00:46:54.700]  神啊求祢讓我們能夠在祢的愛裏
[00:46:54.700 --> 00:46:56.700]  經歷平安喜樂
[00:46:56.700 --> 00:46:58.700]  讓我們有勇敢
[00:46:58.700 --> 00:46:59.700]  在開教堂的時候
[00:46:59.700 --> 00:47:01.700]  我們又成為和平之子
[00:47:01.700 --> 00:47:03.700]  我們願意成為天使
[00:47:03.700 --> 00:47:06.700]  將正能量的訊息傳開出去
[00:47:06.700 --> 00:47:08.700]  求聖靈你充滿我們
[00:47:08.700 --> 00:47:09.700]  幫助我們
[00:47:09.700 --> 00:47:10.700]  聽我們的祈禱
[00:47:10.700 --> 00:47:12.700]  是奉耶穌基督的聖名求
[00:47:12.700 --> 00:47:14.700]  阿們
